Contexte gauche,Chaîne,Transcription,Contexte droit
l it. ITd scorn to t,a,u,ke ndwnntage o' the 
. ITd scorn to tuke ,a,n,dwnntage o' the like
Td scorn to tuke ndw,a,n,ntage o' the likes o
 to tuke ndwnntage o,’,', the likes o' you.''
ntage o' the likes o,’,', you.'' @I hope you 
o' the likes o' you.,”,',' @I hope you lidn't
 you.'' @I hope you ,d,l,"idn't give too much,"
.'' @I hope you lidn,’,',"t give too much, t@e"
" much, t@en, friend,",”,',' repli@l E@@@. @I l
"en, friend,'' repli@",d,l, E@@@. @I lidn't gi@
'' repli@l E@@@. @I ,d,l,idn't gi@e @ayf her 
epli@l E@@@. @I lidn,’,',t gi@e @ayf her wall
 gi@e @ayf her wally,—,-,"not hsyf,@ said Ging"
@ayf her wally-not h,a,s,"yf,@ said Ginger; @a"
and if so be you don,’,',t liko her in a nont
 so be you don't lik,e,o, her in a nontl's ti
don't liko her in a ,m,n,"ontl's time, I@ll bu"
t liko her in a nont,h’,l',"s time, I@ll buy her"
 ag@in from you. You,’,',ll alvays find me he
here@alvays. Everybo,d,l,y knows Mr. Ginger-t
oly knows Mr. Ginger,—,-,"that's my namc, miss"
nows Mr. Ginger-that,’,',"s my namc, miss. ITm"
Ginger-that's my nam,e,c,", miss. ITm tho only"
"t's my namc, miss. I",’,T,m tho only honest ma
"y namc, miss. ITm th",e,o, only honest man in 
n in the dog-fancyin,’,', line. Ask Mr. Dishe
cyin' line. Ask Mr. ,B,D,"ishep, the great gun"
' line. Ask Mr. Dish,o,e,"p, the great gunmake"
the great gunmaker o,’,'," Bond-street, alout "
eat gunmaker o' Bond, S,-s,"treet, alout m@-limn"
"er o' Bond-street, a",b,l,out m@-limn as the n
"ond-street, alout m@",—h,-l,imn as the nobs call
s calls the Bishop o,’,', Bond-street-an' hc'
s the Bishop o' Bond, S,-s,treet-an' hc'll tell
ishop o' Bond-street,—,-,an' hc'll tell you.'
op o' Bond-street-an,’,', hc'll tell you.'' @
o' Bond-street-an' h,e’,c',ll tell you.'' @But 
-an' hc'll tell you.,”,',' @But you hasen't a
l you.'' @But you ha,v,s,en't answerel tle l@
ou.'' @But you hasen,’,',t answerel tle l@@y'
 you hasen't answere,d,l, tle l@@y's question
u hasen't answerel t,h,l,"e l@@y's question,''"
't answerel tle l@@y,’,',"s question,'' sni@ A"
"tle l@@y's question,",”,',' sni@ Auriol. @What
"l@@y's question,'' s",a,n,i@ Auriol. @What do 
 do you ask for the ,d,l,og'' @Do yon waut it
 you ask for the log,?”,'', @Do yon waut it for
for the log'' @Do yo,u,n, waut it for yoursel
the log'' @Do yon wa,n,u,"t it for yourself, s"
"rself, sir, or for h",e,o,r ?'' inquired Ginge
"f, sir, or for hor ?",”,',' inquired Ginger. e
'' inquired Ginger. ,“,e, WThat does it matte
WThat does it matter,?”,7',"' cried Auriol, angr"
"ed Auriol, angrily. ",“,'," A grcat deal, sir,'"
"iol, angrily. ' A gr",e,c,"at deal, sir,'' repl"
"' A grcat deal, sir,",”,',' replied Ginger; @i
 replied Ginger; @it,’,',ll make a mater'al d
 @it'll make a mater,’,',al dilfarence in the
l make a mater'al di,f,l,farence in the price
make a mater'al dilf,e,a,rence in the price. 
"e price. To you, sh@",’,c,ll be fi@e-@nn'twent
"u, sh@cll be fi@e-@n",’-,n',twenty guineas. To t
" young lady, twenty.",”,',' @@ut s@@@ose I bny
.'' @@ut s@@@ose I b,u,n,y her for the yonng 
I bny her for the yo,u,n,ng lady 7'' said A@r
 for the yonng lady ,?”,7',"' said A@riol. @Oh, "
"then, in coorse, you",’,',ll get her at the lo
 at the lower figure,!”,t',' replied Ginger. @I
d Ginger. @I hope yo,u,n, don't mean to buy t
ger. @I hope yon don,’,',t mean to buy the do
ean to buy the dog ?,”,',' interposed MIr@ Th
r@ Thorneycroft. @Th,e,o, prico is monstrous-
rneycroft. @Tho pric,e,o, is monstrous-prepos
o prico is monstrous,—,-,"preposterous,'' te I"
nstrous-preposterous,.”,",'",' te It msy appear s
"ous-preposterous,'' ",“,t,e It msy appear so t
"posterous,'' te It m",a,s,"y appear so to yon, "
 msy appear so to yo,u,n,", sir,'' said Ginger"
"pear so to yon, sir,",”,',"' said Ginger, '"" be"
"sir,'' said Ginger, ",“,',""" becauso you're ign"
"id Ginger, '"" becaus",e,o, you're ignerant o' 
"nger, '"" becauso you",’,',re ignerant o' tho w
""" becauso you're ign",o,e,rant o' tho wnlly of
so you're ignerant o,’,', tho wnlly of sich a
ou're ignerant o' th,e,o, wnlly of sich a han
re ignerant o' tho w,a,n,lly of sich a hanima
of sich a hanimal; b,u,n,t I can THIE CEARLE8
"IED. 83 tell you, it",’,',s cheap--dirt cheap.
"tell you, it's cheap",—,-,"-dirt cheap. Vy, his"
"dirt cheap. Vy, his ",E,e,xcelleney the Proosh
"ap. Vy, his excellen",c,e,y the Prooshan anbas
lleney the Prooshan ,Am,an,bassador bought n Ch
n anbassador bought ,a,n," Charley from me, t'"
"n Charley from me, t",’,',"other week, to prese"
 duchess of his acq@,a,s,"intance, and @ot d'y"
"@sintance, and @ot d",’,',ye think he gi@e for
think he gi@e for it,?”,"7"""," @I don't kno@, and "
"gi@e for it7"" @I don",’,',"t kno@, and I don't "
"on't kno@, and I don",’,',"t want to know,'' re"
" don't want to know,",”,',' re@liel Mr. Tuorno
"nt to know,'' re@lie",d,l," Mr. Tuornoyeroft, g"
"now,'' re@liel Mr. T",h,u,"ornoyeroft, gruffly."
'' re@liel Mr. Tuorn,e,o,"yeroft, gruffly. @Ei"
 re@liel Mr. Tuornoy,c,e,"roft, gruffly. @Eigl"
"eroft, gruffly. @Eig",h,l,"ty guineas,'' snid G"
"ly. @Eiglty guineas,",”,',' snid Ginger. @Eigh
"@Eiglty guineas,'' s",a,n,id Ginger. @Eighty g
"Eighty g@ineas, as @",’,T,"m a lirin' man, and "
"g@ineas, as @Tm a li",v,r,"in' man, and made no"
"neas, as @Tm a lirin",’,'," man, and made no bo"
about it neither. Th,e,a, dog I sold him warn
 dog I sold him warn,’,',t to be compared wi'
't to be compared wi,’,', Fairy.'' @Stuff-stu
 compared wi' Fairy.,”,',' @Stuff-stuff@@ ori
 wi' Fairy.'' @Stuff,—,-,stuff@@ oriel Mr. Tl
y.'' @Stuff-stuff@@ ,c,o,riel Mr. Tlorneycrof
 @Stuff-stuff@@ orie,d,l, Mr. Tlorneycroft; @
-stuff@@ oriel Mr. T,h,l,orneycroft; @I ain't
Tlorneycroft; @I ain,’,',t to b@@@a@@@@@@@@@ 
o b@@@a@@@@@@@@@ @@a,t,i,@ia@5G @It's no gamm
b@@@a@@@@@@@@@ @@ai@,w,i,a@5G @It's no gammon
@a@@@@@@@@@ @@ai@ia@,.”,5G," @It's no gammon,'' "
@@@@@ @@ai@ia@5G @It,’,',"s no gammon,'' said "
"@5G @It's no gammon,",”,',' said Ginger. `' Lo
"mon,'' said Ginger. ",“,`,"' Look at them ears,"
"k at them ears, miss",—,","," ---y, they're ns lo"
"at them ears, miss, ",v,-,"--y, they're ns long"
"rs, miss, ---y, they",’,',re ns long as your o
"miss, ---y, they're ",a,n,s long as your own r
as your own ringlets,—,-,and them pads --n' I
glets-and them pads ,—a,--,n' I@m sure yon @on'
ts-and them pads --n,’,', I@m sure yon @on't 
ads --n' I@m sure yo,u,n, @on't say sle's de@
-n' I@m sure yon @on,’,',t say sle's de@r at 
sure yon @on't say s,h,l,e's de@r at twenty p
re yon @on't say sle,’,',s de@r at twenty pou
e@r at twenty pound.,”,',' @She's a lovely li
twenty pound.'' @She,’,',s a lovely little cr
 lovely little creat,u,a,"re, iudeed,'' ret@rn"
"y little creatare, i",n,u,"deed,'' ret@rned Ebb"
"le creatare, iudeed,",”,',"' ret@rned Ebba, agc"
"'' ret@rned Ebba, ag",a,c,in patting the anima
n patting the animal,’,',s head. Whilo this w
 animal's head. Whil,e,o," this was passing, t"
men of @ery suspicio,u,n,"s mien, ensconeel be"
"picions mien, enscon",c,e,el behind a pillar a
"cions mien, ensconee",d,l, behind a pillar adj
connoitring Auriol. ,“,e, It'a him I'' @his@e
oitring Auriol. e It,’s,'a, him I'' @his@erel t
 Auriol. e It'a him ,!”,I',' @his@erel tho tall
t'a him I'' @his@ere,d,l, tho taller and dark
him I'' @his@erel th,e,o, taller and darkoer 
two to his companion,—“,-`,` it's the young man
 his companion-`` it,’,',s the young man ve'v
t's the young man ve,’,',ve been lookin' for-
an ve've been lookin,’,', for-Auriol Darcy.''
've been lookin' for,—,-,Auriol Darcy.'' @It 
n' for-Auriol Darcy.,”,',' @It seems lilce hi
arcy.'' @It seems li,k,l,"ce him,'' said the o"
"@It seems lilce him,",”,',"' said the other, ed"
llar as far as he co,u,n,ld withont exposure.
ar as he conld witho,u,n,t exposure. ee I @is
d withont exposure. ,“,e,e I @ish ho'd turn h
xposure. ee I @ish h,e’,o',d turn his face a le
eetle more this @ay.,”,',"' @It's him, I tell "
more this @ay.'' @It,’,',"s him, I tell you, S"
"I tell you, S@ndman,",”,',' said tho Tinkecr. 
", S@ndman,'' said th",e,o, Tinkecr. @V@ mnst g
d tho Tinkecr. @V@ m,u,n,st gi@e the signal t
gnal to our comrade.,”,',"' e V@II, I@Il toell"
l to our comrade.'' ,“,e," V@II, I@Il toell yo"
 our comrade.'' e V@,ll,II,", I@Il toell you wot"
"omrade.'' e V@II, I@",l,I,l toell you wot it i
"you wot it is, miss,",”,',"' ssid Ginger, conxi"
"wot it is, miss,'' s",a,s,"id Ginger, conxingly"
"s,'' ssid Ginger, co",a,n,"xingly, `` your svce"
" Ginger, conxingly, ",“,`,` your svcecet@'rt-I
"ly, `` your svcecet@",a,',rt-I@m sure he's you
 `` your svcecet@'rt,—,-,I@m sure he's your s
ecet@'rt-I@m sure he,’,',s your s@eet'art-I c
sure he's your s@eet,’,',art-I can a l AURIOD
 he's your s@eet'art,—,-,I can a l AURIOD. te
 a l AURIOD. tell th,e,o,se things in a minni
 things in a minnit@,y,-,"our sveet'art, I say"
 a minnit@-our sveet,’,',"art, I say, shall gi"
"n pound, and the dog",’,',s yourn. I shall los
ansaction; but I don,’,',t mind it for sich a
desarves a kind miss,u,n,"s.'' Auriol, who had"
arves a kind missns.,”,',"' Auriol, who had fa"
"ction, here remarked",:,;, @What's that yon ar
here remarked; @What,’,',s that yon are ssyin
ked; @What's that yo,u,n," are ssying, fellow "
hat's that yon are s,a,s,"ying, fellow 2'' @I "
" are ssying, fellow ",?”,2',"' @I @os a-sasyin', "
 2'' @I @os a-sasyin,’,',", sir, the yonng lad"
"sasyin', sir, the yo",u,n,ng lady shall lave t
he yonng lady shall ,h,l,ave the dog for fift
"ecio@s bargin it is,",”,',' replied Ginger. e 
",'' replied Ginger. ",“,e," Well, then, I close"
close with you. Here,’,',"s the money,'' said "
"u. Here's the money,",”,',"' said Auriol, takin"
" no account, Auriol,",”,',"' cried Ebbs, quickl"
" Auriol,'' cried Ebb",a,s,", quickly. @It's too"
"d Ebbs, quickly. @It",’,',s too much'' `A grea
ckly. @It's too much,.”,'', `A great deal too m
y. @It's too much'' ,“,`,A great deal too muc
"al too much, Mr. Dar",c,e,"y,'' said Thorneycro"
"too much, Mr. Darey,",”,',' said Thorneycroft.
 said Thorneycroft. ,“,',Auriol and Darcy l''
. 'Auriol and Darcy ,!”,l',' muttered Ginger. @
his be the gemman ve,’,',re a-lookin' for. Ve
emman ve're a-lookin,’,', for. Vere's my two 
 a-lookin' for. Vere,’,',"s my two pals, I von"
"ls, I vonder? Oh, it",’,',s all right 1'' he a
" Oh, it's all right ",!”,1',"' he adled, receivin"
 all right 1'' he ad,d,l,"ed, receiving a sign"
nd the pillar. @They,’,',"re on the look-out, "
"the look-out, I see.",”,',' @Give tho lady the
"t, I see.'' @Give th",e,o," lady the dog, and t"
"ady the dog, and tak",e,o," the money, man,'' s"
"tako the money, man,",”,',"' said Auriol, sharp"
"y. @Beg pardon, sir,",”,',"' said Ginger, '`but"
"sir,'' said Ginger, ",“,',`but hadn't I better
"d Ginger, '`but hadn",’,',t I better carry the
e for the young lady,?,7, It might meet vith 
ght meet vith some a,c,e,cident in the @ay.''
aecident in the @ay.,”,',' 'Accident l-stuff 
ident in the @ay.'' ,“,',Accident l-stuff and
he @ay.'' 'Accident ,!—,l-,stuff and nonsensel'
l-stuff and nonsense,!”,l',' cried Mr. Thorneya
'' cried Mr. Thorney,c,a,"roft, @The rascnl on"
ied Mr. Thorneyaroft,.,",", @The rascnl only wa
"rneyaroft, @The rasc",a,n,l only wants to foll
" home, that he may k",n,u,"ow where you live, a"
" Mr. Darcyr, and don",’,',t buy it.'' l- TE CI
"r, and don't buy it.",”,',' l- TE CIARLEs TRE 
and don't buy it.'' ,“,l,- TE CIARLEs TRE BEC
RIEL. 85 The bargain,’,',"s concluded,'' said "
"bargain's concluded,",”,',"' said Ginger, delir"
"'' said Ginger, deli",v,r,ering th@ dog to Ebb
ering th@ dog to Ebb,a,s,", and taking tho mon"
" Ebbs, and taking th",e,o," money from Auriol, "
ust into his capacio,u,n,s br@eches@pocket. @
"is treasure, Auriol?",”,',"' exclaimed Ebba, in"
ecstasy of delight. ,“,4, By transferring to 
"ay entertain for me,",”,',"' he replied, in a l"
"@That is impossible,",”,',' she answered. @Wel
we dri@e away at onc,e,o,",'' said Mr. Thorney"
" dri@e away at onco,",”,',' said Mr. Thorneyer
",'' said Mr. Thorney",c,e,roft. : Hallosl jarv
d Mr. Thorneyeroft. ,“,:, Hallosl jarve I'' h
horneyeroft. : Hallo,a!,sl," jarve I'' he cried,"
ft. : Hallosl jarve ,y!”,I''," he cried, hailing a"
lowed by the rascal.,”,',"' Bo saying, he got "
ed by the rascal.'' ,S,B,"o saying, he got int"
", he got into the co",a,s,ch. As Auriol was ab
". @Beg pasrdin, sir,",”,',"' said tho fellow, t"
"rdin, sir,'' said th",e,o," fellow, touching hi"
"touching his hat, @b",u,a,t ain't your name Mr
"ng his hat, @bat ain",’,',t your name Mr. Anri
in't your name Mr. A,u,n,riol Darcy '' @It is
me Mr. Anriol Darcy ,?”,''," @It is,'' replied A"
"iol Darcy '' @It is,",”,',"' replied Auriol, re"
ly. @Why do you ask ,?”,7',' e I vants a rord o
@Why do you ask 7'' ,“,e, I vants a rord or t
ask 7'' e I vants a ,v,r,ord or two vith you 
 vith you in pri@ate,—,-,"that's all, sir,'' r"
 you in pri@ate-that,’,',"s all, sir,'' replie"
"ate-that's all, sir,",”,',' replied the Tinker
replied the Tinker. ,“,t, Say what you have t
"have to say at once,",”,',' rejoined Auriol. 4
'' rejoined Auriol. ,“,4,I know nothing of yo
know nothing of you.,”,',' @You'll know me be
thing of you.'' @You,’,',ll know me better by
"tter by-and-by, sir,",”,',"' said the Tinker, i"
a significant tone. ,“,`,' I must speak to yo
"k to you, and alone.",”,',' @If yon don't go a
 and alone.'' @If yo,u,n, don't go about your
alone.'' @If yon don,’,',t go about your busi
"fellow, instantly, @",’,T,ll give you in charg
"harge of the police,",”,',' eried Auriol. ----
"ge of the police,'' ",c,e,ried Auriol. ----AnI
"ce,'' eried Auriol. ",“,-,---AnIoL. ee No@ you
nIoL. ee No@ you von,’,',"t, sir-no@ you von't"
"e No@ you von't, sir",—,-,"no@ you von't,'' rep"
"n't, sir-no@ you von",’,',"t,'' repliod the Tin"
", sir-no@ you von't,",”,',' repliod the Tinker
"@ you von't,'' repli",e,o,"d the Tinker, shakin"
to purchase my silen,c,e,e ven you larns wot 
 larns wot secrets o,’,', yonrn has come to m
ns wot secrets o' yo,u,n,rn has come to my kn
ome to my knowledge.,”,',"' @won't you get in,"
to my knowledge.'' @,W,w,"on't you get in, Mr."
my knowledge.'' @won,’,',"t you get in, Mr. Da"
"you get in, Mr. Daur",c,e,y '' ecried Thorneye
" get in, Mr. Daurey ",?”,'', ecried Thorneyeroft
ey '' ecried Thorney,c,e,"roft, whose baclk wa"
" speask to this man,",”,',' replied Anriol. @@
"his man,'' replied A",u,n,riol. @@Tll come to 
' replied Anriol. @@,’,T,ll come to you in th
o you in the evening,.,","," TIIl then, farewell"
"ou in the evening, T",il,II,"l then, farewell, Eb"
"hen, farewell, Ebba.",”,',"' And, ns the coach "
"ewell, Ebba.'' And, ",a,n,s the coach dro@e aw
" dro@e away, he adde",d,l," to the Tinker, ' No"
"ddel to the Tinker, ",“,'," Nos, ruascal, wh@t "
" to the Tinker, ' No",w,s,", ruascal, wh@t ha@e"
h@t ha@e you to say ,?”,7',"' @Step this vay, si"
"@Step this vay, sir,",”,',' replied the Tinker
d the Tinker. @There,’,',s two friends o' min
here's two friends o,’,', mine as @ishes to b
ent at our conferenc,e,o,. Ve'd better @alk i
t our conferenco. Ve,’,',d better @alk into a
 into a back street.,”,',"' @@@@@vI@I @rE @ND,"
back street.'' @@@@@,er,vI,"@I @rE @ND, A@OAIl F"
k street.'' @@@@@vI@,7,I," @rE @ND, A@OAIl FoL"
treet.'' @@@@@vI@I @,he,rE," @ND, A@OAIl FoLLowE"
t.'' @@@@@vI@I @rE @,and,"ND,", A@OAIl FoLLowED by 
"@@@@vI@I @rE @ND, A@",ain!,OAIl," FoLLowED by Anriol,"
"I @rE @ND, A@OAIl Fo",ll,LL,"owED by Anriol, who,"
"E @ND, A@OAIl FoLLow",ed,ED," by Anriol, who, in "
A@OAIl FoLLowED by A,u,n,"riol, who, in his tu"
@@@@@@@@ @@@@@@@@@@@,"e,",.5, called the Black Li
", with whom he was a",c,e,"quainted, Ginger 2 c"
"quainted, Ginger 2 c",a,n,used tho party to be
", Ginger 2 cnused th",e,o, party to be shown i
"to a chair, while th",e,o, dog@@@@@@@@@@@@t@@@
do you want with me ,?”,1',' demanded Anriol. m
th me 1'' demanded A,u,n,riol. mmLLLLLLLLLLLI
'' demanded Anriol. ,“,m,mLLLLLLLLLLLILLLLLLL
"E AND, AAINI 87 e Yo",u,n, shall leasrn presen
"ll leasrn presently,",”,',' replied tho Tinker
"sently,'' replied th",e,o, Tinker; t bat first
replied tho Tinker; ,“,t," bat first, it may b"
lied tho Tinker; t b,u,a,"t first, it may be a"
-book has been found,.”,",'",' @AII' exclaimed Au
"has been found,'' @A",h!”,II', exclaimed Auriol. e
' exclaimed Auriol. ,“,e,e Yon are t@e @illai
laimed Auriol. ee Yo,u,n, are t@e @illains wh
 are t@e @illains wh,o,a, beset me in the rui
e ruined house in th,e,o," Vauxhall-road,'' @Y"
ouse in tho Vauxhall, R,-r,"oad,'' @Your pocket-"
in tho Vauxhall-road,.”,",'",' @Your pocket-book 
"n found, I tell you,",”,',' replied tho Tinkcr
"ll you,'' replied th",e,o," Tinkcr, `' and from"
",'' replied tho Tink",e,c,"r, `' and from it vo"
"replied tho Tinkcr, ",“,`,' and from it vo ha@
"cr, `' and from it v",e,o, ha@e made the most 
ki@eries. Our werry ,‘,',air stood on end ven
 end ven ve first re,a,n,d the shockin' parti
rst rend the shockin,’,', particulnrs. What a
he shockin' particul,a,n,rs. What a bloolthir
iculnrs. What a bloo,d,l,thirsty ruffian you 
 ruffian you must be,!,1," Vy, vce finds you'v"
"e1 Vy, vce finds you",’,',ve been i' tho habit
 finds you've been i,’,', tho habit o' makin'
ds you've been i' th,e,o, habit o' makin' avs
 been i' tho habit o,’,', makin' avsay with a
' tho habit o' makin,’,', avsay with a young 
ery ten years. @our ,la,in,st victim wos in 182
en years. @our inst ,w,v,ictim wos in 1820-th
t victim wos in 1820,—,-,"tho last but one, in"
ictim wos in 1820-th,e,o," last but one, in 18"
"ast but one, in 1810",—,-,and tho ono before h
" one, in 1810-and th",e,o," ono before her, in "
", in 1810-and tho on",e,o," before her, in 1800"
"before her, in 1800@",”,",", @Hangin's too good 
"r, in 1800@, @Hangin",’,',s too good for @oul'
n's too good for @ou,!”,l',' cried the Sandman;
 cried the Sandman; ,“,`, but if @e peaches y
but if @e peaches yo,u’,n',re sartin to sving.'
're sartin to sving.,”,',' @I hope that prett
eater I jist see ain,’,',t to be tle next wic
st see ain't to be t,h,l,e next wictim1'' sai
o be tle next wictim,?”,1',' said Ginger. @Peae
'' said Ginger. @Pea,c,e,et'' thundered Aurio
 said Ginger. @Peaee,!”,t',' thundered Auriol. 
 @What do you requir,e,c, 2'' @A hundred poun
What do you requirc ,?”,2',' @A hundred pound e
A hundred pound each,’,',"ll bny our silence,'"
dred pound each'll b,u,n,"y our silence,'' rep"
"'ll bny our silence,",”,',' replied th@ Tinker
replied th@ Tinker. ,“,4, Vo onght to ha@e do
lied th@ Tinker. 4 V,e,o, onght to ha@e doubl
d th@ Tinker. 4 Vo o,u,n,ght to ha@e double t
"to ha@e double that,",”,',"' said tho Sandman, "
"uble that,'' said th",e,o," Sandman, @for scrce"
"ho Sandman, @for scr",e,c,ecuia' sich atteroci
" Sandman, @for scrce",n,c,uia' sich atterociou
"ndman, @for scrcecui",n’,a', sich atterocious cr
ich atterocious crim,e,c,s as he has parpctra
rimcs as he has parp,e,c,trated. Ve're not we
 has parpctrated. Ve,’,',re not werry partic'
're not werry partic,’,',"lar ourselves, but v"
"urselves, but ve don",’,',t commit murder whol
it murder wholesale.,”,',' e Ve don't commit 
murder wholesale.'' ,“,e, Ve don't commit mur
holesale.'' e Ve don,’,',t commit murder at a
"ommit murder at all,",”,',' said Ginger. @3ou 
"ll,'' said Ginger. @",Y,3,"ou may faney,'' pnrs"
Ginger. @3ou may fan,c,e,"y,'' pnrsued the @in"
"ger. @3ou may faney,",”,',' pnrsued the @inker
" @3ou may faney,'' p",u,n,"rsued the @inker, ''"
"pnrsued the @inker, ",“,','tlat vo ain't perfe
"sued the @inker, ''t",h,l,at vo ain't perfectl
"the @inker, ''tlat v",e,o, ain't perfectly ac@
"inker, ''tlat vo ain",’,',t perfectly ac@ainte
 I@ll just rub up yo,u,n,r momory. Did you ev
l just rub up yonr m,e,o,mory. Did you ever h
 hal AIOL. chemist o,’,'," Queen Bess's time, "
hemist o' Queen Bess,’,',"s time, and, havin' "
"s's time, and, havin",’,', drsnk the @Iixir vi
"time, and, havin' dr",a,s,nk the @Iixir vich t
", havin' drsnk the @",l,I,ixir vich the doctor
has lived ever since,?,f, Did you e@er he@r t
"uch a person, I say ",?”,7',' Anriol gazed at hi
" person, I say 7'' A",u,n,riol gazed at him in
im in astonishment. ,“,e, wWhat idle tale are
 are you inventing ?,”,',"' he said, at length"
"@It is no idle tale,",”,',' repliod thc Tinker
"o idle tale,'' repli",e,o,"d thc Tinker, boldly"
"e tale,'' repliod th",e,c," Tinker, boldly. @V "
" Tinker, boldly. @V ",e,E,G can bring a @itnes
as@ll prove the fact,—,-,a li@in' sitness.'' 
ove the fact-a li@in,’,', sitness.'' @What wi
e the fact-a li@in' ,v,s,itness.'' @What witn
ct-a li@in' sitness.,”,',' @What witness?'' c
ss.'' @What witness?,”,',' cried Auriol. @Don
' cried Auriol. @Don,’,',t yon re@kileet the 
ed Auriol. @Don't yo,u,n, re@kileet the dwarf
. @Don't yon re@kile,c,e,t the dwarf as nused
nt of his great age.,”,',' @@here is he l-wha
age.'' @@here is he ,?—,l-,what has become of @
 has become of @im ?,”,',' demanded Auriol. @
"uce him in doo time,",”,',' replied the Tinker
e the poor fellow is,?”,1',' cried Auriol. @Ha@
t? I sent him to@a p,u,n,blic-house at Hensin
o@a pnblic-house at ,K,H,"ensington, but he ha"
"n, but he has disapp",e,c,"ared from it, and I "
er no traces of him.,”,',' @HIe@ll tarn up so
 of him.'' @HIe@ll t,u,a,rn up somewhere-neve
ll tarn up somewhere,—,-,never fear'' rejoine
somewhere-never fear,",”",'', rejoined the Tinker
nunderstands each ot,he,lc,"r, are @ou agreeable"
eable to our terms? ,Y,S,on shall give us an 
ble to our terms? So,u,n, shall give us an or
"or the money, and ve",’,',"ll nundertake, on on"
"'ll nundertake, on o",u,n,"r parts, not to misl"
to mislest you more.,”,',' @The pocket-book m
"p to me if I assent,",”,',"' ssid Anriol, ' and"
" me if I assent,'' s",a,s,"id Anriol, ' and the"
"f I assent,'' ssid A",u,n,"riol, ' and the poor"
"ent,'' ssid Anriol, ",“,', and the poor dwarl 
 ' and the poor dwar,f,l, mnst be found.'' @@
and the poor dwarl m,u,n,"st be found.'' @@y, "
dwarl mnst be found.,”,',"' @@y, as to that, I"
"an scarcely promise,",”,',' replied the T@nker
replied the T@nker; ,“,`,' there@s a difficul
 difficulty in the c,a,s,"se, you see. But the"
e @@@@@@-@@@@@@@@@@@,er,--,"@-. @@@@TRE @@HND, @"
@@@@@-@@@@@@@@@@@--@,be,-.," @@@@TRE @@HND, @@@@"
@@@@@@@@@@--@-. @@@@,ght,TRE," @@HND, @@@@AGA@IN1 "
@@@@--@-. @@@@TRE @@,inst,"HND,", @@@@AGA@IN1 @@s@@@s
" @@@@TRE @@HND, @@@@",you,AGA,@IN1 @@s@@@ssured o'
"@TRE @@HND, @@@@AGA@",may,IN1, @@s@@@ssured o' tha
A@IN1 @@s@@@ssured o,’,', that.'' @I must har
@s@@@ssured o' that.,”,',"' @I must hare it, o"
' that.'' @I must ha,v,r,"e it, or yon get not"
" must hare it, or yo",u,n, get nothing from me
"get nothing from me,",”,',' cried Auriol. @Her
 cried Auriol. @Here,’,',s a bit o' paper as 
iol. @Here's a bit o,’,', paper as come from 
"rom the pocket-book,",”,',' said Ginger. t Wou
"ook,'' said Ginger. ",“,t, Would you like to h
you like to hear wot,’,',s written upon it7 H
ot's written upon it,?,7, Here are the words:
reproach myself with,!,l, How many innocents 
nts have I destroyed,!,1, And all owing to my
fatal compact with@@,’”,-e, @Give me that paper
"@Give me that paper,",”,',"' eried Auriol, risi"
"ve me that paper,'' ",c,e,"ried Auriol, rising,"
 dog-fancier. Just a,s,t," this moment, and wh"
"his moment, and whil",e,o, Ginger retrented fr
d whilo Ginger retre,a,n,"ted from Auriol, the"
s noiselessly opened,—,-,a hand was thrust th
st through the chink,—,-,and the paper was sn
rom his grasp. Befor,e,o, Ginger could turn r
closed again. @Hallo,a!,nI, What's that2'' he c
again. @HallonI What,’,',s that2'' he cried. 
@HallonI What's that,?”,2',' he cried. @The pap
he cried. @The paper,’,',as gone l'' @Tho han
 @The paper'as gone ,!”,l',' @Tho hand again I'
aper'as gone l'' @Th,e,o, hand again I' cried
l'' @Tho hand again ,!”,I'," cried tho Sandman, "
nd again I' cried th,e,o," Sandman, in alarm. "
" Sandman, in alarm. ",“,"""",Ses who's in the pas
"ndman, in alarm. ""Se",e,s, who's in the paseag
", in alarm. ""Ses who",’,',s in the paseage-ope
Ses who's in the pas,s,e,age-open the door-qu
who's in the paseage,—,-,open the door-quick 
aseage-open the door,—,-,quick 1'' Ginger cau
open the door-quick ,!”,1',' Ginger cautiously 
" peeping forth, said",—,:, @There's no one the
" forth, said: @There",’,',s no one there. It m
ust be the devil. I@,l,I,l hasve nuffin' more
l. I@Il hasve nuffin,’,', more to do wi' the 
uffin' more to do wi,’,', the matter.'' @Poh1
o do wi' the matter.,”,',' @Poh1 poh1 don't b
' the matter.'' @Poh,!,1, poh1 don't be so ch
 matter.'' @Poh1 poh,!,1, don't be so chicken
er.'' @Poh1 poh1 don,’,',t be so chicken-'art
don't be so chicken-,‘,',artedI'' cried tha T
be so chicken-'arted,!”,I',' cried tha Tinker. 
n-'artedI'' cried th,e,a, Tinker. ` But come 
' cried tha Tinker. ,“,`," But come what may, "
"hat may, the gemman ",s,a,hsn't stir till he u
"t may, the gemman ah",a,s,n't stir till he und
"may, the gemman ahsn",’,',t stir till he under
hree hundred pounds.,”,',' 4 You seek to frig
e hundred pounds.'' ,“,4, You seek to frighte
"me@in vain, villain,",”,',"' oried Auriol, upon"
"in vain, villain,'' ",c,o,"ried Auriol, upon wh"
n whom the recent oc,c,e,eurrenee had not bee
the recent oceeurren,c,e,e had not been lost.
 had not been lost. ,“,I, 90 AIODL. have but 
