Contexte gauche,Chaîne,Transcription,Contexte droit
 to murder me. But I,’l,Ti,l sell my life dearl
"he spoke, he levelle",d,a, a pistol at the Tin
 head with his hands,.,",", @“@You’re a-labouri
th his hands. @“@You,’,',re a-labourin’ under
s hands. @“@You’re a,-, ,labourin’ under a mi
",@@@@@@@@@@@@@@ and ",v,y,ait a bit. I dessay 
"l come back, and it ",v,y,on’t do no good gett
 a haunted house.” “,I,T,’ve been in many muc
"’t come back soon, I",’,',ll bust open the doo
wittles@?” “I wouldn,’,',t touch ’em for the 
’ his supper here? I,’,',ll jist finish it fo
him.” “@Vith all my ,‘,’,"art,” said the Tinke"
 Mr. Thorneycroft. “,I,J,@ agree with your co
 be poisoned.” “Oh! ,I,J," ain’t afeerd,” crie"
 vorse for it!” “@He,’,',"s gettin’ svipy,” sa"
said the Tinker. “I ,v,y,onder vether it’s re
; “let him alone.” “,I,T," must taste it,” sai"
ist the temptation. ,“,‘,"Here, give us a glas"
ing it to him. “@You,’,',d better be perwaile
“I gives that toast ,‘,’,cos they’re alvays s
that toast ‘cos they,’,',re alvays so kind to
"@@ laughing, “@but I",’,',ll relate a circumst
rcumstance to you as,’,',ll prove that woteve
h it properly. There,’,',s a gent livin’ not 
dred miles from Pall, ,-,"Mall, as the noospap"
" wallerable to him, ",‘,*,cos it wos a favouri
"soon as he expects, ",‘,’,cos he don’t offer e
"an agent, Mr. Simpki",n,a,"s, in the Edger Road"
"mpkins, in the Edger", R,-r,"oad, and Mr. Simpkin"
u some days ago. You,’,',ve com’d about that 
days ago. You’ve com,’,',d about that ere Sco
 Scotch terrier. You,’,',ve got a wallable gr
nd. A man told me he,’,',d have that afore lo
"the gent stare, Mr. ",S,8,". adds, ‘@Vel, I’ll "
"r. S. adds, ‘@Vel, I",’,',ll tell you wot you 
r dog. The party von,’,',t take less than six
eas. He knows it ain,’,',t vorth six shillin’
m a precious sight o,’,', trouble in gettin’ 
 the gent@ angrily—@,‘,“,and what has it give
@@@@@@@@@@@@@@hanged,!,?, I shall pay no such
” replied Ginger. “I,’,T,d shoot the ruffian 
" dog of mine so, if ",I,1, caught him!” cried 
ads a report i’ the ,T,Z,imes noospaper that 
police-office in Bow, S,-s,treet. So he goes th
oes there in search ,o,0,"’ his favourite, and"
" give it up to him, ",‘,’,cos the superintende
 noses of the police,?”,!’, cried Thorneycroft.
o be made von. I von,’,',t listen to statemen
"u tvig that, sir?” “",I,J,"@ do, indeed,” said "
rom the bench.” “You,’,',re right to say drop
",” laughed Ginger. “",I,T, told you the beaks 
’t come to me. I can,’,',t help you.’ And he 
t help you.’ And he ,v,y,ouldn’@t if he could
fancier’s friend.” “,I,T,"t looks like it, I m"
t to be protected.” ,“,T,@@@@@@@@@@@@@@@@I’@@
” “@@@@@@@@@@@@@@@@I,’,R,@@@@@@@@@@m quite sa
"state of the law,” s",a,u,id Ginger; “here’s t
” said Ginger; “here,’,',s the vorthy beak! I
s the vorthy beak! I,’,',ll drink his health 
time.” “@Halloa! wot,’,',s that?” cried the T
andman; “a strange s,o,a,rt o’ rumblin’ sound
"ale, and trembling. ",“,‘,It sounds as if some
d round their ankles,.,","," Thus fixed, they st"
"m of the sea, and ha",v,y,ing round eyelet-hol
was Old Parr.” “@You,’,',"re near the mark,” r"
?” inquired Ginger. ,“,‘,@Ven I see you this 
ce of Mr. Loftus.” “,I,T,’ve got a new master
replied the dwarf. “,I’,T',"m sorry to hear it,”"
g his head. “@You ha,ve,y’,"n’t sold yourself, l"
is head. “@You haven,’,',"t sold yourself, lik"
"be plain with you, I",’,',ve no desire to rema
in my present master,’,',s service.” “@I don’
aster’s service.” “@,I,T, don’t like to ask t
’s service.” “@I don,’,',t like to ask the qu
is he—hem@!—the—the—,—, ,"” “@The devil, you w"
one’s bones. Then we,’,',re in your master’s 
we’re in your master,’,',s power@?” “@Very li
s to me.” “O@ Lord! ,O,o,@ Lord!” groaned Gin
” groaned Ginger; “I,’,',ll repent. I’ll beco
er; “I’ll repent. I’,l,T,l become a reformed 
eformed character. I,’,',ll never steal dogs 
eal dogs no more.” “,I,T,"n that case, there m"
" Come with me, and I",’,',ll try and get you o
" Old Parr. “No, that",’,',"ll never do,” cried "
" do,” cried Ginger. ",“,‘,@Ve’re all in the sa
"e the devil, but you",’,',re mortal; and if yo
"er my companions, I’",l,T,l squeege your windp
pipe for you.” “That,’,',s not the way to ind
eel out of the other,’,',s gripe. “@Now get o
", if you can.” “@Don",’,',"t be angry,” cried G"
 seeing the mistake ,h,l,"@e had committed, an"
"bber, wot of her?” “",I,T," can’t say,” rejoine"
 rejoined Old Parr. ,“,‘,@I can only speak to
ok of horror. “@That,’,',"s a secret,” replied"
arf@ mysteriously@; ,“,‘,and I’m bound by a t
ysteriously@; “and I,’,',m bound by a terribl
to disclose it.” “I’,l,T,l have it out of you
n’t help @thinkin’ I,’,',ve got a terrible fi
@“@You know what you,’,',re about now.” “@Not
 you’re about now.” ,“,*,"@Not exactly,” said "
he latter complied. ,Chapte,GERARD,@r@@@@@@ 3@@ @@@@Ger
er complied. Chapte@,r,P,@@@@@@ 3@@ @@@@Gerar
ied. Chapte@r@@@@@@ ,3,1,@@ @@@@Gerard Paston
te@r@@@@@@ 3@@ @@@@G,erard,ERARD, Paston@ Before the 
@@@ 3@@ @@@@Gerard P,aston,ASTON,"@ Before the chair, "
@@@Gerard Paston@ Be,f,r,"ore the chair, in wh"
to the iron-merchant,’,',s cries and entreati
" terror, the poor ir",o,u,n-merchant threw him
ew himself at the fe,e,c,"t of Rougemont, who,"
"gnant triumph, cried",—,",", “You have come to s
“You have come to se,e,c,k your daughter. Beh
 “@Ebba!” he cried@—,“,*,@Ebba@!” But she app
emained immovable. “,I,T, told you you should
old you you should s,e,c,"e her,” replied Roug"
cried Thorneycroft. ,“,‘,"Come to me, Ebba!—co"
k of her. You will s,e,c,"e her no more.” And,"
"m, then,” replied Ro",u,n,gemont. “@But before
h other piteously. “,O,Q,"h, Mr. Thorneycroft,"
 in astonishment. “@,I,T,"t is true,” said Rou"
",” said Rougemont. “",I,T, would have saved he
 a derisive laugh. “,I,J,@ would have given m
cried Thorneycroft. ,“,‘,@Merciless wretch!” 
o tie me to life.” “,I,J, would have the mise
” exclaimed Auriol. ,“,‘,@A word before we pa
@@@@@@@@@@@@@. @@@@“,I,T,", Gerard Paston@!” e"
ol in either hand. “,I,T,"s it you, Gerard Pas"
 second victim@!” “@,I,T,"t is,” replied the o"
 replied the other. ,“,‘,@Your deliverance is
 share his fate.” “@,I,T, am not to be intimi
can injure me.” “@Ve,’,',ll try that!” cried 
h a derisive laugh. ,“,1,@@@@@@I@@@@@@@t must
"ger, running off. “@",I,T," will try mine,” sai"
oned his arms. Chapt,er,Iv, 4 The Pit@ So bewil
d his arms. Chapter ,4,., The Pit@ So bewilde
is arms. Chapter 4 T,he,HE, Pit@ So bewildered 
rms. Chapter 4 The P,it,IT,@ So bewildered was 
d then grasping his ,ha,be,"nd tightly, hurried "
ents@; “I hope there,’,',s no chance of it.” 
d Old Parr. “@If you,’,',"re taken, you’ll sha"
"If you’re taken, you",’,',ll share Auriol’s fa
the iron-merchant. “,I,T," declare, you fright"
along the passage. “,I,T, can’t stir another 
the iron-merchant. “,I’, T,m completely done. B
"for ever, if you don",’,',t get out of this ac
aid. “I give it up—I,’,T,ll die here@!” “@No—
it into the socket. ,Sc,Be,arcely had he accomp
. Thorneycroft.” “I’,l,T,"l try,” replied the "
"n-merchant, with a s",ubd,n‘n,"ued groan, “but I’m "
into this place@!” “,I,«,@@t’s too late to th
is passage leads to@,?,2,” “@Don’t you know@?
?” “@Don’t you know@,?,2,” inquired the iron-
matter.” “@You haven,’,',t told me how you ca
rved Thorneycroft. “,I,T," hardly know myself,"
passage twists about,!,., I declare we seem t
hing out his hand. “,I,T, feel ’em. Lord have
r of the Evil One!” ,“,«,@The place seems on 
Thorneycroft@?” “Don,’,',t I!—to be sure I do
dow open. Oh!—oh!@—I,’,',m choking@!” “Don’t 
out of the smoke.” “,I,T," can’t stand it,” cr"
"e on, I tell you—you",’,',ll get some fresh ai
 Parr. “@Halloa! how,’,',s this? No outlet. W
 this? No outlet. We,’,',re come to a dead st
 iron-merchant. “@We,’,',ve come to that long
claimed Thorneycroft,.,",", “Then we’re entombe
orneycroft. “Then we,’,',re entombed alive.” 
re entombed alive.” ,“,T,"@@ @I@@ @@@@@@@am,” "
"ce. “@As to you, you",’,',ve the comfort of kn
omfort of knowing it,’,',ll soon be over with
 can harm me.” “@Don,’,',t be too sure of tha
he iron-merchant. “I,’,',m suffocating—help t
t had just spoken. “,I,T,t’s Rougemont himsel
he unseen speaker. “,I,T, want you. I have mo
 you to do.” “@I won,’,',t leave Mr. Thorneyc
 dwarf@ resolutely. ,“,‘,I’ve promised to pre
warf@ resolutely. “I,’,',ve promised to prese
" preserve him, and I",’,',ll keep my word.” “@
creamed Old Parr. “I,’,',m going up again—lay
e little fellow was ,c,1,@@@@@@@@@@@@arried o
the Tinker exclaimed,—,","," “Vy, bless my ‘art,"
"s my ‘art, if it ain",’,',t Mister Thorneycrof
 the iron-merchant. ,“,‘,@Who’s that you’ve g
iron-merchant. “@Who,’,',s that you’ve got wi
nt. “@Who’s that you,’,',ve got with you@?” “
ther@ gruffly. @“@Ve,’,',ve set ourselves fre
hant@ breathlessly. ,“,‘,@Have @@@@@@@@@@@@@y
? Take me to@ her.” ,“,«,"@Not so fast, old ge"
eep of a nice young ,‘,’,ooman.” “Oh! it must
" get to her, I tell ",‘,’,"ee,” replied the Tin"
"inker, “@but not que",v,r,ite so easily done. 
roaned Thorney@croft,.,",", @“@We’re watched on
Thorney@croft. @“@We,’,',re watched on all si
nts of alarm. “@What,’,',s the matter? What n
ed the iron-merchant,.,","," “@Look up, I say,” "
 cried the Sandman. ,“,‘,"@Don’t ye see, Tinke"
d the Sandman. “@Don,’,',"t ye see, Tinker@?” "
min’ in upon us. Let,’,',s get out o’ this as
n us. Let’s get out ,o,0,’ this as fast as ve
ed them in it. Chapt,er,Vv, 5 New Perplexities@
them in it. Chapter ,5,., New Perplexities@ F
m in it. Chapter 5 N,ew,EW, Perplexities@ For s
 it. Chapter 5 New P,erplexities,ERPLEXITIES,@ For several hours 
rnamented with death,’,',s-heads and cross-bo
d features. His dark,-, ,brown hair hung abou
vacancy—if that can ,h,b,e called vacancy@ wh
fashion of Elizabeth,’,',s days. After remain
is mean?” he cried. ,“,‘,@Have I endured a lo
"d, with a shudder; “",I,T,@ have been mad—perh
 I have laboured.” “,I,J, will act upon that 
r? But I am mad—mad@,!,|,” The listener laugh
d@!” The listener la,u,n,ghed to himself. “@H
he fabled elixir vit,æ,e,"? And yet, is it a f"
r I am puzzled still,.,",", Methinks I am old—o
suppressed fit of la,u,n,ghter. “@Would I cou
d to hope this@!” “@,I,T, must interrupt him 
"” cried Auriol, stup",e,i,fied with astonishme
"d Auriol, stupefied ",w,v,ith astonishment; “i
 “Then I am mad.” “@,I,T,t’s plain your reaso
her. “@And you are——,”,""""," “@Your keeper,” rep"
 replied Rougemont. ,“,‘,@But she is a mere c
tted the cell. Chapt,er,VI, 6 Doctor Lamb Again
d the cell. Chapter ,6,L, Doctor Lamb Again@ 
he cell. Chapter 6 D,octor,OCTOR, Lamb Again@ @@@@@@@
. Chapter 6 Doctor L,amb,AMB, Again@ @@@@@@@Night
pter 6 Doctor Lamb A,gain,GAIN,"@ @@@@@@@Night came,"
amb Again@ @@@@@@@Ni,gh,au,"t came, and the cell"
 the ground. The new,-, ,comer kicked it to a
ich I now repent.” “,I,T, dare not trust you.
e met a mischief.” “,I,T,@ have no recollecti
ly take me forth.” “,I,T, came for that purpo
n Auriol complied. “,I,T,t seems to me rather
ten Auriol’s chain. ,“,‘,"@Now then, come with"
 people in Elizabeth,’,',"s reign, and wore a "
mind how or where. “,I,T,s your master a-bed@
on!” cried Auriol. “,I,T,"n sooth are you, you"
 south end of London, B,-b,ridge.” “ On the bri
dson goes up to him@,?,2,"” said the latter, a"
 delusion. He was ar,o,c,used at length by th
"e we go,” cried Auri",o,c,"l, seizing his arm. "
"go,” cried Auriol, s",e,c,izing his arm. @@@@@
r?” said the dwarf. ,“,‘,"Oh, he is within cal"
 that well-nigh stup,e,i,fied Auriol. It was 
ve two centuries ago,.,",", The floor was strew
ts term it. So you a,r,«,"e@ better, your keep"
o me a mischief.” “@,I,T, have no such intent
s this real@?” “@You, ,-,"are not deceived, my"
reak the silence. “@,I,T, should feel perfect
uctures of Elizabeth,’,',s time. He persuaded
