OCR Text,Ground Truth
"Meanwhile, I counsel you to place the money you have so unwisely cast from you safely under lock and key, and to seek repose.","Meanwhile, I counsel you to place the money you have so unwisely cast from you safely under lock and key, and to seek repose."
"The cloak was thrown partly aside, so as to display the tall, gaunt figure of its wearer ; while the large collar of sable fur with which it was decorated stood out like the wings of a demon.","The cloak was thrown partly aside, so as to display the tall, gaunt figure of its wearer; while the large collar of sable fur with which it was decorated stood out like the wings of a demon."
"Pausing for a moment to contemplate the ruin, Ebba expressed a wish to enter it.","Pausing for a moment to contemplate the ruin, Ebba expressed a wish to enter it."
"wot's that?” cried the Tinker; “I thought I heerd a noise.” : “So did I,” rejoined the Sandman; “a strange sart o’ rumblin’ sound overhead.” “There it goes again!” cried Ginger; “ wot an awful din!” “ Now it’s underneath,” said Mr.","wot’s that?” cried the Tinker; “I thought I heerd a noise.” “So did I,” rejoined the Sandman; “a strange sort o’ rumblin’ sound overhead.” “There it goes again!” cried Ginger; “wot an awful din!” “Now it’s underneath,” said Mr."
"An ancient and grotesque-looking brass lamp, with two snake-headed burners, lighted the room.","An ancient and grotesque-looking brass lamp, with two snake-headed burners, lighted the room."
"What is he like who has made this strange attempt ?” “Of a verity, a fair youth,” replicd Baldred, holding down the lantern.","What is he like who has made this strange attempt?” “Of a verity, a fair youth,” replied Baldred, holding down the lantern."
"Suddenly, he was roused by a loud joyful ery, and, uncovering his eyes, he beheld Doctor Lamb pouring the contents of the matrass—a bright, transparent liquid—into a small phial.","Suddenly, he was roused by a loud joyful cry, and, uncovering his eyes, he beheld Doctor Lamb pouring the contents of the matrass—a bright, transparent liquid—into a small phial."
“No; I will be young again—rich—happy.,“No; I will be young again—rich—happy.
"This person had gained the house from a garden behind it, and now stood in a large dismantled hall, from which a broad oaken staircase, with curiously-carved banisters, led to a gallery, and thence to the upper chambers of the habitation.","This person had gained the house from a garden behind it, and now stood in a large dismantled hall, from which a broad oaken staircase, with curiously-carved banisters, led to a gallery, and thence to the upper chambers of the habitation."
"“Fling me the weapon with which you smote him,” cried Doctor Lamb, in accents of commiseration, “and I will anoint it with the powder of sympathy.","“Fling me the weapon with which you smote him,” cried Doctor Lamb, in accents of commiseration, “and I will anoint it with the powder of sympathy."
"Having silenced his dogs with some difficulty, Mr.","Having silenced his dogs with some difficulty, Mr."
"All at once, and with as much suddenness as his cure had been effected, the young man started, uttering a piercing cry, and placed his hand to his side.","All at once, and with as much suddenness as his cure had been effected, the young man started, uttering a piercing cry, and placed his hand to his side."
"“Ay, and my choice falls on Edith Talbot !” replied Rougemont.","“Ay, and my choice falls on Edith Talbot!” replied Rougemont."
"“ You are coming, Auriol?” cried Edith, who scarcely knew whether to draw back or go forward.","“You are coming, Auriol?” cried Edith, who scarcely knew whether to draw back or go forward."
"‘“ Ree collect, you are bound to me by the same ties as Auriol, and you shall share his fate.” “ T am not to be intimidated by threats,” replied Paston, with a scornful laugh.","“Recollect, you are bound to me by the same ties as Auriol, and you shall share his fate.” “I am not to be intimidated by threats,” replied Paston, with a scornful laugh."
"“ Nor I,” added the Tinker ; “ they may be pisoned.” “ Pisoned—nonsense !” cried Ginger; “don’t you see some von has been a-takin’ his supper here?","“Nor I,” added the Tinker; “they may be pisoned.” “Pisoned—nonsense!” cried Ginger; “don’t you see some von has been a-takin’ his supper here?"
"Ebba glanced at the document, and a shudder passed over her frame,","Ebba glanced at the document, and a shudder passed over her frame."
"“ In a few moments I shall be as full of vigour and activity as yourself,” continued Darcy.","“In a few moments I shall be as full of vigour and activity as yourself,” continued Darcy."
"“ Your caution is vain, doctor,” said Auriol.","“Your caution is vain, doctor,” said Auriol."
"“Oh, I have been so wretched :” 80 AURIOL, “T grieve to hear it,” he rejoined.","“Oh, I have been so wretched!” “I grieve to hear it,” he rejoined."
“ But it would avail nothing.,“But it would avail nothing.
What is it 7—where can it lie?” And he relapsed into deep thought.,What is it!—where can it lie?” And he relapsed into deep thought.
"By the way, the doctor declares he is your kinsman.” “Tt is the first I ever heard of him,’ replied Auriol, faintly; “but take me to him quickly, or it will be too late.” In another moment they were at the doctor's door.","By the way, the doctor declares he is your kinsman.” “It is the first I ever heard of him,” replied Auriol faintly; “but take me to him quickly, or it will be too late.” In another moment they were at the doctor’s door."
"“Tt were a fruitless boon to give you this house without the means of living in it,” said Rougemont, carefully closing the door.","“It were a fruitless boon to give you this house without the means of living in it,” said Rougemont, carefully closing the door."
"Just as they passed through it, the two masked attendants came in sight.","Just as they passed through it, the two masked attendants came in sight."
"“ My motive is to warn you,” said Auriol.","“My motive is to warn you,” said Auriol."
"The little old man’s complexion was dull and swarthy, but his eyes were keen and sparkling.","The little old man’s complexion was dull and swarthy, but his eyes were keen and sparkling."
"But the pocket-book’ll never be brought aginst yon—you may rest assured o' that.” “T must have it, or you get nothing from me,” cried Auriol.","But the pocket-book’ll never be brought aginst you—you may rest assured o’ that.” “I must have it, or you get nothing from me,” cried Auriol."
"I abjure thee.” And he rushed wildly after Rougemont, who had already gained the larger chamber; but, ere he could reach him, the mysterious individual had passed through the outer door, and when Auriol emerged upon the gallery, he was nowhere to be seen.","I abjure thee.” And he rushed wildly after Rougemont, who had already gained the larger chamber; but, ere he could reach him, the mysterious individual had passed through the outer door, and when Auriol emerged upon the gallery, he was nowhere to be seen."
"“I must speak to you, and alone.” “Tf you don’t go about your business, fellow, instantly, T'll give you in charge of the police,” cried Auriol.","“I must speak to you, and alone.” “If you don’t go about your business, fellow, instantly, I’ll give you in charge of the police,” cried Auriol."
"A little farther on, they were stopped by a door.","A little farther on, they were stopped by a door."
But mark what followed.,But mark what followed.
I will be gone.,I will be gone.
"I didn’t think you would rekilect me, sir.","I didn’t think you would rekilect me, sir."
"“ Ain't there no sort o’ clue?” “ None votiver, as I can perceive,” said the Tinker.","“Ain’t there no sort o’ clue?” “None votiver, as I can perceive,” said the Tinker."
"‘Come to me, Ebba!—come to your father.","“Come to me, Ebba!—come to your father."
"He was evidently greatly embarrassed, and would have beaten a retreat, but that was impossible.","He was evidently greatly embarrassed, and would have beaten a retreat, but that was impossible."
"“ As I said to you this mornin’, Mr.","“As I said to you this mornin’, Mr."
"He found Edith alone in the drawing-room, and seated near the window, which was filled with choicest flowers.","He found Edith alone in the drawing-room, and seated near the window, which was filled with choicest flowers."
I will attend to him anon.,I will attend to him anon.
"With this knowledge, you are at liberty to go.","With this knowledge, you are at liberty to go."
"The noise of the plunge had attracted attention, and several persons now hurried to the spot.","The noise of the plunge had attracted attention, and several persons now hurried to the spot."
"“ You are not entirely recovered yet.” “ T dare not stay longer,” he said.","“You are not entirely recovered yet.” “I dare not stay longer,” he said."
"Loftus.” “T’ve got a new master since then,” replied the dwarf.","Loftus.” “I’ve got a new master since then,” replied the dwarf."
"“Make yourself easy; I have no such intention,” rejoined Reeks, sternly.","“Make yourself easy; I have no such intention,” rejoined Reeks sternly."
"DRevived by the stimulant, Auriol presently opened his eyes, and gazing round the room, thought he must be dreaming, so strange and fantastical did all appear.","Revived by the stimulant, Auriol presently opened his eyes, and gazing round the room, thought he must be dreaming, so strange and fantastical did all appear."
"Wot a nice balance there’d be agin us ven our accounts comed to be wound up.” “ Ourn is a different bus’ness altogther,” replied the Tinker.","Wot a nice balance there’d be agin us ven our accounts comed to be wound up!” “Ourn is a different bus’ness altogether,” replied the Tinker."
Another sudden change.,Another sudden change.
old Rowley ?” cried the dwarf—* often.,old Rowley?” cried the dwarf—“often.
"A thorough man of the world, though not an unamiable person, Mr,","A thorough man of the world, though not an unamiable person, Mr."
"The amusements of the evening commenced with a concert, which was performed by the first singers from the Italian Opera; after which, the ball was opened by Auriol and his lovely bride.","The amusements of the evening commenced with a concert, which was performed by the first singers from the Italian Opera; after which, the ball was opened by Auriol and his lovely bride."
"You have not made'a compact with this fiend?” - “ He has,” replied the stranger; ‘ and by that compact you are surrendered to me.” And, as he spoke, he advanced towards her, and enveloping her in his cloak, her cries were instantly ‘stifled.","You have not made a compact with this fiend?” “He has,” replied the stranger; “and by that compact you are surrendered to me.” And, as he spoke, he advanced towards her, and enveloping her in his cloak, her cries were instantly stifled."
It han’t its equil for beauty.,It han’t its equil for beauty.
“ Pshaw!,“Pshaw!
"“ Look up there !” he added, in accents of alarm.","“Look up there!” he added, in accents of alarm."
"‘“ You must obey when I command.” And as the words were uttered, a hand was thrust down from above, which, grasping the dwarf by the nape of the neck, drew him upwards.","“You must obey when I command.” And as the words were uttered, a hand was thrust down from above, which, grasping the dwarf by the nape of the neck, drew him upwards."
I wonder where this passage leads to 2” “ Don’t you know 2” inquired the iron-merchant.,I wonder where this passage leads to?” “Don’t you know?” inquired the iron-merchant.
"“ Would you had never come to my father’s house !” she exclaimed, in a voice of anguish.","“Would you had never come to my father’s house!” she exclaimed, in a voice of anguish."
"Till then, farewell, Ebba.” And, as the coach drove away, he added to the Tinker, “ Now, rascal, what have you to say ?” “ Step this vay, sir,” replied the Tinker.","Till then, farewell, Ebba.” And, as the coach drove away, he added to the Tinker, “Now, rascal, what have you to say?” “Step this vay, sir,” replied the Tinker."
"After escaping *:om the ruined house in the Vauxhallroad, the two ruffians shaped their course towards Saint Giles’s, running the greater part of the way, and reaching the Broadway just as the church clock struck two.","After escaping from the ruined house in the Vauxhall Road, the two ruffians shaped their course towards Saint Giles’s, running the greater part of the way, and reaching the Broadway just as the church clock struck two."
"His breast dilated with rapture, and he longed to expand his joy in active motion.","His breast dilated with rapture, and he longed to expand his joy in active motion."
"Bring him along.” And, followed by the attendants, who dragged Mr.","Bring him along.” And, followed by the attendants, who dragged Mr."
"“You ain’t a-been a-gammonin’ me in this matter, Tinker?” observed the shorter individual.","“You ain’t a-been a-gammonin’ me in this matter, Tinker?” observed the shorter individual."
"Thorneycroft, I believe ?” “My name is Thorneycroft, fellow!” cried the ironmerchant, eyeing him askance.","Thorneycroft, I believe?” “My name is Thorneycroft, fellow!” cried the iron-merchant, eyeing him askance."
"Night came, and with it began to arrive the guests who were bidden to the ball.","Night came, and with it began to arrive the guests who were bidden to the ball."
"Within the room were two skeletons, one of which, placed behind a curtain in the deep embrasure of the window, where its polished bones glistened in the white moonlight, had a horrible effect.","Within the room were two skeletons, one of which, placed behind a curtain in the deep embrasure of the window, where its polished bones glistened in the white moonlight, had a horrible effect."
"‘ Five-an’-sixty ‘ud be nearer the mark,” replied the Tinker.","“Five-an’-sixty ‘ud be nearer the mark,” replied the Tinker."
"“ What the devil can have become of him?” cried the landlord, with a look of dismay.","“What the devil can have become of him?” cried the landlord, with a look of dismay."
"This place fevers me.” With this, he left the laboratory, and hastily descending the stairs, at the foot of which he found Flapdragon, passed out of the house,","This place fevers me.” With this, he left the laboratory, and hastily descending the stairs, at the foot of which he found Flapdragon, passed out of the house."
"“N-o-o—not I,” gasped the iron-merchant.","“N-o-o—not I,” gasped the iron-merchant."
ha!” laughed Rougemont.,ha!” laughed Rougemont.
"He also fancied he discerned other buildings, with the high roofs, the gables, and the other architectural peculiarities of the structures of Elizabeth's time.","He also fancied he discerned other buildings, with the high roofs, the gables, and the other architectural peculiarities of the structures of Elizabeth’s time."
"Doctor Lamb was plying the bellows at the furnace, on which a large alembic was placed, and he was so engrossed by his task, that he scarecly noticed the entrance of the others.","Doctor Lamb was plying the bellows at the furnace, on which a large alembic was placed, and he was so engrossed by his task that he scarcely noticed the entrance of the others."
“ They are unreasonable beings.,“They are unreasonable beings.
"He then fell, and the gatekeeper would have repeated the blow, if the doctor had not called to him to desist.","He then fell, and the gatekeeper would have repeated the blow, if the doctor had not called to him to desist."
"“You are in no condition to judge,” rejoined the other.","“You are in no condition to judge,” rejoined the other."
"Thorneycroft,” cried the dwarf, resolutely.","Thorneycroft,” cried the dwarf resolutely."
“ But it don’t matter.,“But it don’t matter.
"“ All is accomplished,” cried the voice.","“All is accomplished,” cried the voice."
"“What has happened ?” | . “ Not much,” she replied, a deep blush mantling her cheeks.","“What has happened?” “Not much,” she replied, a deep blush mantling her cheeks."
“Ha!,“Ha!
"Thorneycroft,” cried Auriol, at length, “I beseech you forgive me.","Thorneycroft,” cried Auriol, at length, “I beseech you forgive me."
BUNIVERSITY OF OXFORD This book is part of the collection held by the Band scanned by Gor the Gith bodluk/dbooks hra Creative Commons Attribu H.,AURIOL or The Elixir of Life William Harrison Ainsworth With Illustrations by H.
"“I yonder vether it’s really Tokay ?” “ No such thing,” cried Thorneycroft ; “let him alone.” “T must taste it,” said the Tinker, unable to resist the temptation.","“I vonder vether it’s really Tokay?” “No such thing,” cried Thorneycroft; “let him alone.” “I must taste it,” said the Tinker, unable to resist the temptation."
Tuffnell Trigge himself.,Tuffnell Trigge himself.
The attire in which Mr.,The attire in which Mr.
"Let's get out 0’ this as fast as ve can.” And he kicked and pushed against the door, but all his efforts were unavailing to burst it open.","Let’s get out o’ this as fast as ve can.” And he kicked and pushed against the door, but all his efforts were unavailing to burst it open."
This was Flapdragon.,This was Flapdragon.
"After regarding the portrait for some time fixedly, he thus addressed it: TDost hear me, old ancestor?” he cried.","After regarding the portrait for some time fixedly, he thus addressed it: “Dost hear me, old ancestor?” he cried."
“T would have saved her if it had been possible!” cried Auriol.,“I would have saved her if it had been possible!” cried Auriol.
"No von else could ha’ taken a fancy to him.” “T only saw a hand and a black cloak,” said the Sandman.","No von else could ha’ taken a fancy to him.” “I only saw a hand and a black cloak,” said the Sandman."
"“ All is over.” “So it may seem to you,” rejoined Reeks; “but you are the victim of delusion.” “Oh! that I could think so!” exclaimed Auriol.","“All is over.” “So it may seem to you,” rejoined Reeks; “but you are the victim of delusion.” “Oh that I could think so!” exclaimed Auriol."
"“ That's a secret,” replied the dwarf, mysteriously ; ‘and I'm bound by a terrible oath not to disclose it.” “Tl have it out of you notvithstandin’,” muttered Ginger.","“That’s a secret,” replied the dwarf mysteriously; “and I’m bound by a terrible oath not to disclose it.” “I’ll have it out of you notvithstandin’,” muttered Ginger."
"When he looked up, he found the tall man in the black cloak standing beside him.","When he looked up, he found the tall man in the black cloak standing beside him."
"No sooner was it gone than a figure, shrouded in black habiliments, and hooded and muffled up like the three other female forms, slowly ascended from the vault, apparently without support, and remained motionless at its brink.","No sooner was it gone than a figure, shrouded in black habiliments, and hooded and muffled up like the three other female forms, slowly ascended from the vault, apparently without support, and remained motionless at its brink."
“ That is the man who frightened me !” cried Ebba.,“That is the man who frightened me!” cried Ebba.
"Placing it with the pocket-book, he locked the writing-desk, exclaiming, “ It is useless to struggle further—I must yield to fate !” This done, he went into the adjoining room, and, casting his eyes about, remarked the antique bottle and flagon.","Placing it with the pocket-book, he locked the writing-desk, exclaiming, “It is useless to struggle further—I must yield to fate!” This done, he went into the adjoining room, and, casting his eyes about, remarked the antique bottle and flagon."
"At the same time, the Sandman dropped his goblet, and the Tinker relinquished his grasp of the cutlass.","At the same time, the Sandman dropped his goblet, and the Tinker relinquished his grasp of the cutlass."
"Before he could regain his feet, Rougemont had sprung into the carriage.","Before he could regain his feet, Rougemont had sprung into the carriage."
"They put us up to it themselves; they'll say, *Tve jist left my Lord So-and-So’s, and there 1 seed a couple o’ the finest pointers I ever clapped eyeson.","They put us up to it themselves; they’ll say, ‘I’ve jist left my Lord So-and-So’s, and there I seed a couple o’ the finest pointers I ever clapped eyes on."
"“By your governor—that is, by this person?” cried another, laying hold of Auriol.","“By your governor—that is, by this person?” cried another, laying hold of Auriol."
"A pug was thrust into his breast, and he carried an exquisite Blenheim under either arm.","A pug was thrust into his breast, and he carried an exquisite Blenheim under either arm."
"Every human being seemed brutalised and degraded; and the women appeared utterly lost to decency, and made the street ring with their cries, their quarrels, and their imprecations.","Every human being seemed brutalised and degraded; and the women appeared utterly lost to decency, and made the street ring with their cries, their quarrels, and their imprecations."
"“ Did you expect to find any one here ?” “T hardly know,” replied the other.","“Did you expect to find any one here?” “I hardly know,” replied the other."
"And he discharged a pistol, with a deliberate aim, at the breast of Rougemont.","And he discharged a pistol, with a deliberate aim, at the breast of Rougemont."
In one corner was a large terrestrial sphere ; near it was an astrolabe; and near that a heap of disused glass vessels.,"In one corner was a large terrestrial sphere: near it was an astrolabe, and near that a heap of disused glass vessels."
"Deny me to him; and on no account whatever let him enter the house.” “ Your orders shall be strictly obeyed,” replied the porter. staring with surprise.","Deny me to him; and on no account whatever let him enter the house.” “Your orders shall be strictly obeyed,” replied the porter, staring with surprise."
"“ And you are——"" “ Your keeper,” replied Rougemont.","“And you are——” “Your keeper,” replied Rougemont."
"Her figure was perfection—slight, tall, and ravishingly proportioned, with a slender waist, little limbs, and fairy fect that would haye made the fortune of an opera-dancer.","Her figure was perfection—slight, tall, and ravishingly proportioned, with a slender waist, little limbs, and fairy feet that would have made the fortune of an opera-dancer."
"“ Ve ain’t a-goin’ below, eh?” But without paying any attention to the inquiry, Reeks quitted the room, and closed the door carefully after him.","“Ve ain’t a-goin’ below, eh?” But without paying any attention to the inquiry, Reeks quitted the room, and closed the door carefully after him."
"“His wits have been washed away by the water,” said the first speaker.","“His wits have been washed away by the water,” said the first speaker."
One of them was remarkable for his dwarfish stature and strange withered features.,One of them was remarkable for his dwarfish stature and strange withered features.
"The face was a perfect oval, with regular and delicate features.","The face was a perfect oval, with regular and delicate features."
“ Impossible!,“Impossible!
"She must be mine.” “ Never !"" cried Auriol, firmly—“ never !” “ Beware how you tempt me to exert my power,” said the stranger; “she must be mine—or- ” “T defy you !""rejoined Auriol ; “I will never consent.” “ Fool!” cried the other, seizing him by the arm, and fixing a withering glance upon him.","She must be mine.” “Never!” cried Auriol firmly—“never!” “Beware how you tempt me to exert my power,” said the stranger; “she must be mine—or——” “I defy you!” rejoined Auriol; “I will never consent.” “Fool!” cried the other, seizing him by the arm, and fixing a withering glance upon him."
Reeks is anyvhere thereabouts.,Reeks is anyvhere thereabouts.
"These he afterwards produced, and declared they were the fragments of the statue.","These he afterwards produced, and declared they were the fragments of the statue."
"He then uttered a piercing cry, threw up his arms, and fell heavily backwards.","He then uttered a piercing cry, threw up his arms, and fell heavily backwards."
"“You, then, are my great-grandsire.","“You, then, are my great-grandsire."
"True, the floor is not covered witha carpet.","True, the floor is not covered with a carpet."
"Horrible habitations ' they were, in truth.","Horrible habitations they were, in truth."
"He had scarcely spoken, when the helmet fell with a jerk, and extinguished him like the others.","He had scarcely spoken, when the helmet fell with a jerk, and extinguished him like the others."
"as the great conveyancer, Mr.","as the great conveyancer, Mr."
"VIL DOCTOR LAMB AGAIN, © __ - Niaut came, and the cell grew profoundly dark.","Chapter 6 DOCTOR LAMB AGAIN Night came, and the cell grew profoundly dark."
Thorneycroft groaned aloud.,Thorneycroft groaned aloud.
"What fancy and gusto is displayed in the treatment of these trophies !”” “ The execution of the royal arms is equally admirable,” cried Morse.","What fancy and gusto is displayed in the treatment of these trophies!” “The execution of the royal arms is equally admirable,” cried Morse."
"And plenty of ’em he sold too, for the Cavaliers bought ‘em as memorials of their martyred monarch, and the Roundheads as evidences of his fall.","And plenty of ’em he sold too, for the Cavaliers bought ’em as memorials of their martyred monarch, and the Roundheads as evidences of his fall."
"His gaze was fixed upon vacancy—if that can be called vacancy, which to him was filled with vivid images.",His gaze was fixed upon vacancy—if that can he called vacancy which to him was filled with vivid images.
“ Who is this strange person ?” But her husband returned no answer.,“Who is this strange person?” But her husband returned no answer.
"The thoroughfares were sheeted with ice, and dangerous to horsemen and vehicles ; but the footways were firm and pleasant to the tread.","The thoroughfares were sheeted with ice, and dangerous to horsemen and vehicles; but the footways were firm and pleasant to the tread."
There’s not much chance o’ makin’ a bargin vith him.,There’s not much chance o’ makin’ a bargin vith him.
"His features were handsome, but so malignant and fierce in expression, that they inspired only aversion.","His features were handsome, but so malignant and fierce in expression, that they inspired only aversion."
"This fellow had high cheekbones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly predominated.","This fellow had high cheek-bones, a long aquiline nose, and a coarse mouth and chin, in which the animal greatly predominated."
"I don’t exaggerate, when I say his eyes gleamed like those of a tiger.","I don’t exaggerate, when I say his eyes gleamed like those of a tiger."
“Edith Talbot!” exclaimed Auriol; “she your victim !,“Edith Talbot!” exclaimed Auriol; “she your victim!
"Darting into a narrow alley, and heedless of any obstructions they encountered in their path, they entered a somewhat wider cross-street, which they pursued for a short distance, and then struck into an entry, at the bottom of which was a swing door that admitted them into a small court, where they found a dwarfish person wrapped in a tattered watchman’s great-coat, seated on a stool with a horn lantern in his hand and a cutty in his mouth, the glow of which lighted up his hard, withered features.","Darting into a narrow alley, and heedless of any obstructions they encountered in their path, they entered a somewhat wider cross-street, which they pursued for a short distance, and then struck into an entry, at the bottom of which was a swing-door that admitted them into a small court, where they found a dwarfish person wrapped in a tattered watchman’s greatcoat, seated on a stool with a horn lantern in his hand and a cutty in his mouth, the glow of which lighted up his hard, withered features."
"An alarum-bell, fixed against the wall, began to ring, and at the same moment the doors of a cabinet flew open, and a large ape (for such it seemed to Reeks), clothed in a woollen shirt and drawers, sprang forth, and bounding upon the table beside Rougemont, placed its mouth to his ear.","An alarum-bell, fixed against the wall, began to ring, and at the same moment the doors of a cabinet flew open, and a large ape (for such it seemed to Reeks), clothed in a woollen shirt and drawers, sprang forth, and bounding upon the table beside Rougemont, placed its mouth to his ear."
"An evil chance seemed also to befriend him, for scarcely was the idea formed, than his foot encountered something on the ground, the rattling of which attracted his attention, and stooping to take it up, he grasped the bare blade of a knife.","An evil chance seemed also to befriend him, for scarcely was the idea formed, than his foot encountered something on the ground, the rattling of which attracted his attention, and stooping to take it up, he grasped the bare blade of a knife."
you are mocking me again.” “Not in the least.,you are mocking me again.” “Not in the least.
"“ Much, much,” he replied, with a perceptible shudder.","“Much, much,” he replied, with a perceptible shudder."
"Vell, now, miss, as she seems to like you, and you seem to like her, I won't copy the manners o’ them ’ere fathers as has stony ’arts, and part two true lovyers.","Vell, now, miss, as she seems to like you, and you seem to like her, I won’t copy the manners o’ them ’ere fathers as has stony ‘arts, and part two true lovyers."
The prisoner in his cell is not restrained by more terrible fetters than those which bind me to silence.” Ebba gazed at him as if she feared his reasoning were wandering.,The prisoner in his cell is not restrained by more terrible fetters than those which bind me to silence.” Ebba gazed at him as if she feared his reasoning were wandering.
"Three days flew by rapidly and delightfully ; and on the evening of the last, just as the little party were assembled in the drawing-room, after dinner, Mr.","Three days flew by rapidly and delightfully; and on the evening of the last, just as the little party were assembled in the drawing-room, after dinner, Mr."
"“Not that I pays much regard to wot you've bin a readin’ in his papers,” pursued Ginger; “the gemman’s evidently half-cracked, if he ain’t cracked altogether—but he's jist the person to work upon.","“Not that I pays much regard to wot you’ve bin a readin’ in his papers,” purused Ginger; “the gemman’s evidently half-cracked, if he ain’t cracked altogether—but he’s jist the person to work upon."
"And if so, it only proves the lamentable condition to which I am reduced—memory and reason gone !” “ Ay, both gone,” cried the other, with an irrepressible chuckle.","And if so, it only proves the lamentable condition to which I am reduced—memory and reason gone!” “Ay, both gone,” cried the other, with an irrepressible chuckle."
"“ Not so fast,” cried a deep voice.","“Not so fast,” cried a deep voice."
"“ Why, sir, I've had many names in my time,” he replied.","“Why, sir, I’ve had many names in my time,” he replied."
"“ It’s too much.” “A great deal too much, Mr.","“It’s too much.” “A great deal too much, Mr."
"Vell, the lady secs me, an’ gives me in charge to a perliceman.","Vell, the lady sees me, an’ gives me in charge to a perliceman."
“ You cannot urge me toil.,“You cannot urge me to it.
And she again cast down her eyes ; but Auriol made no reply.,And she again cast down her eyes; but Auriol made no reply.
"Perchance they were known to your worship ?” “Too well—too well!” replied Doctor Lamb, in a voice of emotion, that startled bis hearer.","Perchance they were known to your worship?” “Too well—too well!” replied Doctor Lamb, in a voice of emotion that startled his hearer."
"“I hope you received my letter, stating that my sudden departure was unavoidable,” “To be sure; and I also received the valuable snuff-box you were so good as to send me,” replied Mr.","“I hope you received my letter, stating that my sudden departure was unavoidable.” “To be sure; and I also received the valuable snuffbox you were so good as to send me,” replied Mr."
"“ Nay, then, since you are so ungracious, I shall go and prepare breakfast,” she replied.","“Nay, then, since you are so ungracious, I shall go and prepare breakfast,” she replied."
The general character of his face seemed to appertain to the middle period of life; but a closer inspection enabled the beholder to detect in it marks of extreme old age.,The general character of his face seemed to appertain to the middle period of life; but a closer inspection enabled the beholder to detect in it marks of extreme old age.
"“ Let us walk towards the abbey.” “Tt is in vain to struggle against fate,” ejaculated Auriol, despairingly.","“Let us walk towards the abbey.” “It is in vain to struggle against fate,” ejaculated Auriol despairingly."
"TNo, he’s as much a wictim of this infernal plot as your darter,” replied Ginger ; ‘I thought him quite different at first—but I've altered my mind entirely since some matters has come to my knowledge.” “ You alarm me greatly by-these dark hints,” cried Thorneycroft.","“No, he’s as much a wictim of this infernal plot as your darter,” replied Ginger; “I thought him quite different at first—but I’ve altered my mind entirely since some matters has come to my knowledge.” “You alarm me greatly by these dark hints,” cried Thorneycroft."
"There were heaps of rusty iron chains flung tagether like fishermen’s nets, old iron area-guards, iron kitchen-fenders, old grates, safes, piles of old iron bowls, a large assortment of old iron pans and dishes, a ditto of old ovens, kettles without number, sledge-hammers, anvils, braziers, chimney-cowls, and smokejacks.","There were heaps of rusty iron chains flung together like fishermen’s nets, old iron area-guards, iron kitchen-fenders, old grates, safes, piles of old iron bowls, a large assortment of old iron pans and dishes, a ditto of old ovens, kettles without number, sledge-hammers, anvils, braziers, chimney-cowls, and smoke-jacks."
"“Keep quiet, and no harm will befal you. Whatever you may hear without, do not stir.” “ What are we likely to hear?” asked Thorneycroft, with increasing trepidation.","“Keep quiet, and no harm will befall you. Whatever you may hear without, do not stir.” “What are we likely to hear?” asked Thorneycroft with increasing trepidation."
"“ And sarve him right, too,” said Ginger.","“And sarve him right, too,” said Ginger."
“ Here’s the beaks’ healths!” cried Ginger.,“Here’s the beaks’ healths!” cried Ginger.
"“A friend,” replied Ginger.","“A friend,” replied Ginger."
"“On my own,” replied the little man.","“On my own,” replied the little man."
I'll have nuffin’ more to do wi’ the matter.” “ Poh!,I’ll have nuffin’ more to do wi’ the matter.” “Poh!
"The houses looked as sordid, and as thickly crusted with the leprosy of vice, as their tenants.","The houses looked as sordid, and as thickly crusted with the leprosy of vice, as their tenants."
"Groping along the gallery, which was buried in profound darkness, he shouted to the dwarf, but received no answer to his vociferations; neither could he discover any one. though he felt on either side of the passage with outstretched hands,","Groping along the gallery, which was buried in profound darkness, he shouted to the dwarf, but received no answer to his vociferations; neither could he discover any one, though he felt on either side of the passage with outstretched hands."
"In the midst of her supplications she was aroused by strains of music of the most exquisite sweetness, proceeding apparently from behind the curtain, and while listening to these sounds she was startled by a deafening crash as if a large gong had been stricken.","In the midst of her supplications she was aroused by strains of music of the most exquisite sweetness, proceeding apparently from behind the curtain, and while listening to these sounds she was startled by a deafening crash as if a large gong had been stricken."
"“ Horrors crowd so thick upon me that my brain reels,” cried Thorneycroft.","“Horrors crowd so thick upon me that my brain reels,” cried Thorneycroft."
"Thorneycroft, “but go and get me some brandy.","Thorneycroft, “but go and get me some brandy."
"“The rascal only wants to follow you home, that he may know where you live, and steal the dog back again,","“The rascal only wants to follow you home, that he may know where you live, and steal the dog back again."
"“ That girl must be the next victim,” said the stranger, with a grim smile.","“That girl must be the next victim,” said the stranger, with a grim smile."
Neither dared to regard the other; and a profound silence prevailed between them for a few moments.,Neither dared to regard the other; and a profound silence prevailed between them for a few moments.
"“You are punctual, Mr,","“You are punctual, Mr."
"“I have but to stamp my foot, and I can instantly bring assiste ance that shall overpower you.” “Don’t provoke him,” whispered Ginger, plucking the Tinker’s sleeve.","“I have but to stamp my foot, and I can instantly bring assistance that shall overpower you.” “Don’t provoke him,” whispered Ginger, plucking the Tinker’s sleeve."
"“ How shall I thank you for this treasure, Auriol?” exclaimed Ebba, in an ecstasy of delight.","“How shall I thank you for this treasure, Auriol?” exclaimed Ebba, in an ecstasy of delight."
