Contexte gauche,Chaîne,Contexte droit
replied Rougemont. “, ,But before you are y
hter.” @@@@@@@@@@@@“, ,You@!” exclaimed the
.” @@@@@@@@@@@@“@You, ,!” exclaimed the iro
@ in astonishment. “, ,"It is true,” said Ro"
shes—but in vain.” “, ,Oh!” ejaculated Thor
ated Thorneycroft. “, ,You see you ought to
had it been possible, ,!” cried Auriol. “@H
e@!” cried Auriol. “, ,Horrors crowd so thi
ried Thorneycroft. “, ,Merciless wretch!” h
"ded, to Rougemont, “", ,fiend—whatever you a
 diabolical laugh. “, ,It is only the happy
 see him no more.” “, ,Hold!” exclaimed Aur
 exclaimed Auriol. “, ,A word before we par
d before we part.” “, ,"Ay, hold!” echoed a "
hs of the passage. “, ,Ha@!—who speaks@?” d
of the passage. “@Ha, ,!—who speaks@?” dema
e. “@Ha@!—who speaks, ,?” demanded Rougemon
"@@@“I, Gerard Paston", ,"!” exclaimed Reeks, "
"ra, my second victim", ,"!” “@It is,” replied"
y second victim@!” “, ,"It is,” replied the "
replied the other. “, ,Your deliverance is 
" at hand, Auriol.” “", ,And you have dared t
ground with rage. @“, ,"Re@@collect, you are"
l share his fate.” “, ,I am not to be intim
 a scornful laugh. “, ,You have employed yo
he pistols at him. “, ,Fire@!” cried Rougem
stols at him. “@Fire, ,"!” cried Rougemont, "
s towering height. “, ,No earthly bullets c
ts can injure me.” “, ,Ve’ll try that!” cri
@t must be the devil, ,"!” cried Ginger, run"
"nger, running off. “", ,"I will try mine,” sa"
round like a maze. “, ,Where are you taking
ttempting to stop. “, ,"Ask no questions,” r"
est of your life?” “, ,"Certainly not,” repl"
rating his movements, ,; “I hope there’s no
 no chance of it.” “, ,There’s every chance
rejoined Old Parr. “, ,"If you’re taken, you"
drop in a minute.” “, ,"Come along, I say,” "
er yield at once.” “, ,"What, without a stru"
dwarf@ tauntingly. “, ,Think of your daught
s accursed place.” “, ,She is lost for ever
ly. @@@@@@@@@@@@@@@“, ,No—she may yet be sa
ejoined the dwarf. “, ,Come on—come on—they
"caught,” he cried, “", ,and then woe to both
 it up—I’ll die here, ,!” “@No—we are saved
p—I’ll die here@!” “, ,"No—we are saved,” cr"
" button within it,—“", ,saved—saved@!” As he
"in it,—“@saved—saved", ,"!” As he spoke, he p"
 moment to listen; “, ,"come on, Mr. Thorney"
ured into this place, ,!” “I@@t’s too late 
his passage leads to, ,?” “@Don’t you know@
assage leads to@?” “, ,Don’t you know@?” in
@?” “@Don’t you know, ,?” inquired the iron
the iron-merchant. “, ,"Not in the least,” r"
ce in the matter.” “, ,You haven’t told me 
replied the dwarf; “, ,but I find it more d
 agony of fright. @“, ,My head is going. Oh
 of the Evil One!” “, ,The place seems on f
” cried the dwarf. “, ,A thick smoke fills 
"it, Mr. Thorneycroft", ,?” “Don’t I!—to be s
window open. Oh!—oh!, ,—I’m choking@!” “Don
Oh!—oh!@—I’m choking, ,"!” “Don’t mind it,” "
uite at his ease. @“, ,We shall soon be out
ied Mr. Thorneycroft, ,; “I shall die. Oh! 
rejoined Old Parr. “, ,Halloa! how’s this? 
"” “Dead stop, indeed", ,!” echoed the iron-m
the iron-merchant. “, ,We’ve come to that l
ifficulty has arisen, ,?” “Merely that the 
 up by a solid wall—, ,"that’s all,” replied"
ld Parr. “Blocked up, ,!” exclaimed Thorney
ected nonchalance. “, ,"As to you, you’ve th"
hing can harm me.” “, ,Don’t be too sure of
 voice above them. “, ,"Did you speak, Mr. T"
e dwarf@ in alarm. “, ,Then there’s no esca
’ll keep my word.” “, ,Fool!” cried the oth
 cried the other. @“, ,You must obey when I
ter Thorneycroft.” “, ,"Yes, it’s me, certai"
the iron-merchant. “, ,Who’s that you’ve go
 you’ve got with you, ,"?” “@Vy, who should "
ve got with you@?” “, ,"Vy, who should it be"
e other@ gruffly. @“, ,Ve’ve set ourselves 
 into the bargin.” “, ,"Yes, ve’ve found it "
 added the Tinker. “, ,What have you discov
t have you found out, ,?” cried the iron-me
ant@ breathlessly. “, ,Have @@@@@@@@@@@@@yo
 Take me to@ her.” “, ,"Not so fast, old gen"
he iron-merchant. @“, ,Where is she? Take m
a moment’s delay.” “, ,But ve can’t get to 
"t up,—that’s all.” “", ,"Take me to it,” crie"
wards the archway. “, ,"Halloa, Sandy, did y"
e door arter you?” “, ,"Not I,” replied the "
",” replied the other", ,; “open it.” “@Easil
other@; “open it.” “, ,"Easily said,” rejoin"
"joined the Tinker, “", ,but not quevite so e
self on t’other side, ,!” “@Some one must h
on t’other side@!” “, ,Some one must have f
"ou,” groaned Thorney", ,croft. @“@We’re watc
ed Thorney@croft. @“, ,We’re watched on all
hed on all sides.” “, ,"Ay, and from above, "
cried the Sandman. “, ,Look up there@!” he 
man. “@Look up there, ,"!” he added, in acce"
 accents of alarm. “, ,What’s the matter? W
the iron-merchant. “, ,"Look up, I say,” cri"
cried the Sandman. “, ,"Don’t ye see, Tinker"
"Don’t ye see, Tinker", ,"?” @@@@@@@@@@@@“@Ay,"
ker@?” @@@@@@@@@@@@“, ,"Ay, ay, I see,” repl"
replied the other. “, ,The roof’s a-comin’ 
 Elizabeth’s time. “, ,What can this mean?”
s mean?” he cried. “, ,Have I endured a lon
I have been dreaming, ,—and what a dream it
 a dream it has been, ,!—what strange glimp
@@@@@@@@@@@@@@@@@@@“, ,The scheme works to 
and exulting gaze. “, ,"And yet, why am I he"
"l, looking around. “", ,"Ah! I see how it is,"
ered the listener. “, ,Of what use is memor
ar? But I am mad—mad, ,!” The listener laug
aughed to himself. “, ,"How else, if I were "
thinks I am old—old—, ,old—though I feel yo
Fourth. Oh! I am mad, ,—clean mad@!”@@@@@@@
 I am mad@—clean mad, ,!”@@@@@@@@@@@@@@ The
d fit of laughter. “, ,Would I could look f
" breaking silence, “", ,and satisfy myself o
ct with Rougemont—ha, ,"!” “@Now it comes,” "
th Rougemont—ha@!” “, ,"Now it comes,” cried"
ried the listener. “, ,"Oh, that I could sha"
I dared to hope this, ,!” “@I must interrup
ed to hope this@!” “, ,I must interrupt him
said the listener. “, ,Whether my crimes ar
" steps, and cried, “", ,"What ho, Auriol@!—Au"
"d, “@What ho, Auriol", ,!—Auriol Darcy@!” “@
uriol@!—Auriol Darcy, ,!” “@Who speaks?” de
@!—Auriol Darcy@!” “, ,Who speaks?” demande
” demanded Auriol. “, ,"Ah! is it you, Fiend"
"Ah! is it you, Fiend", ,"?” “What, you are st"
@@@@@@@@@ougemont. “, ,I thought the draugh
have amended you.” “, ,Tell me who and what
ight mind or not?” “, ,"For the first, you a"
",” replied Rougemont", ,"; “for the second, y"
nd Sixth of Scotland, ,"; and for the third,"
over your reason.” “, ,Amazement!” cried Au
. “Then I am mad.” “, ,It’s plain your reas
replied Rougemont; “, ,"but calm yourself, y"
 raging frenzies.” “, ,And I have been shut
” demanded Auriol. “, ,"Precisely,” observed"
bserved the other. “, ,And you are——” “@You
. “@And you are——” “, ,"Your keeper,” replie"
replied Rougemont. “, ,My God! what a brain
be!” cried Auriol. “, ,Answer me one questi
bba Thorneycroft?” “, ,You have often raved
replied Rougemont. “, ,But she is a mere cr
 against the wall. “, ,Since you have becom
",” said Rougemont; “", ,but the first essay 
 blade of a knife. “, ,"This will, at all ev"
forcibly arrested. “, ,Would you destroy yo
nce with his foot. “, ,You shall be removed
"mber,” he pursued, “", ,where you can be mor
.” “Take me forth—oh, ,"! take me forth,” cr"
uriol@ mournfully. “, ,"But it may be true, "
mory and reason gone, ,"!” “@Ay, both gone,”"
and reason gone@!” “, ,"Ay, both gone,” crie"
pressible chuckle. “, ,Ha!” exclaimed Aurio
rible interviews.” “, ,"What, you are in you"
@@@@@@@@fiercely. @“, ,"Nay, then I must cal"
it to the captive. “, ,Drink@!” he said. Wi
the captive. “@Drink, ,!” he said. Without 
en Auriol’s chain. “, ,"Now then, come with "
Is your master a-bed, ,?” demanded Rougemon
emanded Rougemont. “, ,"A-bed! Good lack, si"
e stars have set.” “, ,Doctor@ Lamb@!” repe
set.” “@Doctor@ Lamb, ,!” repeated Auriol. 
ard that name before, ,"?” “@Very likely,” r"
hat name before@?” “, ,"Very likely,” replie"
 nearest kinsman.” “, ,How is the poor youn
poor young gentleman, ,"?” asked the dwarf,@"
e as your own—Darcy—, ,Reginald Darcy. He a
lost in amazement. “, ,"Alack, no, sir,” rep"
"hing his forehead, “", ,you have been a litt
s my grandsire dwell, ,?” asked Auriol. “@W
l@?” asked Auriol. “, ,"Why here, sir,” repl"
replied the dwarf; “, ,and for the matter o
nd?” cried Auriol. “, ,"Ay, on the bridge—wh"
arf and Rougemont. “, ,Will it disturb Doct
ndson goes up to him, ,"?” said the latter, "
ter a brief pause. “, ,My master does not l
enter his laboratory, ,; but I will make so
if he desires it.” “, ,You will confer the 
"ed Auriol, rising. “", ,Sit down—sit down@!”
 “@Sit down—sit down, ,!” said Rougemont@ a
@ authoritatively. “, ,You cannot go up til
ho returned alone. “, ,Your grandsire will 
said the mannikin. “, ,One word before we g
s arm. @@@@@@@@@@@@“, ,Saints! how you frig
claimed the dwarf. “, ,You must keep compos
you to my master.” “, ,"Pardon me,” replied "
ho brought me hither, ,"?” “@What, your keep"
ought me hither@?” “, ,"What, your keeper?” "
ng from the ceiling—, ,the skeletons grinne
r to be forgotten. “, ,"Come in, grandson,” "
e old man@ kindly. “, ,"Come in, and close t"
s me—much better.” “, ,Are you indeed livin
 to take his hand. “, ,Off@—off!” cried the
ck as if alarmed. @“, ,You disturb my opera
do me a mischief.” “, ,I have no such inten
erposed the dwarf. “, ,Why should you doubt
uld you doubt it?” “, ,"O@@ sir,” cried Auri"
"ved, or is this real", ,?” “@You are not dec
or is this real@?” “, ,You are not deceived
plied the old man. “, ,You have been in thi
break the silence. “, ,I should feel perfec
" window,” he said. “", ,Convinced of what?” 
 somewhat sharply. “, ,That I am what I see
",” replied Auriol. “", ,"Look forth, then,” s"
 said the old man. “, ,But do not disturb m
