Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
262,"‘ Ven I see you this mornin’, you wos in the serwice of Mr.","“Ven I see you this mornin’, you wos in the serwice of Mr.","‘ Ven I see you this mornin’, you wos in the service of Mr.","‘Ven I see you this mornin’, you wos in the service of Mr.",0.05172413793103448,0.034482758620689655,33.33333333333333
263,Her features were as pale as death; her limbs rigid and motionless ; but her eyes blazed with preternatural light.,Her features were as pale as death; her limbs rigid and motionless; but her eyes blazed with preternatural light.,Her features were as pale as death; her limbs rigid and motionless ; but her eyes blazed with preternatural light.,Her features were as pale as death; her limbs rigid and motionless; but her eyes blazed with preternatural light.,0.008849557522123894,0.0,100.0
264,"Talbot, he said, had gone out about half an hour ago.","Talbot, he said, had gone out about half-an-hour ago.","Talbot, he said, had gone out about half an hour ago.","Talbot, he said, had gone out about half an hour ago.",0.03773584905660377,0.03773584905660377,0.0
265,‘I heard that Cyprian Rougemont was here.,“I heard that Cyprian Rougemont was here.,‘I heard that Cyprian Rougemont was here.,“I heard that Cyprian Rougemont was here.,0.024390243902439025,0.0,100.0
266,"“ The evil thought was no sooner conceived than acted upon,” pursued Darcy.","“The evil thought was no sooner conceived than acted upon,” pursued Darcy.","“ The evil thought was no sooner conceived than acted upon,” pursued Darcy.","“The evil thought was no sooner conceived than acted upon,” pursued Darcy.",0.013513513513513514,0.0,100.0
267,But I will soon ascertain the point.,But I will soon ascertain the point.,But I will soon ascertain the point.,But I will soon ascertain the point.,0.0,0.0,
268,"I rather think not.” “No matter,” cried Loftus; “he was sufficiently rewarded by the consciousness of having done a noble action,","I rather think not.” “No matter,” cried Loftus; “he was sufficiently rewarded by the consciousness of having done a noble action.","I rather think not.” “No matter,” cried Loftus; “he was sufficiently rewarded by the consciousness of having done a noble action,","I rather think not.” “No matter,” cried Loftus; “he was sufficiently rewarded by the consciousness of having done a noble action.",0.007751937984496124,0.0,100.0
269,"EXD ook the Second.—Cpprian Bougemore, L THE CELL. Mr.",End of the Intermean Chapter 1 THE CELL Mr.,"EXD ook the Second.—Cpprian Bougemore, L THE CELL. Mr.","Chapter 2—Cyprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore, the Second—Coprian Bougemore",0.627906976744186,64.09302325581395,-10107.407407407407
270,"‘ Have I endured a long and troubled dream, during which I have fancied myself living through more than two centuries?","“Have I endured a long and troubled dream, during which I have fancied myself living through more than two centuries?","‘ Have I endured a long and troubled dream, during which I have fancied myself living through more than two centuries?","“Have I endured a long and troubled dream, during which I have fancied myself living through more than two centuries?",0.017094017094017096,0.0,100.0
271,"“ It's him!” whispered the taller and darker of the two to his companion—“ it’s the young man ve've been lookin’ for—Auriol Darcy.” “ Tt seems like him,” said the other, edging round the pillar as far as he could without exposure.","“It’s him!” whispered the taller and darker of the two to his companion—“it’s the young man ve’ve been lookin’ for—Auriol Darcy.” “It seems like him,” said the other, edging round the pillar as far as he could without exposure.","“ It's him!” whispered the taller and darker of the two to his companion—“ it’s the young man ve've been lookin’ for—Auriol Darcy.” “ Tt seems like him,” said the other, edging round the pillar as far as he could without exposure.","“It’s him!” whispered the taller and darker of the two to his companion—“it’s the young man ve’ve been lookin’ for—Auriol Darcy.” “It seems like him,” said the other, edging round the pillar as far as he could without exposure.",0.02643171806167401,0.0,100.0
272,"In this way they reached a short steep staircase, and, mounting it, entered a vault, in which Rougemont paused, and placed the torch he had brought with him upon the floor.","In this way they reached a short steep staircase, and mounting it, entered a vault, in which Rougemont paused, and placed the torch he had brought with him upon the floor.","In this way they reached a short steep staircase, and, mounting it, entered a vault, in which Rougemont paused, and placed the torch he had brought with him upon the floor.","In this way they reached a short steep staircase, and, mounting it, entered a vault, in which Rougemont paused, and placed the torch he had brought with him upon the floor.",0.005847953216374269,0.005847953216374269,0.0
273,"“So come along, and don't let’s be frightenin’ ourselves vith ould vimen’s tales.” With this they emerged from the pit, crossed the lower part of the field, and entered a narrow thoroughfare, skirted by a few detached houses, which brought them into the Vauxhall-bridge-road.","“So come along, and don’t let’s be frightenin’ ourselves vith ould vimen’s tales.” With this they emerged from the pit, crossed the lower part of the field, and entered a narrow thoroughfare, skirted by a few detached houses, which brought them into the Vauxhall Bridge Road.","“So come along, and don't let’s be frightenin’ ourselves vith could vimen’s tales.” With this they emerged from the pit, crossed the lower part of the field, and entered a narrow thoroughfare, skirted by a few detached houses, which brought them into the Vauxhall-bridge-road.","“So come along, and don’t let’s be frightenin’ ourselves vith could vomen’s tales.” With this they emerged from the pit, crossed the lower part of the field, and entered a narrow thoroughfare, skirted by a few detached houses, which brought them into the Vauxhall Bridge Road.",0.02181818181818182,0.007272727272727273,66.66666666666667
274,“ It was a pious and praiseworthy deed.,“It was a pious and praiseworthy deed.,“ It was a pious and praiseworthy deed.,“It was a pious and praiseworthy deed.,0.02631578947368421,0.0,100.0
275,"His eyes were still closed, and it was difficult to say what effect they might give to the face when they lighted it up; but notwithstanding its beauty, it was impossible not to admit that a strange, sinister, and almost demoniacal expression pervaded the countenance.","His eyes were still closed, and it was difficult to say what effect they might give to the face when they lighted it up; but notwithstanding its beauty, it was impossible not to admit that a strange, sinister, and almost demoniacal expression pervaded the countenance.","His eyes were still closed, and it was difficult to say what effect they might give to the face when they lighted it up; but notwithstanding its beauty, it was impossible not to admit that a strange, sinister, and almost demoniacal expression pervaded the countenance.","His eyes were still closed, and it was difficult to say what effect they might give to the face when they lighted it up; but notwithstanding its beauty, it was impossible not to admit that a strange, sinister, and almost demoniacal expression pervaded the countenance.",0.0,0.0,
276,"“ It's certain that no one has entered the house wearing a cloak such as you describe; nor could any of the lodgers, to my knowledge, get out of their rooms.","“It’s certain that no one has entered the house wearing a cloak such as you describe; nor could any of the lodgers, to my knowledge, get out of their rooms.","“ It's certain that no one has entered the house wearing a cloak such as you describe; nor could any of the lodgers, to my knowledge, get out of their rooms.","“It’s certain that no one has entered the house wearing a cloak such as you describe; nor could any of the lodgers, to my knowledge, get out of their rooms.",0.01282051282051282,0.0,100.0
277,"The name herein inscribed is the same as that borne by the others —Auriol Darcy.” “T sce it all,” cried Lamb.","The name herein inscribed is the same as that borne by the others—Auriol Darcy.” “I see it all,” cried Lamb.","The name herein inscribed is the same as that borne by the others —Auriol Darcy.” “T sce it all,” cried Lamb.","The name herein inscribed is the same as that borne by the others—Auriol Darcy.” “I see it all,” cried Lamb.",0.027777777777777776,0.0,100.0
278,"What dismal, terrible fancies have possessed me, and weigh upon me still—the compact with Rougemont—ha !” “ Now it comes,” cried the listener.","What dismal, terrible fancies have possessed me, and weigh upon me still—the compact with Rougemont—ha!” “Now it comes,” cried the listener.","What dismal, terrible fancies have possessed me, and weigh upon me still—the compact with Rougemont—ha !” “ Now it comes,” cried the listener.","What dismal, terrible fancies have possessed me, and weigh upon me still—the compact with Rougemont—ha!” “Now it comes,” cried the listener.",0.014285714285714285,0.0,100.0
279,"His head is large and his face long, with marked, if not very striking features, charged, it must be admitted, with a very self-satisfied expression.","His head is large and his face long, with marked, if not very striking features, charged, it must be admitted, with a very self-satisfied expression.","His head is large and his face long, with marked, if not very striking features, charged, it must be admitted, with a very self-satisfied expression.","His head is large and his face long, with marked, if not very striking features, charged, it must be admitted, with a very self-satisfied expression.",0.0,0.0,
280,"The other was a man of middle size, thin, rather elderly, and with a sharp countenance, the sourness of which was redeemed by a strong expression of benevolence.","The other was a man of middle size, thin, rather elderly, and with a sharp countenance, the sourness of which was redeemed by a strong expression of benevolence.","The other was a man of middle size, thin, rather elderly, and with a sharp countenance, the sourness of which was redeemed by a strong expression of benevolence.","The other was a man of middle size, thin, rather elderly, and with a sharp countenance, the sourness of which was redeemed by a strong expression of benevolence.",0.0,0.0,
281,"But let us go and examine the sculpture on the pedestal more closely.” With this, he crossed over the road ; and, taking off his hat, thrust his head through the iron railing surrounding the pedestal, while Morse, in order to point out the beauties of the sculpture with greater convenience, mounted upon a stump beside him.","But let us go and examine the sculpture on the pedestal more closely.” With this he crossed over the road; and, taking off his hat, thrust his head through the iron railing surrounding the pedestal, while Morse, in order to point out the beauties of the sculpture with greater convenience, mounted upon a stump beside him.","But let us go and examine the sculpture on the pedestal more closely.” With this, he crossed over the road ; and, taking off his hat, thrust his head through the iron railing surrounding the pedestal, while Morse, in order to point out the beauties of the sculpture with greater convenience, mounted upon a stump beside him.","But let us go and examine the sculpture on the pedestal more closely.” With this, he crossed over the road; and, taking off his hat, thrust his head through the iron railing surrounding the pedestal, while Morse, in order to point out the beauties of the sculpture with greater convenience, mounted upon a stump beside him.",0.006211180124223602,0.003105590062111801,50.0
282,But even thus they pursued him; and he imagined he could hear the infernal riot going on around him.,But even thus they pursued him; and he imagined he could hear the infernal riot going on around him.,But even thus they pursued him; and he imagined he could hear the infernal riot going on around him.,But even thus they pursued him; and he imagined he could hear the infernal riot going on around him.,0.0,0.0,
283,"The only vay you can go wrong is to steal a dog wi’ a collar on, for if you do, you may get seven years’ transportation for a bit o' leather and a brass plate vorth a shillin’, vile the animal, though yorth a hundred pound, can’t hurt you. There’s law again— ha, ha!” “ Dog-fancier’s law !” laughed the Sandman.","The only vay you can go wrong is to steal a dog wi’ a collar on, for if you do, you may get seven years’ transportation for a bit o’ leather and a brass plate vorth a shillin’, vile the animal, though vorth a hundred pound, can’t hurt you. There’s law again—ha, ha!” “Dog-fancier’s law!” laughed the Sandman.","The only vay you can go wrong is to steal a dog wi’ a collar on, for if you do, you may get seven years’ transportation for a bit o' leather and a brass plate worth a shillin’, vile the animal, though worth a hundred pound, can’t hurt you. There’s law again— ha, ha!” “ Dog-fancier’s law !” laughed the Sandman.","The only vay you can go wrong is to steal a dog wi’ a collar on, for if you do, you may get seven years’ transportation for a bit o’ leather and a brass plate worth a shillin’, vile the animal, though worth a hundred pound, can’t hurt you. There’s law again—ha, ha!” “Dog-fancier’s law!” laughed the Sandman.",0.01948051948051948,0.006493506493506494,66.66666666666666
284,"“ How else, if I were not mad, could I have believed that I had swallowed the fabled elixir vite?","“How else, if I were not mad, could I have believed that I had swallowed the fabled elixir vitæ?","“ How else, if I were not mad, could I have believed that I had swallowed the fabled elixir vith?","How else, if I were not mad, could I have believed that I had swallowed the fabled elixir vitae?",0.020833333333333332,0.03125,-50.000000000000014
285,"“T s'pose, my wenerable, you've seen the king as bequeathed his name to these pretty creaters,” said Ginger, raising his coat-pockets, so as to exhibit the heads of the two little black-and-tan spaniels.","“I s’pose, my wenerable, you’ve seen the king as bequeathed his name to these pretty creaters,” said Ginger, raising his coat-pockets, so as to exhibit the heads of the two little black-and-tan spaniels.","“T s'pose, my wenerable, you've seen the king as bequeathed his name to these pretty cheaters,” said Ginger, raising his coat-pockets, so as to exhibit the heads of the two little black-and-tan spaniels.","“I s’pose, my wenerable, you’ve seen the king as bequeathed his name to these pretty cheaters,” said Ginger, raising his coat-pockets, so as to exhibit the heads of the two little black-and-tan spaniels.",0.019704433497536946,0.0049261083743842365,75.0
286,"I saw at once he had drunk the elixir.” “ Ah !—ah!” exclaimed the Tinker, with a knowing glance at his companions, who returned it with gestures of equal significance.","I saw at once he had drunk the elixir.” “Ah!—ah!” exclaimed the Tinker, with a knowing glance at his companions, who returned it with gestures of equal significance.","I saw at once he had drunk the elixir.” “ Ah !—ah!” exclaimed the Tinker, with a knowing glance at his companions, who returned it with gestures of equal significance.","I saw at once he had drunk the elixir.” “Ah!—ah!” exclaimed the Tinker, with a knowing glance at his companions, who returned it with gestures of equal significance.",0.012121212121212121,0.0,100.0
287,“ But what has he to do with me?” asked Ebba.,“But what has he to do with me?” asked Ebba.,“ But what has he to do with me?” asked Ebba.,“But what has he to do with me?” asked Ebba.,0.022727272727272728,0.0,100.0
288,"Thorneycroft,” he added, filling a goblet from one of the bottles.","Thorneycroft,” he added, filling a goblet from one of the bottles.","Thorneycroft,” he added, filling a goblet from one of the bottles.","Thorneycroft,” he added, filling a goblet from one of the bottles.",0.0,0.0,
289,"But how, in the name of wonder, do you come to know it?” “ Ve've got summat, at last,” said the Tinker, with a self-applauding glance at his friends.","But how, in the name of wonder, do you come to know it?” “Ve’ve got summat, at last,” said the Tinker, with a self-applauding glance at his friends.","But how, in the name of wonder, do you come to know it?” “ Ve've got summit, at last,” said the Tinker, with a self-applauding glance at his friends.","But how, in the name of wonder, do you come to know it?” “Ve’ve got summit, at last,” said the Tinker, with a self-applauding glance at his friends.",0.02027027027027027,0.006756756756756757,66.66666666666666
290,"Anyhow, these papers is waluable to us.","Anyhow, these papers is waluable to us.","Anyhow, these papers is valuable to us.","Anyhow, these papers is valuable to us.",0.02564102564102564,0.02564102564102564,0.0
291,"At this moment a terrible voice from behind the curtain exclaimed— “ Sign, or Auriol is lost for ever.” “T cannot yield my soul, even to save him,” cried Ebba, distractedly.","At this moment a terrible voice from behind the curtain exclaimed, “Sign, or Auriol is lost for ever.” “I cannot yield my soul, even to save him,” cried Ebba distractedly.","At this moment a terrible voice from behind the curtain exclaimed— “ Sign, or Auriol is lost for ever.” “T cannot yield my soul, even to save him,” cried Ebba, distractedly.","At this moment a terrible voice from behind the curtain exclaimed—“Sign, or Auriol is lost for ever.” “I cannot yield my soul, even to save him,” cried Ebba distractedly.",0.023391812865497075,0.011695906432748537,50.0
292,"Sure of it, sir—quite sure.” Or you may see him attending to some grave master in Chancery, and listening with profound attention to his remarks ; or screaming with laughter at the jokes of some smart special pleader ; or talking of the theatres, the actors and actresses, to some young attorneys, or pupils in conveyancers’ chambers; for those are the sort of customers in whom Mr.","Sure of it, sir—quite sure.” Or you may see him attending to some grave master in Chancery, and listening with profound attention to his remarks; or screaming with laughter at the jokes of some smart special pleader; or talking of the theatres, the actors and actresses, to some young attorneys, or pupils in conveyancers’ chambers; for those are the sort of customers in whom Mr.","Sure of it, sir—quite sure.” Or you may see him attending to some grave master in Chancery, and listening with profound attention to his remarks ; or screaming with laughter at the jokes of some smart special pleader ; or talking of the theatres, the actors and actresses, to some young attorneys, or pupils in conveyancers’ chambers; for those are the sort of customers in whom Mr.","Sure of it, sir—quite sure.” Or you may see him attending to some grave master in Chancery, and listening with profound attention to his remarks; or screaming with laughter at the jokes of some smart special pleader; or talking of the theatres, the actors and actresses, to some young attorneys, or pupils in conveyancers’ chambers; for those are the sort of customers in whom Mr.",0.005263157894736842,0.0,100.0
293,"“I hoped you had forgotten me.” “Tam sure you did not think so,” she cried.","“I hoped you had forgotten me.” “I am sure you did not think so,” she cried.","“I hoped you had forgotten me.” “Tam sure you did not think so,” she cried.","“I hoped you had forgotten me.” “I’m sure you did not think so,” she cried.",0.02631578947368421,0.02631578947368421,0.0
294,"“I hear them close behind us.” And as he spoke, shouts, and the noise of rapidlyapproaching footsteps, resounded along the passage.","“I hear them close behind us.” And as he spoke, shouts, and the noise of rapidly-approaching footsteps, resounded along the passage.","“I hear them close behind us.” And as he spoke, shouts, and the noise of rapidlyapproaching footsteps, resounded along the passage.","“I hear them close behind us.” And as he spoke, shouts, and the noise of rapidly approaching footsteps, resounded along the passage.",0.007575757575757576,0.007575757575757576,0.0
295,‘Parties don’t ought to come here vith complaints of vhich I can’t take notice.,‘Parties don’t ought to come here vith complaints of vhich I can’t take notice.,‘Parties don’t ought to come here vith complaints of which I can’t take notice.,“Parties don’t ought to come here vith complaints of which I can’t take notice.,0.012658227848101266,0.02531645569620253,-100.0
296,"Thorneycroft; “I ain’t to be gammoned in that way.” “Tt’sno gammon,” said Ginger.","Thorneycroft; “I ain’t to be gammoned in that way.” “It’s no gammon,” said Ginger.","Thorneycroft; “I ain’t to be summoned in that way.” “Tt’sno gammon,” said Ginger.","Thorneycroft; “I ain’t to be summoned in that way.” “It’s no gammon,” said Ginger.",0.04878048780487805,0.024390243902439025,50.0
297,"He also remarked that a rope was twisted round the neck of the unfortunate being, making it evident that some violent attempt had been made upon his life.","He also remarked that a rope was twisted round the neck of the unfortunate being, making it evident that some violent attempt had been made upon his life.","He also remarked that a rope was twisted round the neck of the unfortunate being, making it evident that some violent attempt had been made upon his life.","He also remarked that a rope was twisted round the neck of the unfortunate being, making it evident that some violent attempt had been made upon his life.",0.0,0.0,
298,But you have to thank your own obstinacy for your present distress.,But you have to thank your own obstinacy for your present distress.,But you have to thank your own obstinacy for your present distress.,But you have to thank your own obstinacy for your present distress.,0.0,0.0,
299,"“ No—she may yet be saved,” rejoined the dwarf.","“No—she may yet be saved,” rejoined the dwarf.","“ No—she may yet be saved,” rejoined the dwarf.","“No—she may yet be saved,” rejoined the dwarf.",0.021739130434782608,0.0,100.0
300,"A hundred years after that, and their children’s children will be gone to the grave.","A hundred years after that, and their children’s children will be gone to the grave.","A hundred years after that, and their children’s children will be gone to the grave.","A hundred years after that, and their children’s children will be gone to the grave.",0.0,0.0,
301,"Finish me at once —Oh!” And overcome by anguish, he sank back again.","Finish me at once—Oh!” And overcome by anguish, he sank back again.","Finish me at once —Oh!” And overcome by anguish, he sank back again.","Finish me at once—oh!” And overcome by anguish, he sank back again.",0.014925373134328358,0.014925373134328358,0.0
302,"“ What a pretty little dog!” cried Ebba, remarking tho Charles the Second spaniel.","“What a pretty little dog!” cried Ebba, remarking the Charles the Second spaniel.","“ What a pretty little dog!” cried Ebba, remarking tho Charles the Second spaniel.","“What a pretty little dog!” cried Ebba, remarking the Charles the Second spaniel.",0.024691358024691357,0.0,100.0
303,"“Vy, vot can you know about it, Ginger?” said the Sandman, looking up, evidently rather annoyed.","“Vy, vot can you know about it, Ginger?” said the Sandman, looking up, evidently rather annoyed.","“Vy, vot can you know about it, Ginger?” said the Sandman, looking up, evidently rather annoyed.","“Vy, vot can you know about it, Ginger?” said the Sandman, looking up, evidently rather annoyed.",0.0,0.0,
304,"Doctor Lamb must have wiped the halberd,” he added to himself.","Doctor Lamb must have wiped the halberd,” he added to himself.","Doctor Lamb must have wiped the halberd,” he added to himself.",Doctor Lamb must have wiped the halberd.” He added to himself.,0.0,0.03225806451612903,-inf
305,"Ebba’s first care was to feed her favourite linnet, placed in a cage over the door.","Ebba’s first care was to feed her favourite linnet, placed in a cage over the door.","Ebba’s first care was to feed her favourite linnet, placed in a cage over the door.","Ebba’s first care was to feed her favourite linnet, placed in a cage over the door.",0.0,0.0,
306,"Now follow me.” And taking up the torch, he led the way out of the chamber.","Now follow me.” And taking up the torch, he led the way out of the chamber.","Now follow me.” And taking up the torch, he led the way out of the chamber.","Now follow me.” And taking up the torch, he led the way out of the chamber.",0.0,0.0,
307,His particular vocation was made manifest by the number of dogs he had about him.,His particular vocation was made manifest by the number of dogs he had about him.,His particular vocation was made manifest by the number of dogs he had about him.,His particular vocation was made manifest by the number of dogs he had about him.,0.0,0.0,
308,"Auriol looked incredulous, but, without making any remark, departed","Auriol looked incredulous, but without making any remark, departed.","Auriol looked incredulous, but, without making any remark, departed","Auriol looked incredulous, but, without making any remark, departed.",0.029850746268656716,0.014925373134328358,50.0
309,"“ Here, take this purse, and trouble me no more!” cried Auriol.","“Here, take this purse, and trouble me no more!” cried Auriol.","“ Here, take this purse, and trouble me no more!” cried Auriol.","“Here, take this purse, and trouble me no more!” cried Auriol.",0.016129032258064516,0.0,100.0
310,"“TI could almost fancy that the solid stone walls were moving around us.” “They are moving,” cried Thorneycroft, stretching out his hand.","“I could almost fancy that the solid stone walls were moving around us.” “They are moving,” cried Thorneycroft, stretching out his hand.","“TI could almost fancy that the solid stone walls were moving around us.” “They are moving,” cried Thorneycroft, stretching out his hand.","“I could almost fancy that the solid stone walls were moving around us.” “They are moving,” cried Thorneycroft, stretching out his hand.",0.007352941176470588,0.0,100.0
311,"“ Yon statue, which, as you know, was cast by Hubert le Sueur, in 1633, was ordered by parliament to be sold and broken to pieces.","“Yon statue, which, as you know, was cast by Hubert le Sueur, in 1633, was ordered by Parliament to be sold and broken to pieces.","“ Yon statue, which, as you know, was cast by Hubert le Sueur, in 1633, was ordered by parliament to be sold and broken to pieces.","“That statue, which, as you know, was cast by Hubert le Sueur, in 1633, was ordered by Parliament to be sold and broken to pieces.",0.015503875968992248,0.031007751937984496,-100.0
312,"I will now explain them to yon, and afterwards we will proceed to the operation.’ With this, he unfolded the mystery ; but he bade me observe, that the menstruum was defective on one point.","I will now explain them to you, and afterwards we will proceed to the operation.’ With this, he unfolded the mystery; but he bade me observe, that the menstruum was defective on one point.","I will now explain them to yon, and afterwards we will proceed to the operation.’ With this, he unfolded the mystery ; but he bade me observe, that the menstruum was defective on one point.","I will now explain them to you, and afterwards we will proceed to the operation.’ With this, he unfolded the mystery; but he bade me observe, that the menstruum was defective on one point.",0.010638297872340425,0.0,100.0
313,"“ No earthly bullets can injure me.” “ Ve'll try that!” cried Ginger, coming up at the moment behind Paston.","“No earthly bullets can injure me.” “Ve’ll try that!” cried Ginger, coming up at the moment behind Paston.","“ No earthly bullets can injure me.” “ Ve'll try that!” cried Ginger, coming up at the moment behind Paston.","“No earthly bullets can injure me.” “Ve’ll try that!” cried Ginger, coming up at the moment behind Paston.",0.02830188679245283,0.0,100.0
314,"“Tell me who you are?” “ You shall know anon,” replied Reeks.","“Tell me who you are?” “You shall know anon,” replied Reeks.","“Tell me who you are?” “ You shall know anon,” replied Reeks.","“Tell me who you are?” “You shall know anon,” replied Reeks.",0.016666666666666666,0.0,100.0
315,"I’ve seen it grow, and grow, till it has reached its present size.","I’ve seen it grow, and grow, till it has reached its present size.","I’ve seen it grow, and grow, till it has reached its present size.","I’ve seen it grow, and grow, till it has reached its present size.",0.0,0.0,
316,"No; I must continue to endure the weight of a life burdened by crime and remorse, till I can find out the means of freeing myself from it.","No; I must continue to endure the weight of a life burdened by crime and remorse, till I can find out the means of freeing myself from it.","No; I must continue to endure the weight of a life burdened by crime and remorse, till I can find out the means of freeing myself from it.","No; I must continue to endure the weight of a life burdened by crime and remorse, till I can find out the means of freeing myself from it.",0.0,0.0,
317,Ve alvays stands by each other.,Ve alvays stands by each other.,Ve alvays stands by each other.,Ve alvays stands by each other.,0.0,0.0,
318,"Maitland, and began to give her some account of his journey, which appeared to have been as pleasant as it had been rapid.","Maitland, and began to give her some account of his journey, which appeared to have been as pleasant as it had been rapid.","Maitland, and began to give her some account of his journey, which appeared to have been as pleasant as it had been rapid.","Maitland, and began to give her some account of his journey, which appeared to have been as pleasant as it had been rapid.",0.0,0.0,
319,"The dinner passed off most pleasantly, and so did the evening; for the old gentleman wes in high spirits, and his hilarity was communicated to the young couple.","The dinner passed off most pleasantly, and so did the evening; for the old gentleman was in high spirits, and his hilarity was communicated to the young couple.","The dinner passed off most pleasantly, and so did the evening; for the old gentleman was in high spirits, and his hilarity was communicated to the young couple.","The dinner passed off most pleasantly, and so did the evening; for the old gentleman was in high spirits, and his hilarity was communicated to the young couple.",0.0,0.0,
320,"Oh, that the fearful crimes I suppose I have committed have only been enacted in a dream!",Oh that the fearful crimes I suppose I have committed have only been enacted in a dream!,"Oh, that the fearful crimes I suppose I have committed have only been enacted in a dream!",Oh that the fearful crimes I suppose I have committed have only been enacted in a dream!,0.011363636363636364,0.0,100.0
321,"Use despatch, I pray you.” As the gatekeeper essayed to comply, the wounded man groaned deeply, as if in great pain.","Use despatch, I pray you.” As the gatekeeper essayed to comply, the wounded man groaned deeply, as if in great pain.","Use despatch, I pray you.” As the gatekeeper essayed to comply, the wounded man groaned deeply, as if in great pain.","Use despatch, I pray you.” As the gatekeeper essayed to comply, the wounded man groaned deeply, as if in great pain.",0.0,0.0,
322,"It was closed; and venting his disappointment in a scream, the dwarf searched for the handle, but could not find it.","It was closed; and venting his disappointment in a scream, the dwarf searched for the handle, but could not find it.","It was closed; and venting his disappointment in a scream, the dwarf searched for the handle, but could not find it.","It was closed; and venting his disappointment in a scream, the dwarf searched for the handle, but could not find it.",0.0,0.0,
323,Rougemont ascended the steps.,Rougemont ascended the steps.,Rougemont ascended the steps.,Rougemont ascended the steps.,0.0,0.0,
324,‘“T'll come to you in the evening.,“I’ll come to you in the evening.,‘“T'll come to you in the evening.,“I’ll come to you in the evening.,0.09090909090909091,0.0,100.0
325,"END Oter I. THE TOMB OF THE ROSICRUCIAN On the night of the 1st of March, 1800, and at a late hour, a man, wrapped in a large horseman’s cloak, and of strange and sinister appearance, entered an old deserted house in the neighbourhood of Stepney-green.","Chapter 1 THE TOMB OF THE ROSICRUCIAN On THE night OF THE 1st OF March 1800, and at a late hour, a man, wrapped in a large horseman’s cloak, and OF strange and sinister appearance, entered an old deserted house in THE neighbourhood OF Stepney Green.","END Oter I. THE TOMB OF THE ROSICRUCIAN On the night of the 1st of March, 1800, and at a late hour, a man, wrapped in a large horseman’s cloak, and of strange and sinister appearance, entered an old deserted house in the neighbourhood of Stepney-green.","On the night of the 1st of March, 1800, and at a late hour, a man, wrapped in a large horseman’s cloak, and of strange and sinister appearance, entered an old deserted house in the neighbourhood of Stepney Green.",0.10843373493975904,0.2248995983935743,-107.40740740740739
326,"Oh, it’s all right!” he added, receiving a signal from behind the pillar.","Oh, it’s all right!” he added, receiving a signal from behind the pillar.","Oh, it’s all right!” he added, receiving a signal from behind the pillar.","Oh, it’s all right!” he added, receiving a signal from behind the pillar.",0.0,0.0,
327,"“ Give me back the compact,” cried Auriol, imploringly.","“Give me back the compact,” cried Auriol imploringly.","“ Give me back the compact,” cried Auriol, imploringly.","“Give me back the compact,” cried Auriol imploringly.",0.03773584905660377,0.0,100.0
