OCR Text,Ground Truth
"That remains to be seen,'' obserred the Sandman, taking the chair opposite Thorneyeroft.","“That remains to be seen,” observed the Sandman, taking the chair opposite Thorneycroft."
""" Now sign it'' Auriol mechanieally took the pen, and gazed fixedly on the doenment.","“Now sign it.” Auriol mechanically took the pen, and gazed fixedly on the document."
"`At length,'' he exclaimed aloud-'` at length, the great work is achieed.","“At length,” he exclaimed aloud—“at length, the great work is achieved."
"Indeed 1'' exclaimed the iron-merchant, with a pnzzled look.","“Indeed!” exclaimed the iron-merchant, with a puzzled look."
"A elimax was put to his fright, by the descent of tho three chairs, with their occupants, through the floor into a vault beneath; and as the helmets were whisked up again to the ceiling, and the trap-doors closed upon the chairs, he dropped the bottle, and fell with his face upon the table.","A climax was put to his fright, by the descent of the three chairs, with their occupants, through the floor into a vault beneath; and as the helmets were whisked up again to the ceiling, and the trap-doors closed upon the chairs, he dropped the bottle, and fell with his face upon the table."
V EG can bring a itness asll prove the fact-a liin' sitness.'' What witness?'' cried Auriol.,“Ve can bring a vitness as’ll prove the fact—a livin’ vitness.” “What witness?” cried Auriol.
"Here, watchmen, lay the poor young gentleman down on the sofa -there, gently, gently.","Here, watchmen, lay the poor young gentleman down on the sofa—there, gently, gently."
"Did you ever hear tell of a geman as murdred Doctor Lamb, the famous hal AIOL. chemist o' Queen Bess's time, and, havin' drsnk the Iixir vich the doctor had made for hisself, has lived ever sincef","Did you ever hear tell of a gemman as murdered Doctor Lamb, the famous halchemist o’ Queen Bess’s time, and, havin’ drank the ‘lixir vich the doctor had made for hisself, has lived ever since?"
"It was a bright spring morning, when a door lending to tlo yard in front of the house opened, and a young girl, briglt and fresh as the morning's self, issued from it.","It was a bright spring morning, when a door leading to the yard in front of the house opened, and a young girl, bright and fresh as the morning’s self, issued from it."
"But, as yon are aware, Tm not so easily disposed of, Again the bystanders exchanged significant looks.","“But, as you are aware, I’m not so easily disposed of.” Again the bystanders exchanged significant looks."
Thorneycroft; '`and the sooner we set out tho better.'' Are you nrmed 7'' askod Ginger.,Thorneycroft; “and the sooner we set out the better.” “Are you armed?” asked Ginger.
"I must speask to this man,'' replied Anriol.","“I must speak to this man,” replied Auriol."
" OxR morning, tro persons took their way along Tarliament-strcet and Whitehall, and, chatting as they walked, turned into the entranco of Spring-gardens, for the purposo of looking at tho statuo at Charing-cross.","Chapter 10 The Statue at Charing Cross One morning, two persons took their way along Parliament Street and Whitehall, and, chatting as they walked, turned into the entrance of Spring Gardens, for the purpose of looking at the statue at Charing Cross."
ITll becomo a reformed character.,I’ll become a reformed character.
The matter is past all doubt.,“The matter is past all doubt.
"`Between ourselves, m afraid there's no denying it.'' Lnl","“Between ourselves, I’m afraid there’s no denying it.” “La!"
:She may yet be saed.'' Saed1,“She may yet be saved.” “Saved!
"I repent-give it me back f'' he eried, endeavonring to snatch the parchment, which Rougemont thrust into his] boeom.","“I repent—give it me back!” he cried, endeavouring to snatch the parchment, which Rougemont thrust into his bosom."
"I cnn't stir another step,'' gasped the iron-merchant","“I can’t stir another step,” gasped the iron-merchant."
You mean to murder me.,You mean to murder me.
"era prisoners.'' Oh, Lord, you don't say sol'' oried the iron-merehant, in an agony of fright.","“Ve’re prisoners.” “O Lord, you don’t say so!” cried the iron-merchant in an agony of fright."
"Ginger complied, and beheld the monkey seated beside him.","Ginger complied, and beheld the monkey seated beside him."
"Yon look agitated,'' ho said, noticing Ebba's nneasiness.","“You look agitated,” he said, noticing Ebba’s uneasiness."
"Precisely, Mag,'' sai MIr. Irigge; `` as if I were Lord Chaneellor.'' Well, 'm sorry for it,'' said the little man, disconsolately.","“Precisely, Mag,” said Mr. Trigge; “as if I were Lord Chancellor.” “Well, I’m sorry for it,” said the little man disconsolately."
"But come to me at eleven oclock to-night, at the ITurk's Head, at the back o' Shoreditch Church, and Tll put you on the right scent.","But come to me at eleven o’clock to-night, at the Turk’s Head, at the back o’ Shoreditch Church, and I’ll put you on the right scent."
:A very disastrous circumstance has happened to me.,“A very disastrous circumstance has happened to me.
"Take me to her, and you shall be well rewarde.'' Ill do my best to take yon to her, and without any reward, sir,'' replied Ginger, '`for my heart bleeds for the poor young creater.","Take me to her, and you shall be well rewarded.” “I’ll do my best to take you to her, and without any reward, sir,” replied Ginger, “for my heart bleeds for the poor young creater."
"Crowls were collected in the open places, watching the wonders in tha heaens, and drawing augurics from thcm, chiefly sinister, for most of the bcholders thought the signs portended the speely death of the queen, and the alvent of a new monarch from the north-a safo and easy interpretation, considering the adancet age and declining health of the illustrious Elizabecth, togcther with the knon appointment of her successor, Jamcs of fScotland.","Crowds were collected in the open places, watching the wonders in the heavens, and drawing auguries from them, chiefly sinister, for most of the beholders thought the signs portended the speedy death of the queen, and the advent of a new monarch from the north—a safe and easy interpretation, considering the advanced age and declining health of the illustrious Elizabeth, together with the known appointment of her successor, James of Scotland."
"Precisely,'' replied the other; `you can have no difficulty in fulfilling that condition.'' e Bat if I fail in doing so, I am doomed--'' But you will not fail,'' interrapted the other, lighting a taper, and sealing the parchment.","“Precisely,” replied the other; “you can have no difficulty in fulfilling that condition.” “But if I fail in doing so, I am doomed——” “But you will not fail,” interrupted the other, lighting a taper and sealing the parchment."
"e And yet, why am I here 7'' pursued Auriol, looking around.","“And yet, why am I here?” pursued Auriol, looking around."
"I enry you its possession.'' te It shall be yours, if you please,'' replied Rougemont.","“I envy you its possession.” “It shall be yours, if you please,” replied Rougemont."
"My motie is to warn yon,'' said Aneriol.","“My motive is to warn you,” said Auriol."
"It wns as if I had swallowed fire, and at first I thought all was over with me.","It was as if I had swallowed fire, and at first I thought all was over with me."
you are mocking me again.'' Not in the least.,you are mocking me again.” “Not in the least.
"To live for eer1'' he cried, after a pause-`` to escape the jaws of death just when they are opening to deour me 1-to he free from all aecidents 1-'tis a glorious thought1","“To live for ever!” he cried, after a pause—“to escape the jaws of death just when they are opening to devour me!—to be free from all accidents!—’tis a glorious thought!"
"The cloak was thrown partly aside, so as to display the tall, gaunt figure of its wearer; while the large collar of suble fur with which it was decorated stood out like the wings of a demon.","The cloak was thrown partly aside, so as to display the tall, gaunt figure of its wearer; while the large collar of sable fur with which it was decorated stood out like the wings of a demon."
"Unfortunately for him, the moon was at this moment obscured, and he conld distinguish nothing- except the dnsky ontline of tho varions oljects with which the place was filled, and which werenearly of the samo kind as those of the neighbouring habitation.","Unfortunately for him, the moon was at this moment obscured, and he could distinguish nothing except the dusky outline of the various objects with which the place was filled, and which were nearly of the same kind as those of the neighbouring habitation."
"ee It is useless to meditate self-dostruction, Auriol Darcy,'' cried the person wlo had cheked him.","“It is useless to meditate self-destruction, Auriol Darcy,” cried the person who had checked him."
"As they adanced, the iron-merchant's conductor whispered him to be csutious, and, at the samc time, made him keep close to a wall.","As they advanced, the iron-merchant’s conductor whispered him to be cautious, and, at the same time, made him keep close to a wall."
"Och, murther in Irish l","“Och, murther in Irish!"
And he proceeded to unfasten Auriol's chain.,And he proceeded to unfasten Auriol’s chain.
Such wns the igil of thoe year Sixteen Hundred.,Such was the vigil of the year sixteen hundred.
"ABut what has befallen her ? She has become like his other ictims-like my victims I' cried Anriol, distractedly.",“But what has befallen her?” “She has become like his other victims—like my victims!” cried Auriol distractedly.
"Help me-help mel'' he screamed, fixing a glanee of unatterable anguish on his relative.","“Help me—help me!” he screamed, fixing a glance of unutterable anguish on his relative."
"Rude benches of antique form were set about the vault, and motioning Auriol to be seated upon one of them, Rougemont sounded a silver whistle.","Rude benches of antique form were set about the vault, and motioning Auriol to be seated upon one of them, Rougemont sounded a silver whistle."
"Tho amusements of the evening commenced with a concert, which was performed by the first singers from the lItalian Opera; after which, the ball was opened by Auriol and his lovely brido.","The amusements of the evening commenced with a concert, which was performed by the first singers from the Italian Opera; after which, the ball was opened by Auriol and his lovely bride."
"All then is oer.'' What means this sudden change ?' cried Ebba, frightened by his looks.","“All then is over.” “What means this sudden change?” cried Ebba, frightened by his looks."
"This, then, was tha eer-burning lamp of the Rosierucians, and lougemont gazed at it with astonishment.","This, then, was the ever-burning lamp of the Rosicrucians, and Rougemont gazed at it with astonishment."
Then you are the Ficnd7'' he cried.,“Then you are the Fiend?” he cried.
" hope you receivel my letter, stating thst my sudden departure was unaoidnable,'' To be sure; and I also received the aluable snuff-lox you were so good as to send me,'' repliod MIr. Thorneycroft.","“I hope you received my letter, stating that my sudden departure was unavoidable.” “To be sure; and I also received the valuable snuffbox you were so good as to send me,” replied Mr. Thorneycroft."
tatas how it's done?'' remarkcd tle Sanuman.,that’s how it’s done?” remarked the Sandman.
"After a few moments' pansc, Ginger repeated the question.","After a few moments’ pause, Ginger repeated the question."
"The mistake you then committed shonld sere as a warning,'' said Auriol.","“The mistake you then committed should serve as a warning,” said Auriol."
"It is your venerable friend.'' 170 AUIOL. ot tho denee aro you doing here, and in this dress, or rayther undress 1'' inquirel Ginger.","“It is your venerable friend.” “Vot the deuce are you doing here, and in this dress, or rayther undress?” inquired Ginger."
"Bkulking along the blank and dresry walls, the Tinker, who was now a little in advance, stopped hefore a door, and pushing it open, entered the dwelling.","Skulking along the blank and dreary walls, the Tinker, who was now a little in advance, stopped before a door, and pushing it open, entered the dwelling."
"ee I ish ho'd turn his face a leetle more this ay.'' It's him, I tell you, Sndman,'' said tho Tinkecr. V mnst gie the signal to our comrade.'' e VII, IIl toell you wot it is, miss,'' ssid Ginger, conxingly, `` your svcecet'rt-Im sure he's your seet'art-I can tell those things in a minnit-our sveet'art, I say, shall give me fifteen pound, and the dog's yourn.","“I vish he’d turn his face a leetle more this vay.” “It’s him, I tell you, Sandman,” said the Tinker. “Ve must give the signal to our comrade.” “Vell, I’ll tell you wot it is, miss,” said Ginger coaxingly, “your sveet’art—I’m sure he’s your sveet’art—I can tell these things in a minnit—your sveet’art, I say, shall give me fifteen pound, and the dog’s yourn."
"Their path led tlrough as grove, in the midst of which was a fonntain; and they were hastening towards its marble brink, when all at once Edith uttcred a scream, and, starting basck, pointed to a large black snake lying befare her, anl upon which she wonld havoe trodden the next moment.","Their path led through a grove, in the midst of which was a fountain; and they were hastening towards its marble brink, when all at once Edith uttered a scream, and, starting back, pointed to a large black snake lying before her, and upon which she would have trodden the next moment."
Proossio fiddlestick1'' eried Ginger; `` more likely Tokay.,“Proossic fiddlestick!” cried Ginger; “more likely Tokay.
"IIe had a large and remarkably projecting month, liko that of a baboon, and a great shoek hend of black hair.","He had a large and remarkably projecting mouth, like that of a baboon, and a great shock head of black hair."
"UIltimately, the staircaso reached a small gallery, if such as name can be applied to a narrow passage, communicating with the bedrooms, the doors of which, as a matter of needful precaution, were locked outside; and as the windows wcre grated, no one conld lenvo his chamber without the knowledge of thoe landlord or his representative.","Ultimately, the staircase reached a small gallery, if such a name can be applied to a narrow passage communicating with the bedrooms, the doors of which, as a matter of needful precaution, were locked outside; and as the windows were grated, no one could leave his chamber without the knowledge of the landlord or his representative."
"One night, he showel me that olume, and, poiuting to a page within it, said: Those characters contain the secret of confecting the elixir of Iife.","One night he showed me that volume, and, pointing to a page within it, said: ‘Those characters contain the secret of confecting the elixir of life."
"Here, lazy-bones, bring tso glassos o' rum-and-wuater-stiff, dye hear7"" While the sleepy youth bestirred himself to obey these injunctions, tho inker read over every memorandum in the pocket-book, and then proceedled carefully to examine tha liferent scraps of paper with which it was filled.","Here, lazy-bones, bring two glasses o’ rum-and-water—stiff, d’ye hear?” While the sleepy youth bestirred himself to obey these injunctions, the Tinker read over every memorandum in the pocket-book, and then proceeded carefully to examine the different scraps of paper with which it was filled."
"You shall have her a bargin.'' What do you call a bargain, my good manf'' inquired Ebba, smiling.","You shall have her a bargin.” “What do you call a bargain, my good man?” inquired Ebba, smiling."
The old Rosicrucian has kept his seeret well; but the devil has helped me to wrest it from him.,The old Rosicrucian has kept his secret well; but the devil has helped me to wrest it from him.
"But she takes care this timo that I sh'n't repeat the trick; for no sooner does she obtain persession of her faourite than she embarks in the steamer for France, in the hope of keeping her dog safe there.'' Oh1","But she takes care this time that I shan’t repeat the trick; for no sooner does she obtain persession of her favourite than she embarks in the steamer for France, in the hope of keeping her dog safe there.” “Oh!"
"All is accomplished,'' cried the oice.","“All is accomplished,” cried the voice."
A Yon hae employed your arts too long.,“You have employed your arts too long.
"Bilence bing at length restored, tho Tinker, winking slyly at his companions, opened tho conersation.","Silence being at length restored, the Tinker, winking slyly at his companions, opened the conversation."
"With this a plank communicated, while beneath it lay a great heap of stones, amongst which were some grotesque cared heds.","With this a plank communicated, while beneath it lay a great heap of stones, amongst which were some grotesque carved heads."
"A smaller table of the same material stood near the fire, and opposite it was a staircase leading to tho upper rooms.","A smaller table of the same material stood near the fire, and opposite it was a staircase leading to the upper rooms."
"My memory sometimes dcserts me altogether, and my past life appcars like n iream.","My memory sometimes deserts me altogether, and my past life appears like a dream."
What's the matter2,“What’s the matter?
"Have I endureda long and troubled dream, during which I have fancied my]solf living through more than two centuries7","“Have I endured a long and troubled dream, during which I have fancied myself living through more than two centuries?"
"Wo're come to a dead stop.'' 4Dead stop, indeed 1'' echoed the iron-merchant.","We’re come to a dead stop.” “Dead stop, indeed!” echoed the iron-merchant."
That's a long time.,“That’s a long time.
"Farewell, for the present.'' And casting a sinister glance at his captie, he tnrned npon his heel, descended the steps, and quitted the cell.","Farewell for the present.” And casting a sinister glance at his captive, he turned upon his heel, descended the steps, and quitted the cell."
"It is no idle tale,'' repliod thc Tinker, boldly.","“It is no idle tale,” replied the Tinker boldly."
"%I have heard something of the story, but shonld liko to have full particulars.'' You shall henr them, then,'' replied Morse.","“I have heard something of the story, but should like to have full particulars.” “You shall hear them, then,” replied Morse."
"Disturbel by the shocek, the brass plate beneath the picture started from its place, and fell to the ground.","Disturbed by the shock, the brass plate beneath the picture started from its place, and fell to the ground."
"The occupants of the different chnmbers, nlarmed by the noise, called out to know what was going forward; but being locked in their rooms, they could renler no assistanco.","The occupants of the different chambers, alarmed by the noise, called out to know what was going forward; but being locked in their rooms, they could render no assistance."
"I hope not,'' groaned the iron-merchant.","I hope not,” groaned the iron-merchant."
"Is it so t'' It is,'' relied the doctor, '` and you shall now learn the conexion that subsists between us.","“Is it so?” “It is,” replied the doctor, “and you shall now learn the connection that subsists between us."
"It is true,'' said Rougemont.","“It is true,” said Rougemont."
"Talbot, who had yawned frequently, bnt fruitlessly, to gie hima hint, told him he might depend upon seeing him back on the evening of the third day, and in the mean time he committed him to the care of Mrs.","Talbot, who had yawned frequently, but fruitlessly, to give him a hint, told him he might depend upon seeing him back on the evening of the third day, and in the meantime he committed him to the care of Mrs."
"Wot'a the matter2'' cried the Sandman, who had lighted a eutty, and was quietly smoking it.","“Wot’s the matter?” cried the Sandman, who had lighted a cutty, and was quietly smoking it."
"WIthout pausing for further investigation, he took firm hold of the leathern wings of the dwarf, and with his disengged hand propelled himself towards the shore, dragging the other after him.","WIthout pausing for further investigation, he took firm hold of the leathern wings of the dwarf, and with his disengaged hand propelled himself towards the shore, dragging the other after him."
"Havring learnt this, I went down stairs, wondering what wonld next ensue.","Having learnt this, I went down-stairs, wondering what would next ensue."
I have heard Ebba speak of a tall man in a black cloak having some mysterions connexion with Auriol.,“I have heard Ebba speak of a tall man in a black cloak having some mysterious connection with Auriol.
"On the left stood a tall Grecian warrior, minns the head and right hand.","On the left stood a tall Grecian warrior, minus the head and right hand."
"A png was thrust into his breast, and he carried an exquisite Blenheim under cither arm.","A pug was thrust into his breast, and he carried an exquisite Blenheim under either arm."
' My master ordered me to smear the halberd with the sympathetic oiutment.,“My master ordered me to smear the halberd with the sympathetic ointment.
"It is,' replied the prisoner.","“It is,” replied the prisoner."
"Oh, he is within call.","“Oh, he is within call."
"I bethink me, the rabbi said there was one peril against whieh the elixir could not guard me-one vulnerable point, by which, like the heel of Achilles, death might reach me1","I bethink me, the rabbi said there was one peril against which the elixir could not guard me— one vulnerable point, by which, like the heel of Achilles, death might reach me!"
"Forcibly averting her gaze, Euba covered hcr eyes with her hands, but looking up again after a brief space, bcheld an ebon door at the side reolve upon its hinges, aud give entrance to three female figures, robed in blaek, hoodel and veiled, and haing their hands folded, in a melancholy manner, across their breasts.","Forcibly averting her gaze, Ebba covered her eyes with her hands, but looking up again after a brief space, beheld an ebon door at the side revolve upon its hinges, and give entrance to three female figures, robed in black, hooded and veiled, and having their hands folded, in a melancholy manner, across their breasts."
"Within it, in the garb he ware in life, with his wlite beard streaning to his waist, lay tle uncoffined body of his ancestor, Cyprian de Rougenont.","Within it, in the garb he wore in life, with his white beard streaming to his waist, lay the uncoffined body of his ancestor, Cyprian de Rougemont."
Who are yon who gie me this promise ?'' asked Auriol.,“Who are you who give me this promise?” asked Auriol.
"Thorneycroft after him, he plunged into an opening on the] right.","Thorneycroft after him, he plunged into an opening on the right."
But I will soon ascertain the point,But I will soon ascertain the point.
But tho mysterious individual conld no longer be seen.,But the mysterious individual could no longer be seen.
I asm perfectly asquainted with Auriol Darcy's history.,“I am perfectly acquainted with Auriol Darcy’s history.
":"" And such will ever bo the case with you. Seek not to love again, for our passion will be fatal to the object of it.","“And such will ever be the case with you. Seek not to love again, for your passion will be fatal to the object of it."
"Thereabouts,'' replied the other.","“Thereabouts,” replied the other."
"Take me to her without a moment's delay.'' But ve can't get to her, I tell 'ee,'' replied the Iinker.","Take me to her without a moment’s delay.” “But ve can’t get to her, I tell ‘ee,” replied the Tinker."
ee What will become of us 7' A roar of langhter from the others converted his terror into fury.,“What will become of us?” A roar of laughter from the others converted his terror into fury.
"Well, if it must be, I do swear to keep silence,'' rejoined Mr.","“Well, if it must be, I do swear to keep silence,” rejoined Mr."
"It's as gentle as a lmb.'' e Oh l you little darling I'' Ebba said, patting its sleek head and long silken ears, whiloe it fixed its large black eyes upon her, as if entreating her to becomo its purchaser.","It’s as gentle as a lamb.” “Oh you little darling!” Ebba said, patting its sleek head and long silken ears, while it fixed its large black eyes upon her, as if entreating her to become its purchaser."
Nothing could be more dreary than the aspect of tho place.,Nothing could be more dreary than the aspect of the place.
"I hopa that person has nothing to do with her disappearance.'' I shouldn't wonder if he had,'' replied Morse.","I hope that person has nothing to do with her disappearance.” “I shouldn’t wonder if he had,” replied Morse."
"He lookel round for his companions in misfortnne, but, thongh the chairs were there, they were unoccupied.","He looked round for his companions in misfortune, but, though the chairs were there, they were unoccupied."
"It was the monkey-or rather Old Parr-who, continuing to tug violently at his cont, at last succeoeded in drawing him backwards into the passage, and then grasping his hend tightly, hurried him along it.","It was the monkey—or rather Old Parr—who, continuing to tug violently at his coat, at last succeeded in drawing him backwards into the passage, and then grasping his hand tightly, hurried him along it."
"Soon after this, and while Auriol was gazing into the abyss, a tongue of blue flame arosoe from it, danced for a moment in the air, and then vanishoed.","Soon after this, and while Auriol was gazing into the abyss, a tongue of blue flame arose from it, danced for a moment in the air, and then vanished."
"So tlickly inhabited were these wretched dsellings, that ecry chamber, irom gurret to ccllar, swared with inmates.","So thickly inhabited were these wretched dwellings, that every chamber, from garret to cellar, swarmed with inmates."
'' A reader l-I hopo it's well lined.,“A reader!—I hope it’s well lined.
It looks suspicions.,It looks suspicious.
I cannot bear to think that she is nothing more than a vision.,I cannot bear to think that she is nothing more than a vision.
"Ipon this, Trigge lookel arounl, and snw a very ingular little man enter the shop.","Upon this, Trigge looked around, and saw a very singular little man enter the shop."
It was Mr.,It was Mr.
"Our mecting cannot be delayed mnch longer,'' pursued the stranger.","“Our meeting cannot be delayed much longer,” pursued the stranger."
Talbot; `' bat I should be glad if you dropped his acquaintance altogether.,Talbot; “but I should be glad if you dropped his acquaintance altogether.
His doemeanour had nndergone a fearful change.,His demeanour had undergone a fearful change.
"It's a dangerous bus'ness, ]and can only be managed in a sartin way, and by a sartin person, and he'd objeet to any on but you. To-night, at ielevenl","It’s a dangerous bus’ness, and can only be managed in a sartin way, and by a sartin person, and he’d object to any von but you. To-night, at eleven!"
"We shall see summast as'll take aray our senses,'' Tut'' cried the Tinker; 'it's only a aleepy-alker.",“We shall see summat as’ll take avay our senses.” “Tut!” cried the Tinker; “it’s only a sleepy-valker.
"You may depend upon them as upon me, sir,'' said Reeks.","“You may depend upon them as upon me, sir,” said Reeks."
"Lights glimmered in most windows, revealing the holly-sprigs and lanrel-leacs stuck thickly in thleir diamond panes; wlile, whenever as dor wus opened, n ruddy gleam burst across the strcet; and a glance inside the dwelling showed its inmates either gathered round tho glowing hearth, oecupicd in mirthful sports-fox-i'-th'hole, blind-nan's-buff, or shoe-the-marc-or seated at tho mple board grouning with Christmas checr.","Lights glimmered in most windows, revealing the holly-sprigs and laurel-leaves stuck thickly in their diamond panes; while, whenever a door was opened, a ruddy gleam burst across the street, and a glance inside the dwelling showed its inmates either gathered round the glowing hearth, occupied in mirthful sports—fox-i’-th’-hole, blind-man’s buff, or shoe-the-mare—or seated at the ample board groaning with Christmas cheer."
"I hoped you had forgotten me.'' I am sure you did not think so,'' she cried.","“I hoped you had forgotten me.” “I am sure you did not think so,” she cried."
"1-night, it came into my hend to wash the lood-stained y:c coutaining the secret with a subtle liquid.","To-night, it came into my head to wash the blood-stained page containing the secret with a subtle liquid."
"Not a word passed between them; but keeping a vigilant look-out, they trudged on with quick, shambling steps.","Not a word passed between them; but keeping a vigilant look-out, they trudged on with quick, shambling steps."
"Thorneyeroft 2 eeDon't I.--to be snre I do,'' cried the iron-merchant, coughing and mneezing.","Thorneycroft?” “Don’t I!—to be sure I do,” cried the iron-merchant, coughing and sneezing."
Government itsoelf is to blame.,Government itself is to blame.
I am undera terrible inluence.,“I am under a terrible influence.
"A. handkcerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and incrensed his natural appearanc of ferocity.","A handkerchief spotted with blood, and tied across his brow, contrasted strongly with his matted black hair, and increased his natural appearance of ferocity."
"The stranger's hat was off, and his high broad forehead, whitc as marble, was fully rerealed.","The stranger’s hat was off, and his high broad forehead, white as marble, was fully revealed."
I have heard whnt you havo uttered.,“I have heard what you have uttered.
"Let'a foller him.'' e I don't half like it,'' replied tha Sandman, his teeth chattering with apprehension.","“Let’s foller him.” “I don’t half like it,” replied the Sandman, his teeth chattering with apprehension."
"A picce of heary black drspery next descended like a cloud, concealing all behind it except the hand, with which the dwarf was suddenly seized by the nape of tha neck, lifted nup in tho air, and, notithstanding his shrieks nnd struggles, carried clean off.","A piece of heavy black drapery next descended like a cloud, concealing all behind it except the hand, with which the dwarf was suddenly seized by the nape of the neck, lifted up in the air, and, notwithstanding his shrieks and struggles, carried clean off."
"An immense iron cover worked in a grooe was pushed by somoe unseen mnchinery oer the top of the pit, and enclosed them in it.","An immense iron cover worked in a groove was pushed by some unseen machinery over the top of the pit, and enclosed them in it."
"As regards the house, you will find as regular conveyance of it within that writingdesk, while the note lying on the table, which bears your address, comes from me, and annonnces the payment of a lundred and twenty thousand pounds to you, as a debt of hononr.","As regards the house, you will find a regular conveyance of it within that writing-desk, while the note lying on the table, which bears your address, comes from me, and announces the payment of a hundred and twenty thousand pounds to you, as a debt of honour."
"Irayther think I have-a few,'' replioel Old arr, whose tongue tho generous liquil had loosened.","“I rayther think I have—a few,” replied Old Parr, whose tongue the generous liquid had loosened."
You faney you lave discovered the olixir vit.'' e Fancy I have discorered it1' eried Doetor Lamb.,You fancy you have discovered the elixir vitæ .” “Fancy I have discovered it!” cried Doctor Lamb.
"The chimney-piece, which was curiously cared, and projected far inlo the room, mas laden with various implements of Hermetie science.","The chimney-piece, which was curiously carved, and projected far into the room, was laden with various implements of hermetic science."
"Ginger's dogs, shortly after the departure of the drowsy youth, anuounced tho npproach of a grotesque-looking littlo personage, whose sloulders barely reached to a level with the top of the table.","Ginger’s dogs, shortly after the departure of the drowsy youth, announced the approach of a grotesque-looking little personage, whose shoulders barely reached to a level with the top of the table."
"FIlashes of light passed before Anriol's eyes, and strange noises smote his ears.","Flashes of light passed before Auriol’s eyes, and strange noises smote his ears."
"He is a messenger of ill,'' replied Anriol, ` and I am thankful he is gone.'' Are yon qaite sure of it71'' he asked, glaneing timorously up and down tho road.","“He is a messenger of ill,” replied Auriol, “and I am thankful he is gone.” “Are you quite sure of it?” she asked, glancing timorously up and down the road."
"Let's get ont o' this as fast as ve can.'' And he kicked and pshed against tho door, but all is offorts were unaailing to burst it open.","Let’s get out o’ this as fast as ve can.” And he kicked and pushed against the door, but all his efforts were unavailing to burst it open."
"It'a Rougemont himself,'' cried the dwarf, in alarm.","“It’s Rougemont himself,” cried the dwarf in alarm."
"MAfter some time spent in tlis way, he began to fear the young man must have departed, when all at once a piercing scream resounded throgh the dwelling.","After some time spent in this way, he began to fear the young man must have departed, when all at once a piercing scream resounded through the dwelling."
poh l'' cried Loftus.,poh!” cried Loftus.
"As soon as the dance was over, Auriol made a sign to an attendant, who instantly disappeared.","As soon as the dance was over, Auriol made a sign to an attendant, who instantly disappeared."
"Surrendering himself delightedly to their influence, he sank upon a couch, and for some time was rapped in a dreamy elysium, imagining himself wandering with Edith Talbot in a lovely garden, redolent of sweets, and ocal with the melody of Uirds.","Surrendering himself delightedly to their influence, he sank upon a couch, and for some time was wrapped in a dreamy elysium, imagining himself wandering with Edith Talbot in a lovely garden, redolent of sweets, and vocal with the melody of birds."
My head is geing.,“My head is going.
4Where is he?,“Where is he?
tAre you preparel to ful6l the compact7 Whnt do you require 2'' replied Auriol.,“Are you prepared to fulfil the compact?” “What do you require?” replied Auriol.
"In my frenzy I shonld have laid violent hands npon myself, if I had not been restrained.","In my frenzy I should have laid violent hands upon myself, if I had not been restrained."
old Rowley ?'' crioed the dwnrf-' often.,old Rowley?” cried the dwarf—“often.
"Tlorneycroft; I ain't to ba aiia5G It's no gammon,'' said Ginger.","Thorneycroft; “I ain’t to be gammoned in that way.” “It’s no gammon,” said Ginger."
"So if I don't sell it next week, I shall send it to MIounseer Coqquilu.","So if I don’t sell it next week, I shall send it to Mounseer Coqquilu."
"`' You are only, therefore, where you were.","“You are only, therefore, where you were."
"Aftera while, he sgain moved forward, but as oice, which he. recognised as that of Rongemont, called npon him to stay.","After a while, he again moved forward, but a voice, which he recognised as that of Rougemont, called upon him to stay."
"e Noer mind,'' rejoined thoe Tinker, with a cunning look; `` you see I does know some cur'ous matters as vell as you, my old file.","“Never mind,” rejoined the Tinker, with a cunning look; “you see I does know some cur’ous matters as veil as you, my old file."
"It was the lsst day of tho last year, and two hours anly were wanting to the birth of another year and of anothaor century.","It was the last day of the last year, and two hours only were wanting to the birth of another year and of another century."
ee You are sure Mr.,“You are sure Mr.
"As I wos sayin', we gets a high price sometimes for restorin' a faourite, especially en e'va a soft-heartol lady to deal with.","As I wos sayin’, we gets a high price sometimes for restorin’ a favourite, especially ven ve’ve a soft-hearted lady to deal vith."
"LL--114 ABIOL. PREPARATIOB. O that snme night, at the appointed hour, Mr.","Chapter 11 Preparations On that same night, at the appointed hour, Mr."
"Myriads of stan paed the deep vnult of heaen; the crescent moon hung like a silver lamp in the milst of them; a stream of rosy and quivrering light issuing from the north trarersed th sky, like the tail of some stupendous coet; whilo from its point of effluence broke forth, ever and anon, coruscations rivalling in splendour and variety of hue the most brilliant discharge of fireworks.","Myriads of stars paved the deep vault of heaven; the crescent moon hung like a silver lamp in the midst of them; a stream of rosy and quivering light, issuing from the north, traversed the sky, like the tail of some stupendous comet; while from its point of effluence broke forth, ever and anon, coruscations rivalling in splendour and variety of hue the most brilliant discharge of fireworks."
"It was lighted at interrals by lamps, which emitted a feeble rsdianee.","It was lighted at intervals by lamps, which emitted a feeble radiance."
As good a pigeon-pie as ever I tastel.,“As good a pigeon-pie as ever I tasted.
"Miiway up it stood n door, equally dilapidatod, but secunrot by a chain and lock, of which Old Parr, as deputy-chamberlain, kept thc key.","Midway up it stood a door equally dilapidated, but secured by a chain and lock, of which Old Parr, as deputy-chamberlain, kept the key."
