id,Ground Truth,OCR Text,CER
1247,"“It was much mutilated when I remember it; some of the pinnacles were broken, and the foliage defaced, but the statues of the queen were still standing in the recesses; and altogether the effect was beautiful.” “It must have been charming,” observed Loftus, rubbing his hands; “and, though I like the statue, I would much rather have had the old Gothic cross.","It was much mutilated when I remember it; some of the pinnaeles weroe broken, and tho foliage defaced, bnt the statues of the queen were still standing in the recesses; and altogether the eflect was beautiful,'' It must have been charming,'' obsered Loftus, rubbing his hands; '`and, tough I like the statue, I would much rather have had the old Gothic cross.",0.0440771349862259
1248,"But how fortunate the former escaped destruction in Oliver Cromwell’s time!” “I can tell you how that came to pass, sir,” replied Morse, “for I was assistant to John Rivers, the brazier, to whom the statue was sold.” “Ah!","But how fortunate the former eseaped destruction in Olier Cromwell's time.'' I can tell yon how that camo to pass, sir,'' replied Morse, `` for I was assistant to John Rivers, the brazier, to whom tho statue was sold,' AhI",0.08444444444444445
1249,indeed!” exclaimed Loftus.,indeed 1'' exclaimed Loftns.,0.17857142857142858
1250,"“I have heard something of the story, but should like to have full particulars.” “You shall hear them, then,” replied Morse.","%I have heard something of the story, but shonld liko to have full particulars.'' You shall henr them, then,'' replied Morse.",0.07142857142857142
1251,"“Yon statue, which, as you know, was cast by Hubert le Sueur, in 1633, was ordered by Parliament to be sold and broken to pieces.",":Yon statue, which, as you know, was cast by Habert le Sueur, in 1633, was ordered by prliament to be sold and brokcen to pieces.",0.038461538461538464
1252,"Well, my master, John Rivers, being a stanch Royalist, though he did not dare to avow his principles, determined to preserve it from destruction.","Well, my master, John Rivers, being a staunch royalist, though he did not dare to aow his principles, determinel to preserve it from destruction.",0.0273972602739726
1253,"Accordingly, he offered a good round sum for it, and was declared the purchaser.","Accordingly, he offered a good round sum for it, and was declared tho purehaser.",0.025
1254,But how to dispose of it was the difficulty?,But how to dispose of it was thoe difliculty 1,0.08695652173913043
1255,"He could trust none of his men but me, whom he knew to be as hearty a hater of the Roundheads, and as loyal to the memory of our slaughtered sovereign, as himself.","He could trust none of his men but me, whom he knoew to be as hearty a hater of the Roundheads, and as loyal to the memory of our slaughtered sorereign, as himself.",0.012195121951219513
1256,"Well, we digged a great pit, secretly, in the cellar, whither the statue had been conveyed, and buried it.","Well, we digged a great pit, secretly, in the cellar, whitler the statne had been coneyed, and buried it.",0.02830188679245283
1257,"The job occupied us nearly a month; and during that time, my master collected together all the pieces of old brass he could procure.","The job occupiecd us nearly a month; and during that time, my naster collected together all the pieces of old brass he could procure.",0.015037593984962405
1258,"These he afterwards produced, and declared they were the fragments of the statue.","These he afterwards produced, and declared they were tle fragments of the statue.",0.012345679012345678
1259,But the cream of the jest was to come.,But the cream of the jest was to come.,0.0
1260,"He began to cast handles of knives and forks in brass, giving it out that they were made from the metal of the statue.","He began to cast handloes aof knives nnd forks in brass, giving it out that they were made from the metal of the statue.",0.025
1261,"And plenty of ’em he sold too, for the Cavaliers bought ’em as memorials of their martyred monarch, and the Roundheads as evidences of his fall.","And plenty of 'em he sold too, for the Cavaliers bought 'em as memorials of their martyred monarch, and the Roundheads as eidences of his fall.",0.020833333333333332
1262,In this way he soon got back his outlay.” “Ha!,"In this way he soon got back his outlay,'' Ha1",0.10638297872340426
1263,ha!,ha I,0.5
1264,ha!” laughed Loftus.,ha l'' langhed Loftus.,0.22727272727272727
1265,"“Well, in due season came the Restoration,” pursued Morse; “and my master made known to King Charles the Second the treasure he had kept concealed for him.","Wll, in due season came the Restoration,'' pursued MIorse; `` and my master made known to Iing Charles tha Seeond the treasure he had kept concealed for him.",0.06918238993710692
1266,"It was digged forth, placed in its old position—but I forget whether the brazier was rewarded.","It was digged forth, placed in its old position-but I forget whether the brazier was rewarded.",0.010638297872340425
1267,"I rather think not.” “No matter,” cried Loftus; “he was sufficiently rewarded by the consciousness of having done a noble action.","I rather think not,'' No matter,'' cried Loftus; '' he ws sufficiently rewarded by the consciousness of haing done a noble action.",0.08270676691729323
1268,"But let us go and examine the sculpture on the pedestal more closely.” With this he crossed over the road; and, taking off his hat, thrust his head through the iron railing surrounding the pedestal, while Morse, in order to point out the beauties of the sculpture with greater convenience, mounted upon a stump beside him.","Bnt let us go and examine the sculpture on the pedestal ]more closely.'' xith this, he crossed oer the rond; and, taking off his hat, thrnst his head through the iron railing surrounding the pedestal, while Morse, in order to point out the beanties of the sculptnre with greater convenience, mounted upon a stump beside him.",0.1444141689373297
1269,"“You are aware that this is the work of Grinling Gibbons, sir?” cried the dwarf.","Yon are aware that this is the work of Grinling Gibbons, sir1'' oried the dwarf,",0.08641975308641975
1270,"“To be sure I am,” replied Loftus—“to be sure.","ee Io be sure I am,'' replied Loftus-`` to be sure.",0.19607843137254902
1271,"What fancy and gusto is displayed in the treatment of these trophies!” “The execution of the royal arms is equally admirable,” cried Morse.","What faney and gusto is displayed in the trentment of these trophies I' The execution of the royal arms is equally admirable,'' cried Morse.",0.05673758865248227
1272,"“Never saw anything finer,” rejoined Loftus—“never, upon my life.” Every one knows how easily a crowd is collected in London, and it cannot be supposed that our two antiquaries would be allowed to pursue their investigations unmolested.","Noerer saw anything finer,'' rejoined Loftus-'`nerer, npon my lite."" Eery one kows how easily a crowd is oollocted in London, and it cannot be supposed that our two antiquaries would be allowed to pursue their investigations unmolosted.",0.07112970711297072
1273,"Several ragged urchins got round them, and tried to discover what they were looking at, at the same time cutting their jokes upon them.","Several ragged urehins got round them, and tried to discover what they were looking at, at te same time cutting their jokes upon them.",0.014814814814814815
1274,"These were speedily joined by a street-sweeper, rather young in the profession, a ticket-porter, a butcher’s apprentice, an old Israelitish clothes-man, a coalheaver, and a couple of charity-boys.","Theso were speedily joined by a street-seeper, rather yong in the profession, a ticketporter, a butcher's apprcntice, an oll Israelitish clothes-man, a coalheaver, and a couple of charity-boys.",0.03571428571428571
1275,"“My eyes!” cried the street-sweeper, “only twig these coves.","My eyes.'' eried the street-sweeper, '`only twig these coes.",0.12903225806451613
1276,"If they ain’t green ‘uns, I’m done.” “Old Spectacles thinks he has found it all out,” remarked the porter; “ve shall hear wot it all means by-and-by.” “Plesh ma ‘art,” cried the Jew, “vat two funny old genelmen.","If they ain't green 'uns, ITm done.'' Old Spectacles thinks he has found it all ont,'' remarked the porter; ``ve shall hear wot it all means, band-by. Plesh ma 'art,'' eried the Jew, '`at two funny old genelmen.",0.10185185185185185
1277,"I vonder vat they thinks they sees?” “I’ll tell ‘ee, master,” rejoined the butcher’s apprentice; “they’re a tryin’ vich on ’em can see farthest into a millstone.” “Only think of living all my life in London, and never examining this admirable work of art before!” cried Loftus, quite unconscious that he had become the object of general curiosity.","I vondoer at they thinks they sees'' TIl tell 'ee, master,'' rejoined the butcher's apprentice; 2they're a tryin' ich on 'em can see farthest into as millstone.'' Only think of living all my life in London, and neer examining this admirable work of art bwfore I'' eried Loftus, qnite uneonscious that he had become the object of general cnriosity.",0.08498583569405099
1278,"“Look closer at it, old gem’man,” cried the porter.","Look closer at it, old gem'man,'' eried the porter.",0.09615384615384616
1279,"“The nearer you get, the more you’ll admire it.” “Quite true,” replied Loftus, fancying Morse had spoken; “it’ll bear the closest inspection.” “I say, Ned,” observed one of the charity-boys to the other, “do you get over the railin’; they must ha’ dropped summat inside.","The nearer you get, the more yon'll admire it'' `'Quita true,'' replied Loftus, fancying Morse had spoken; 5ll bear the closest inspection.'' I say, Ned,'' obsered one of the charity-boys to tho other, '` do you get over the railin'; tley must hs' dropped summat inside.",0.10144927536231885
1280,"See what it is.” “I’m afraid o’ spikin’ myself, Joe,” replied the other; “but just give us a lift, and I’ll try.” “Wot are you arter there, you young rascals?” cried the coalheaver; “come down, or I’ll send the perlice to you.” “Wot two precious guys these is!” cried a ragamuffin lad, accompanied by a bulldog.","See what it is.'' e I'm afraid o' spikin' myself, Joe,'' replied tho other; but just give us as lift, and Tll try.'' Wot are you arter there, you yotng rascalat'' cried th coalheaver; `' come iown, or Tll send tho perlico to you.'' ot two proecious guys these isl'' ericd a ragamuffin lad, accompanied by a bull-dog.",0.13003095975232198
1281,"“I’ve a good mind to chuck the little ’un off the post, and set Tartar at him.","Io a good mind to chuck tho little 'un off the post, and sct Tartar at him.",0.08974358974358974
1282,"Here, boy, here!” “That ‘ud be famous fun, indeed, Spicer!” cried another rapscallion behind him.","Here, boy, ere1'' That ud bo famous fun, indeed, Spicer I' cried another rapscallion bchind him.",0.1111111111111111
1283,“Arrah!,Arrahl,0.2857142857142857
1284,"let ’em alone, will you there, you young divils!” cried an Irish bricklayer; “don’t you see they’re only two paiceable antiquaries.” “Oh, they’re antiquaries, are they?” screamed the little street-sweeper.","let 'em alone, will yon there, yon young adiils I'' eriel an Irish bricklayer; ' don't you see they'ra only two paiccable antiquaries.'' TOSB. 109 Oh, they're antiquaries, are they 7'' screamed the little street-sweeper.",0.15384615384615385
1285,"“Vell, I never see the likes on ’em afore; did you, Sam?” “Never,” replied the porter.","tA Vell, I never see the likes on 'em afore; did you, Snm ' Never,'' replied the porter.",0.11235955056179775
1286,"“Och, murther in Irish!","Och, murther in Irish l",0.125
1287," ye’re upsettin’ me, an’ all the fruits of my industry,” cried an applewoman, against whom the bricklayer had run his barrow.","1 ye're upsettin' me, an' all tha fruits of my industry,'' cried an applewoman, against whom the bricklayer hnd run his barrow.",0.06299212598425197
1288,“Divil seize you for a careless wagabone!,Divil seize yon fora eareless wagabone,0.12195121951219512
1289,"Why don’t you look where ye’re goin’, and not dhrive into people in that way?” “Axes pardon, Molly,” said the bricklayer; “but I was so inter est ed in them antiquaries, that I didn’t obsarve ye.” “Antiquaries be hanged!","Why don't you look where ye're goin', and not dhrive into people in that way 7'' 'Axes pardon, Molly,'' said the bricklayer; 'but I was so interested in tlem antiquaries, that I didn't obsarre ye.'' Antiquaries be hanged1",0.08928571428571429
1290,what’s such warmint to me?” cried the applewoman furiously.,"what's such warmint to me '' cried the applewoman, furiously.",0.08196721311475409
1291,"“You’ve destroyed my day’s market, and bad luck to ye!” “Well, never heed, Molly,” cried the good-natured bricklayer; “I’ll make it up t’ye.","You've destroyed my day's market, and bad luck to yel'' WeIl, never heed, Molly,'' cried the good-natured bricklayer; Ill make it up t'ye.",0.09154929577464789
1292,"Pick up your apples, and you shall have a dhrop of the craiter if you’ll come along wid me.” While this was passing, a stout gentleman came from the farther side of the statue, and perceiving Loftus, cried—“Why, brother-in-law, is that you?” But Loftus was too much engrossed to notice him, and continued to expiate upon the beauty of the trophies.","Pick up your apples, and you shall hae a dhrop of the craiter if you'll come along wid me,'' :cz= While this wss passing, a stout gentleman came from -- Why, brother-in-law, is that you 7'' But Loftus was too much engrossed to notice him, and osta e stene u r ue.",0.32303370786516855
1293,"“What are you talking about, brother?” cried the stout gentleman.","What are you tlking about, brother '' cried the stout gentleman.",0.07575757575757576
1294,"“Grinling Gibbons,” replied Loftus, without turning round.","Griuling Gibbons,'' replied Loftus, without tarning round.",0.0847457627118644
1295,"“Horace Walpole said that no one before him could give to wood the airy lightness of a flower, and here he has given it to a stone.” “This may be all very fine, my good fellow,” said the stout gentleman, seizing him by the shoulder; “but don’t you see the crowd you’re collecting round you?","Horace Walpole said that no one before him could gie to wood the airy lightness of a flower, and here he has gien it to s stone. This may be all very fine, my good fellow,'' said tha stout gentleman, seizing him by the shonulder, but don't you see the crowd you're collccting round you7",0.0547945205479452
1296,"You’ll be mobbed presently.” “Why, how the devil did you come here, brother Thorneycroft?” cried Loftus, at last recognising him.","You'll be mobbed presently.'' Why, how the deril did yon come here, brother Thorneycroft ' cried Loftus, at last recognisiag him.",0.06923076923076923
1297,"“Come along, and I’ll tell you,” replied the iron-merchant, dragging him away, while Morse followed closely behind them.","Come along, and TIl tell you,'' replied the iron-merchant, drsgging him away, hile MIorse followed closely behind them.",0.07317073170731707
1298,"“I’m so glad to have met you,” pursued Thorneycroft, as soon as they were clear of the mob; “you’ll be shocked to hear what has happened to your niece, Ebba.” “Why, what has happened to her?” demanded Loftus.","Tm so glad to have met you,'' pursued Tlorneycroft, as soon as they were clear of the mob; ""` you'll bo shocked to hear what has happened to your niece, Ebba. e Wh, what has happened to her2'' demanded Lofts.",0.0892018779342723
1299,“You alarm me.,You alarm me.,0.07142857142857142
1300,Out with it at once.,Out with it at once.,0.0
1301,"I hate to be kept in suspense.” “She has left me,” replied Thorneycroft—“left her old indulgent father—run away.” “Run away!” exclaimed Loftus.","I hate te bo kept in suspense.'' She has left me,'' replied Thorneyeroft-t left her old indulgent father-run away.'' e Run away'' oxelaimod Loftus.",0.14189189189189189
1302,“Impossible!,""" Impossible1",0.23076923076923078
1303,"I’ll not believe it—even from your lips.” “Would it were not so!—but it is, alas!","TI not believe it-even from your lips.'' 4 Wonld it were not sol-bnt it is, alasl",0.16666666666666666
1304,"too true,” replied Thorneycroft mournfully.","too trae,'' rcplied Thorneycroft, mournfully.",0.1111111111111111
1305,"“And the thing was so unnecessary, for I would gladly have given her to the young man.","And the thing was so unnecessnry, for I wonld gladly hne giren her to tho young man.",0.08139534883720931
1306,"My sole hope is that she has not utterly disgraced herself.” “No, she is too high principled for that,” cried Loftus.","MIy sole hope is that she has not utterly disgraced herself.'' No, she is too high principled for thit,'' eriod Loftas.",0.08333333333333333
1307,“Rest easy on that score.,Rest easy on that score.,0.04
1308,"But with whom has she run away?” “With a young man named Auriol Darcy,” replied Thorneycroft.","But withi whom has she run away 7'' With s young man named Anriol Darecy,'' roplied Thor neycroft.",0.13131313131313133
1309,“He was brought to my house under peculiar circumstances.,He was brought to my house under peculiar circumstances.,0.017543859649122806
1310,"” “I never heard of him,” said Loftus."," 111 4I never heard of him,'' said Loftus.",0.16666666666666666
1311,"“But I have,” interposed Morse.","But I hae,'' interposed Morse.",0.125
1312,“I’ve known him these two hundred years.” “Eh day!,Io known him these tno hundred yenrs.'' Eh day 1,0.21153846153846154
1313,who’s this?” cried Thorneycroft.,whos this7'' eried Thorneyeroft.,0.18181818181818182
1314,"“A crack-brained little fellow, whom I’ve engaged as valet,” replied Loftus.","A crack-brsined littlo fellow, whom Tve engsged as valet,'' replied Loftus.",0.1038961038961039
1315,"“He fancies he was born in Queen Elizabeth’s time.” “It’s no fancy,” cried Morse.",""" He fancies he was born in Qaeen Elizabeth's time.'' ee It's no faney,'' ecried Morse.",0.16091954022988506
1316,“I am perfectly acquainted with Auriol Darcy’s history.,I asm perfectly asquainted with Auriol Darcy's history.,0.07142857142857142
1317,"He drank of the same elixir as myself.” “If you know him, can you give us a clue to find him?” asked Thorneycroft.","He drank of tha asame elixir as myself'' e If yon know him, cn yo give us a clue to find him 1'' asked Thorneyeroft.",0.11864406779661017
1318,"“I am sorry I cannot,” replied Morse.","I am sorry I cannot,'' replied Morse.",0.07894736842105263
1319,"“I only saw him for a few minutes the other night, after I had been thrown into the Serpentine by the tall man in the black cloak.” “What’s that you say?” cried Thorneycroft quickly.","`I only saw him for a few minutes the other night, after I had been thrown into the Serpentine by the tall man in the black cloak.'' What's that yo say 7'' eried Thorneycroft, quickly.",0.06451612903225806
1320,“I have heard Ebba speak of a tall man in a black cloak having some mysterious connection with Auriol.,I have heard Ebba speak of a tall man in a black cloak having some mysterions connexion with Auriol.,0.0392156862745098
1321,"I hope that person has nothing to do with her disappearance.” “I shouldn’t wonder if he had,” replied Morse.","I hopa that person has nothing to do with her disappearance.'' I shouldn't wonder if he had,'' replied Morse.",0.06363636363636363
1322,“I believe that black gentleman to be——” “What!—who?” demanded Thorneycroft.,Ibeliee that black gentleman to be--'' What 1--who 7'' demanded Thorneycroft.,0.19753086419753085
1323,"“Neither more nor less than the devil,” replied Morse mysteriously.","e Neither more nor less than the devil,'' replied Morso, mysteriously.",0.08571428571428572
1324,“Pshaw!,Pshawl,0.2857142857142857
1325,poh!” cried Loftus.,poh l'' cried Loftus.,0.19047619047619047
1326,"“I told you the poor fellow was half cracked.” At this moment, a roguish-looking fellow, with red whiskers and hair, and clad in a velveteen jacket with ivory buttons, who had been watching the iron-merchant at some distance, came up, and touching his hat, said, “Mr.","I told you the poor fellow was half cracked.'"" At this moment, a roguish-looking fellow, with red whiskers and hair, and clad in a velveteen jacket with ivory bnuttons, who had been watching the iron-merchant at some distance, came up, and touching his hat, said, ` Mr.",0.022222222222222223
1327,"Thorneycroft, I believe?” “My name is Thorneycroft, fellow!” cried the iron-merchant, eyeing him askance.","Thorneyeroft, I believe t'' My name is Thorneyeroft, fellow I'' cried the ironmerchant, eyeing him askance.",0.11009174311926606
1328,"“And your name, I fancy, is Ginger?” “Exactly, sir,” replied the dog-fancier, again touching his hat, “ex-actly.","`' And your name, I faney, is Ginger 2 Exactly, sir,'' replied the dog-fancier, again touching his hat, `` ex-actly.",0.10256410256410256
1329,"I didn’t think you would rekilect me, sir.",I didn't think you would rekilect me sir.,0.047619047619047616
1330,"I bring you some news of your darter.” “Of Ebba!” exclaimed Thorneycroft, in a tone of deep emotion.","I bring yo some news of your darter.'' OI EbUa?'' exclaimed Thorneycroft, in a tone of deep emotion.",0.08823529411764706
1331,"“I hope your news is good.” “I wish it wos better, for her sake as well as yours, sir,” replied the dog-fancier gravely; “but I’m afeerd she’s in werry bad hands.” “That she is, if she’s in the hands o’ the black gentleman,” observed Morse.","I hope your news is good.'' :::ccc. I wish it wos better, for her sake as well as yours, sir,'' werry bad hands.'' That she is, if shes in the hands o' the black gentleman,'' obsersed Morse.",0.312
1332,"“Vy, Old Parr, that ain’t you?” cried Ginger, gazing at him in astonishment.","Vy, Old Parr, that ain't you 7'' cried Ginger, gazing at him in astonishment.",0.07692307692307693
1333,"“Vy, ‘ow you are transmogrified, to be sure!” “But what of my daughter?” cried Thorneycroft; “where is she?","Vy, 'ow you are transmogrified, to be sure t' But what of my dnughter7'' criod Thorneycroft; where is she2",0.11926605504587157
1334,"Take me to her, and you shall be well rewarded.” “I’ll do my best to take you to her, and without any reward, sir,” replied Ginger, “for my heart bleeds for the poor young creater.","Take me to her, and you shall be well rewarde.'' Ill do my best to take yon to her, and without any reward, sir,'' replied Ginger, '`for my heart bleeds for the poor young creater.",0.0546448087431694
1335,"As I said afore, she’s in dreadful bad hands.” “Do you allude to Mr.","As I snid afore, sho's in dreadful bad hasnds.'' Do yon allude to Mr.",0.11428571428571428
1336,Auriol Darcy?” cried Thorneycroft.,Auriol Darey?'' cried Thorneycrnft.,0.11428571428571428
1337,"“No, he’s as much a wictim of this infernal plot as your darter,” replied Ginger; “I thought him quite different at first—but I’ve altered my mind entirely since some matters has come to my knowledge.” “You alarm me greatly by these dark hints,” cried Thorneycroft.","-No, he's as much a wictim of this infernal plot as your darter,'' replied Ginger; ' I thought him quite differont at first-but I 've altered my mind entirely since some matters hss como to my knowledge.'' Yon alarm me greatly by-these dark hints,'' cried Thorneycroft.",0.07037037037037037
1338,"“What is to be done?” “I shall know in a few hours,” replied Ginger.","eWhat is to be done 1'' I shall know in a few hours,'' replied Ginger.",0.11267605633802817
1339,“I ain’t got the exact clue yet.,I ain't got the exaet clue yet.,0.09375
1340,"But come to me at eleven o’clock to-night, at the Turk’s Head, at the back o’ Shoreditch Church, and I’ll put you on the right scent.","But come to me at eleven oclock to-night, at the ITurk's Head, at the back o' Shoreditch Church, and Tll put you on the right scent.",0.04477611940298507
1341,"You must come alone.” “I should wish this gentleman, my brother-in-law, to accompany me,” said Thorneycroft.","Yon must come alone.'' 4 I should wish this gentleman, my brother-in-law, to aceompany me,'' said Thorneyeroft.",0.08108108108108109
1342,"“He couldn’t help you,” replied Ginger.","Ho couldn't help you,'' replied Ginger.",0.125
1343,“I’ll take care to have plenty of assistance.,Ill take care to hae plenty of assistance.,0.06666666666666667
1344,"It’s a dangerous bus’ness, and can only be managed in a sartin way, and by a sartin person, and he’d object to any von but you. To-night, at eleven!","It's a dangerous bus'ness, ]and can only be managed in a sartin way, and by a sartin person, and he'd objeet to any on but you. To-night, at ielevenl",0.05333333333333334
1345,"Good-bye, Old Parr.","Good by, Old Parr.",0.10526315789473684
1346,"Ve shall meet again ere long.” And without a word more, he hurried away.","e shall meet again ere ]ong.'' And withont a word more, he hurried awa.",0.0821917808219178
1347,"Chapter 11 Preparations On that same night, at the appointed hour, Mr.","LL--114 ABIOL. PREPARATIOB. O that snme night, at the appointed hour, Mr.",0.35135135135135137
1348,"Thorneycroft repaired to Shoreditch, and entering a narrow street behind the church, speedily discovered the Turk’s Head, at the door of which a hackney-coach was standing.","Thomneycroft ropaired to Shoreditch, and entering a narrow street belind tho chnreh, speedily discovered the Turk's Head, at tho door of which a hackey-coach was standing.",0.05232558139534884
1349,"He was shown by the landlord into a small back room, in which three men were seated at a small table, smoking, and drinking gin and water, while a fourth was standing near the fire, with his back towards the door.","He was shown by the lndlord into a small back room, in which three men were scated at a small table, smokiag, and drinking gin and water, while a fourth was standing uear the fire, with his back towards tho door.",0.023474178403755867
1350,"The latter was a tall, powerfully built man, wrapped in a rough greatcoat, and did not turn round on the iron-merchant’s entrance.","The Iatter was a tall powerfnlly-built man, wrapped in s rough great-coat, and did not turn round on the iron-merchant's entrance.",0.05343511450381679
1351,"“You are punctual, Mr. Thorneycroft,” said Ginger, who was one of the trio at the table; “and I’m happy to say, I’ve arranged everythin’ for you, sir.","e You aro punctunl, Mfr. Thornoycroft,'' said Ginger, who wass one of the trio at thoe table; ' and Tm happy to say, I've arranged eerythin' for you, sir.",0.10897435897435898
1352,My friends are ready to undertake the job.,My frionds are ready to undertako the job.,0.047619047619047616
1353,"Only they von’t do it on quite sich easy terms as mine.” The Tinker and the Sandman coughed slightly, to intimate their entire concurrence in Mr. Ginger’s remark.","Only they von't do it on quite sich casy terms as mine.'' Tle Tinker and tho Sandman coughcd sligltly, to intimate their cntire concurrence in MIr. Ginger's remarkc",0.07317073170731707
1354," “As I said to you this mornin’, Mr.",", As 1I said to you this mornin', Mr.",0.10526315789473684
1355,"Thorneycroft,” pursued Ginger, “this is a difficult and a dangerous bus’ness, and there’s no knowin’ wot may come on it.","Thorneycroft,'' pursued Ginger, `` this is a difficnlt and a dangerous bus'ness, and there's no knowin' wot may come on it,",0.08130081300813008
1356,"But it’s your only chance o’ recoverin’ your darter.” “Yes, it’s your only chance,” echoed the Tinker.","Dut it's your only chance o' recoverin' yonr darter.'' Ys, is your only chance,'' echoed the Tinker.",0.125
1357,"“Ve’re about to risk our precious lives for you, sir,” said the Sandman; “so, in coorse, ve expects a perportionate revard.” “If you enable me to regain my daughter, you shall not find me ungrateful,” rejoined the iron-merchant.","PEPAre abont to risk our precios lives for yon, sir,'' sid the Sandman ; `` so, in coorse, ve expeets a perportionato reard,'' If you enable me to regain my danghter, you shall not find me ungratefal,'' rjoined the iron-merchant.",0.1111111111111111
1358,"“I must have a hundred pounds,” said the Tinker—“that’s my lowest.” “And mine, too,” said the Sandman.","I must hae s hundred ponds,'' said the Tinkere that's my lowest'' 2: And mine, too,'' said the Sandman.",0.1509433962264151
1359,"“I shall take nuffin’ but the glory, as I said afore,” remarked Ginger.","I shnll take nnffin' but the glory, as I said afore,'' remarked Ginger.",0.08333333333333333
1360,"“I’m sworn champion o’ poor distressed young damsils; but my friends must make their own bargins.” “Well, I assent,” returned Mr.","`` I'm sworn champion o' poor distressed young damsils; but my friends must make their own bargins.'' el, I assent,'' retamned Mr.",0.10526315789473684
1361,Thorneycroft; “and the sooner we set out the better.” “Are you armed?” asked Ginger.,Thorneycroft; '`and the sooner we set out tho better.'' Are you nrmed 7'' askod Ginger.,0.13636363636363635
1362,"“I have a brace of pistols in my pocket,” replied Thorneycroft.","Ihne a brace of pistols in my poeket,'' replied Thorneycroft.",0.109375
1363,"“All right, then—ve’ve all got pops and cutlashes,” said Ginger.","All right, then-ve've all got pops and cutlashes,'' said Ginger.",0.07692307692307693
1364,"“So let’s be off.” As he spoke, the Tinker and Sandman arose; and the man in the rough greatcoat, who had hitherto remained with his back to them, turned round.","So let's be off, As he spoke, the Tinker and Sandman arose; and tho man in the rough grent-coat, who had hitherto remined with his back to them, tnrned round.",0.055900621118012424
1365,"To the iron-merchant’s surprise, he perceived that the face of this individual was covered with a piece of black crape.","To tho iron-merchant's surprise, he perceived that thoe face of tfiis individunl was covered with a piece of black crape.",0.049586776859504134
1366,“Who is this?” he demanded with some misgiving.,Who is tlis l'' he demanded with some misgiing.,0.14285714285714285
1367,"“A friend,” replied Ginger.","A friend,'' replied Ginger.",0.10714285714285714
1368,“Vithout him ve could do nuffin’.,Vthout him e conld do nuffn.,0.18181818181818182
1369," His name is Reeks, and he is the chief man in our enterprise.” “He claims a reward too, I suppose?” said Thorneycroft.","' His name is Receks, and he is the chief man in our enterprise.'' L e He elaims a reward too, I suppose 7' aaid Thorneyecroft.",0.11023622047244094
1370,"“I will tell you what reward I claim, Mr.","e I will tell ou what reward I claim, Mr",0.09523809523809523
1371,"Thorneycroft,” rejoined Reeks, in a deep stern tone, “when all is over.","Thorneycroft,'' rejoined Reeks, in a deep stern tone, ` when all is over",0.0684931506849315
1372,"Meantime, give me your solemn pledge, that whatever you may behold to-night, you will not divulge it.” “I give it,” replied the iron-merchant, “provided always——” “No provision, sir,” interrupted the other quickly.","Meantime, give me your solemn pledge, that whatever you may behold to-night, you will not diulge it.'' I give it,'' replied the iron-merchant, `` provided always---'' No provision, sir,'' interrupted the other, quickly.",0.08108108108108109
1373,"“You must swear to keep silence unconditionally, or I will not move a footstep with you; and I alone can guide you where your daughter is detained.” “Svear, sir; it is your only chance,” whispered Ginger.","4 on must swear to kee silence uneonditionally, or I will not move a footstep with you; and I alone can guide yon where your danghter is detained.'' Svear, sir; it is your only chance,'' whispered Ginger.",0.05825242718446602
1374,"“Well, if it must be, I do swear to keep silence,” rejoined Mr.","Well, if it must be, I do swear to keep silence,'' rejoined Mr.",0.046875
1375,"Thorneycroft; “but your proceedings appear very mysterious.” “The whole affair is mysterious,” replied Reeks.","Thorneycroft; bat your proceedings appear very mysterious.'' e The wholo affair is mysterious,'' replied Reeks,",0.08928571428571429
1376,“You must also consent to have a bandage passed over your eyes when you get into the coach.” “Anything more?” asked the iron-merchant.,t Yon must also consent to have a bandage passed oer yonr eyes when you get into the coach.'' Anything more 7'' asked the iron-merchant.,0.08695652173913043
1377,"“You must engage to obey my orders, without questioning, when we arrive at our destination,” rejoined Reeks.","You must engage to obey my orders, withont questioning, when we arrive at our destination,'' rejoined Reeks.",0.03669724770642202
1378,"“Otherwise, there is no chance of success.” “Be it as you will,” returned Thorneycroft, “I must perforce agree.” “All then is clearly understood,” said Reeks, “and we can now set out.” Upon this, Ginger conducted Mr.",": Otherwise, there is no chance of sucecess.'' Bo it as you will,'' retumned Thorneyeroft, I must e All then is clearly understood,'' said Reeks, `' and we can now set out,'' Upon this, Ginger eonducted Mr.",0.16517857142857142
1379,"Thorneycroft to the coach, and as soon as the latter got into it, tied a handkerchief tightly over his eyes.","Thorneyeroft to the coaech, and ass soon as the latter got into it, tied a handkerehief tightly oer his eyes.",0.045454545454545456
1380,In this state Mr.,In this state Mr.,0.0
1381,"Thorneycroft heard the Tinker and the Sandman take their places near him, but not remarking the voice of Reeks, concluded that he must have got outside.","Thorneyeroft heard the Tinker and the Sandman take their places near him, bnt not remarking the voice of Reeks, concludel that he must have got outside.",0.019736842105263157
1382,"The next moment, the coach was put in motion, and rattled over the stones at a rapid pace.","Tha next moment, the coach was pnt in motion, and rattled over the stones at a rapid pace.",0.022222222222222223
1383,"It made many turns; but at length proceeded steadily onwards, while from the profound silence around, and the greater freshness of the air, Mr.","It made many turns; but at length proceeded steadily onwards, whilo from the profound silence around, and the greater freshness of the nir, Mr.",0.013986013986013986
1384,Thorneycroft began to fancy they had gained the country.,Thorneycroft began to fancy they had gained the oountry.,0.017857142857142856
1385,Not a word was spoken by any one during the ride.,Not a word was spoken by any one during the ride.,0.0
