Contexte gauche,Chaîne,Contexte droit
"caught,” he cried, “", ,and then woe to both
e incurred Rougemont,',’s displeasure.” The
 it up—I’ll die here, ,!” “@No—we are saved
p—I’ll die here@!” “, ,"No—we are saved,” cr"
" button within it,—“", ,saved—saved@!” As he
"in it,—“@saved—saved", ,"!” As he spoke, he p"
", when the pursuers ",THE PIT. 181 ,"came up, and dashed "
 moment to listen; “, ,"come on, Mr. Thorney"
completely spent. Oh,",", that I ever venture
ured into this place, ,!” “I@@t’s too late 
nto this place@!” “I, T,t’s too late to thin
his passage leads to, ,?” “@Don’t you know@
assage leads to@?” “, ,Don’t you know@?” in
@?” “@Don’t you know, ,?” inquired the iron
the iron-merchant. “, ,"Not in the least,” r"
ce in the matter.” “, ,You haven’t told me 
replied the dwarf; “, ,but I find it more d
an agony of fright. ,‘,“@My head is going. 
 agony of fright. @“, ,My head is going. Oh
. Oh dear! oh dear!”, 182 AURIOL.," “Why, it does seem "
 coming to a halt. “,T,I could almost fancy
 of the Evil One!” “, ,The place seems on f
” cried the dwarf. “, ,A thick smoke fills 
"it, Mr. Thorneycroft", ,?” “Don’t I!—to be s
hing and sneezing. “,T,I feel as if I were 
window open. Oh!—oh!, ,—I’m choking@!” “Don
Oh!—oh!@—I’m choking, ,"!” “Don’t mind it,” "
 quite at his ease. ,‘,“@We shall soon be o
uite at his ease. @“, ,We shall soon be out
ied Mr. Thorneycroft, ,; “I shall die. Oh! 
rejoined Old Parr. “, ,Halloa! how’s this? 
"” “Dead stop, indeed", ,!” echoed the iron-m
the iron-merchant. “, ,We’ve come to that l
ifficulty has arisen, ,?” “Merely that the 
 up by a solid wall—, ,"that’s all,” replied"
ld Parr. “Blocked up, ,!” exclaimed Thorney
e entombed alive.” “,HE," @I@@ @@@@@@@am,” sa"
ntombed alive.” “@@ ,P,"I@@ @@@@@@@am,” said"
ombed alive.” “@@ @I,T.," @@@@@@@am,” said th"
ed alive.” “@@ @I@@ ,183 “ T,"am,” said the dwarf,"
ected nonchalance. “, ,"As to you, you’ve th"
hing can harm me.” “, ,Don’t be too sure of
 voice above them. “, ,"Did you speak, Mr. T"
"lf,” cried the dwarf",",", in alarm. “@Then th
e dwarf@ in alarm. “, ,Then there’s no esca
rk for you to do.” “,T,I won’t leave Mr. Th
"ft,” cried the dwarf",",", resolutely. “I’ve p
’ll keep my word.” “, ,Fool!” cried the oth
!” cried the other. ,‘,“@You must obey when
 cried the other. @“, ,You must obey when I
 little fellow was c,84 AUBIOL. e,arried off. Left to 
" foot on the ground,", ., than he felt himsel
ter Thorneycroft.” “, ,"Yes, it’s me, certai"
the iron-merchant. “, ,Who’s that you’ve go
 you’ve got with you, ,"?” “@Vy, who should "
ve got with you@?” “, ,"Vy, who should it be"
” rejoined the other,",", gruffly. @“@Ve’ve s
the other@ gruffly. ,‘,“@Ve’ve set ourselve
e other@ gruffly. @“, ,Ve’ve set ourselves 
 into the bargin.” “, ,"Yes, ve’ve found it "
 added the Tinker. “, ,What have you discov
t have you found out, ,?” cried the iron-me
ed the iron-merchant,",", breathlessly. “@Hav
ant@ breathlessly. “, ,Have @@@@@@@@@@@@@yo
reathlessly. “@Have ,THE PIT. 185 ,you found my daughte
e is she? Take me to,e, her.” “@Not so fast
 Take me to@ her.” “, ,"Not so fast, old gen"
 the iron-merchant. ,‘,“@Where is she? Take
he iron-merchant. @“, ,Where is she? Take m
a moment’s delay.” “, ,But ve can’t get to 
"t up,—that’s all.” “", ,"Take me to it,” crie"
ied Mr. Thorneycroft,","," eagerly. “Vell, if "
wards the archway. “, ,"Halloa, Sandy, did y"
e door arter you?” “, ,"Not I,” replied the "
",” replied the other", ,; “open it.” “@Easil
other@; “open it.” “, ,"Easily said,” rejoin"
"joined the Tinker, “", ,but not quevite so e
self on t’other side, ,!” “@Some one must h
on t’other side@!” “, ,Some one must have f
"ou,” groaned Thorney", ,croft. @“@We’re watc
aned Thorney@croft. ,‘,“@We’re watched on a
ed Thorney@croft. @“, ,We’re watched on all
hed on all sides.” “, ,"Ay, and from above, "
cried the Sandman. “, ,Look up there@!” he 
man. “@Look up there, ,"!” he added, in acce"
 accents of alarm. “, ,What’s the matter? W
the iron-merchant. “, ,"Look up, I say,” cri"
cried the Sandman. “, ,"Don’t ye see, Tinker"
"Don’t ye see, Tinker", ,"?” @@@@@@@@@@@@“@Ay,"
"t ye see, Tinker@?” ",186 AURIOL. ,"“@Ay, ay, I see,” re"
ker@?” @@@@@@@@@@@@“, ,"Ay, ay, I see,” repl"
replied the other. “, ,The roof’s a-comin’ 
r 5 New Perplexities,., For several hours d
"r before mentioned, ",NEW PERPLEXITIES. 187 ,and was approached b
an he called vacancy,",", which to him was fi
xamined himself from, 188 AURIOL., head to foot. He fo
 Elizabeth’s time. “, ,What can this mean?”
s mean?” he cried. “, ,Have I endured a lon
han two centuries? O,"h,"," Heaven, that it may"
hat it may be so! Oh,",", that the fearful cr
acted in a dream! Oh,",", that my victims are
ms are imaginary! Oh,",", that Ebba should on
I have been dreaming, ,—and what a dream it
 a dream it has been, ,!—what strange glimp
ng all this while.” ,NEW PERPLEXITIES. 189 ,“@The scheme works t
@@@@@@@@@@@@@@@@@@@“, ,The scheme works to 
and exulting gaze. “, ,"And yet, why am I he"
"l, looking around. “", ,"Ah! I see how it is,"
", with a shudder; “I",J, have been mad—perha
ered the listener. “, ,Of what use is memor
"y,” continued Auriol",","," musingly, “if thing"
ar? But I am mad—mad, ,!” The listener laug
aughed to himself. “, ,"How else, if I were "
thinks I am old—old—, ,old—though I feel yo
Fourth. Oh! I am mad, ,—clean mad@!”@@@@@@@
 I am mad@—clean mad, ,!”@@@@@@@@@@@@@@ The
am mad@—clean mad@!”, 190 AURIOL. ©, There was another p
d fit of laughter. “, ,Would I could look f
" breaking silence, “", ,and satisfy myself o
ct with Rougemont—ha, ,"!” “@Now it comes,” "
th Rougemont—ha@!” “, ,"Now it comes,” cried"
ried the listener. “, ,"Oh, that I could sha"
I dared to hope this, ,!” “@I must interrup
ed to hope this@!” “, ,I must interrupt him
said the listener. “, ,Whether my crimes ar
" steps, and cried, “", ,"What ho, Auriol@!—Au"
"d, “@What ho, Auriol", ,!—Auriol Darcy@!” “@
uriol@!—Auriol Darcy, ,!” “@Who speaks?” de
@!—Auriol Darcy@!” “, ,Who speaks?” demande
” demanded Auriol. “, ,"Ah! is it you, Fiend"
"Ah! is it you, Fiend", ,"?” “What, you are st"
" fancies,” rejoined ",NEW PE,R@@@@@@@@@@@@@@@@oug
"s,” rejoined @@@@@@R",PLEXITIES. 191 R,ougemont. “@I though
@@@@@@@@@ougemont. “, ,I thought the draugh
have amended you.” “, ,Tell me who and what
ight mind or not?” “, ,"For the first, you a"
",” replied Rougemont", ,"; “for the second, y"
nd Sixth of Scotland, ,"; and for the third,"
over your reason.” “, ,Amazement!” cried Au
. “Then I am mad.” “, ,It’s plain your reas
", since you are cons", s,cious of your condit
replied Rougemont; “, ,"but calm yourself, y"
 raging frenzies.” “, ,And I have been shut
” demanded Auriol. “, ,"Precisely,” observed"
bserved the other. “, ,And you are——” “@You
. “@And you are——” “, ,"Your keeper,” replie"
replied Rougemont. “, ,My God! what a brain
be!” cried Auriol. “, ,Answer me one questi
er me one question—I,J,s there such a perso
bba Thorneycroft?” “, ,You have often raved
replied Rougemont. “, ,But she is a mere cr
 against the wall. “, ,Since you have becom
"le, you shall again ",192 AURIOL. ,go forth into the wo
",” said Rougemont; “", ,but the first essay 
ours hence. Farewell,",", for the present.” A
 6 Doctor Lamb Again,","," @@@@@@@Night came, "
 Doctor Lamb Again@ ,© __ - ,"Night came, and the "
 blade of a knife. “, ,"This will, at all ev"
oes will be ended.” ,; ,"As he spoke, he plac"
his breast with the ,DR. LAMB AGAIN. 193 ,full intent to strik
forcibly arrested. “, ,Would you destroy yo
nce with his foot. “, ,You shall be removed
"mber,” he pursued, “", ,where you can be mor
.” “Take me forth—oh, ,"! take me forth,” cr"
 met a mischief.” “I,J, have no recollectio
"ce,” returned Auriol",",", mournfully. “@But i
uriol@ mournfully. “, ,"But it may be true, "
mory and reason gone, ,"!” “@Ay, both gone,”"
and reason gone@!” “, ,"Ay, both gone,” crie"
pressible chuckle. “, ,Ha!” exclaimed Aurio
rible interviews.” “, ,"What, you are in you"
in!” cried Rougemont,",", @@@@@@@@@@@@@@fierc
!” cried Rougemont@ ,° 194 AURIOL. ,"fiercely. @“@Nay, th"
@@@@@@@@@@fiercely. ,‘,"“@Nay, then I must c"
@@@@@@@@fiercely. @“, ,"Nay, then I must cal"
it to the captive. “, ,Drink@!” he said. Wi
the captive. “@Drink, ,!” he said. Without 
en Auriol’s chain. “, ,"Now then, come with "
"eeded, he thought he", DR. LAMB AGAIN. 195, heard stealthy foot
"steep staircase, and",","," mounting it, entere"
Is your master a-bed, ,?” demanded Rougemon
emanded Rougemont. “, ,"A-bed! Good lack, si"
f sleep knows Doctor,., Lamb. He will toil 
e stars have set.” “, ,Doctor@ Lamb@!” repe
 have set.” “@Doctor,., Lamb@!” repeated Au
set.” “@Doctor@ Lamb, ,!” repeated Auriol. 
ard that name before, ,"?” “@Very likely,” r"
hat name before@?” “, ,"Very likely,” replie"
 nearest kinsman.” “, ,How is the poor youn
poor young gentleman, ,"?” asked the dwarf,@"
"@?” asked the dwarf,", 02 196 AURIOL., glancing commiserat
s grandson! I—Doctor,., Lamb’s grandson!” c
e as your own—Darcy—, ,Reginald Darcy. He a
lost in amazement. “, ,"Alack, no, sir,” rep"
"hing his forehead, “", ,you have been a litt
s my grandsire dwell, ,?” asked Auriol. “@W
l@?” asked Auriol. “, ,"Why here, sir,” repl"
replied the dwarf; “, ,and for the matter o
nd?” cried Auriol. “, ,"Ay, on the bridge—wh"
e under the river?” ,DR. LAMB AGAIN. 197 ,rejoined the dwarf; 
arf and Rougemont. “, ,Will it disturb Doct
ll it disturb Doctor,., Lamb if his grandso
ndson goes up to him, ,"?” said the latter, "
ter a brief pause. “, ,My master does not l
enter his laboratory, ,; but I will make so
if he desires it.” “, ,You will confer the 
"ed Auriol, rising. “", ,Sit down—sit down@!”
 “@Sit down—sit down, ,!” said Rougemont@ a
wn@!” said Rougemont,",", authoritatively. “@
@ authoritatively. “, ,You cannot go up til
ho returned alone. “, ,Your grandsire will 
said the mannikin. “, ,One word before we g
"l, seizing his arm. ",198 AURIOL. ,“@Saints! how you fr
s arm. @@@@@@@@@@@@“, ,Saints! how you frig
claimed the dwarf. “, ,You must keep compos
you to my master.” “, ,"Pardon me,” replied "
ho brought me hither, ,"?” “@What, your keep"
ought me hither@?” “, ,"What, your keeper?” "
ng from the ceiling—, ,the skeletons grinne
"ntered the chamber, ",DR. LAMB AGAIN. 199 ,and the features bec
r to be forgotten. “, ,"Come in, grandson,” "
"n,” said the old man",","," kindly. “@Come in, "
e old man@ kindly. “, ,"Come in, and close t"
 term it. So you are,s," better, your keeper"
s me—much better.” “, ,Are you indeed livin
 to take his hand. “, ,Off@—off!” cried the
take his hand. “@Off,-,—off!” cried the old
back as if alarmed. ,‘,“@You disturb my ope
ck as if alarmed. @“, ,You disturb my opera
do me a mischief.” “, ,I have no such inten
erposed the dwarf. “, ,Why should you doubt
uld you doubt it?” “, ,"O@@ sir,” cried Auri"
d you doubt it?” “@O,h!," sir,” cried Auriol,"
"ved, or is this real", ,?” “@You are not dec
or is this real@?” “, ,You are not deceived
plied the old man. “, ,You have been in thi
"e, and you have seen", 200 AURIOL., me before. It would
break the silence. “, ,I should feel perfec
" window,” he said. “", ,Convinced of what?” 
rejoined the old man,",", somewhat sharply. “
 somewhat sharply. “, ,That I am what I see
",” replied Auriol. “", ,"Look forth, then,” s"
 said the old man. “, ,But do not disturb m
"mself, also, that he", DR. LAMB AGAIN. 201, could distinguish t
