Contexte gauche,Chaîne,Transcription,Contexte droit
plied the stranger. ,“,t,I came to watch over
the stranger. “I cam,e,o, to watch over your 
ranger. “I came to w,a,n,tch over your safety
ger. “I came to watc,h,l, over your safety. Y
 in danger from thos,e,o, men. But you need n
ore about them. I ha,v,s,"e your pocket-book, "
them. I have your po,c,e,"ket-book, and the sl"
em. I have your pock,e,c,"t-book, and the slip"
" pocket-book, and th",e,o, slip of paper that 
dropped from it. Her,e,o, are both. Now let u
other matters. You h,a,s,ve just parted from 
 again this evening.,”,',"@ “@Perchance,”@ rep"
ain this evening.”@ ,“,e,"@Perchance,”@ replie"
"ning.”@ “@Perchance,",”,',@ replied Auriol. “@
",”@ replied Auriol. ",“,T,@@@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@@@@@@@@Yo,u,n," will,”@ rejoined th"
"@@@@@@@@@@@You will,",”,',@ rejoined the stran
"mber, your ten years",’,', limit draws to a cl
a few days it will b,e,c, at an end; and if y
at an end; and if yo,u,n," renew it not, you w"
tate?” “Because I wi,l,i,l not sacrifice the 
Because I will not s,a,n,"crifice the girl,”@ "
" sacrifice the girl,",”,',@ replied Auriol. “Y
"annot help yourself,",”,',@ cried th@e strange
”@ cried th@e strang,e,c,r@ scornfully. “I co
ed th@e stranger@ sc,o,c,rnfully. “I command 
 to bring her to me.,”,',@ “I persist in my r
"rsist in my refusal,",”,',@ replied Auriol. “@
",”@ replied Auriol. ",“,e,@It is useless to br
It is useless to bra,v,r,"e my power,”@ said t"
"s to brave my power,",”,',@ said the stranger.
"rave my power,”@ sai",d,l, the stranger. “A mo
" my power,”@ said th",e,o, stranger. “A moon i
 said the stranger. ,“,`,A moon is just born.
n. When it has attai,n,u,ed its first quarter
"s first quarter, Ebb",a,s, shall be mine. Till
"uarter, Ebba shall b",e,o," mine. Till then, fa"
ba shall be mine. Ti,l,I,"l then, farewell.”@ "
"Till then, farewell.",”,',@ And as the words w
e Barber of London W,h,u,o has not heard of t
rber of London Who h,a,s,s not heard of the B
the Barber of London,?,2, His dwelling is in 
lling is in the neig,h,l,bourhood of Lincoln’
neighbourhood of Lin,c,e,oln’s Inn. It is nee
hbourhood of Lincoln,’,',s Inn. It is needles
less to particularis,e,o," the street, for eve"
"eet, for everybody k",n,u,ows the shop; that i
"p; that is to say, e",v,r,ery member of the le
"e legal profession, ",h,l,"igh or low. All, to "
" themselves, have th",e,o,"ir hair cut, or thei"
 Mr. Tuffnell Trigge,—,-,Figaro himself not p
mself not pleasanter,—,-,and if you do not sh
 you do not shave yo,u,n,rself—if you want a 
o not shave yourself,—,-,if you want a becomi
shave yourself—if yo,u,n, want a becoming flo
" require a wig, I re",c,e,ommend you to the ca
" wig, I recommend yo",u,n, to the care of Mr. 
the care of Mr. Tuff,n,u,ell@@@@@@@@@@@@@@ Tr
 he will give you th,e,a, last funny thing of
you the last funny t,h,l,ing of Mr. Serjeant 
ell you how many bri,e,o,fs the great Mr. Ski
iefs the great Mr. S,k,l,inner Fyne receives—
kinner Fyne receives,—,-,what the V@ice-Chanc
"eeably. @Besides, yo",u,n, are likely to see s
"ters, for Mr. Trigge",’,',s shop is quite a@ l
uite a@ lounge. Perh,a,s,ps you may find a yo
r who has just been ,“,',"@@called,”@ ordering"
s just been “@@calle,d,l,",”@ ordering his “fi"
"just been “@@called,",”,',@ ordering his “firs
"led,”@ ordering his ",“,`,"first wig,”@ and you"
"ring his “first wig,",”,',@ and you may hear t
to his future distin,c,e,"tion. “Ah, sir,”@ he"
"stinction. “Ah, sir,",”,',"@ he will say, glanc"
"ction. “Ah, sir,”@ h",e,a," will say, glancing "
"s of the young man, ",“,`,@you have quite the 
u have quite the fac,e,o, of the Chief Justic
quite the face of th,e,o, Chief Justice—quite
 the face of the Chi,e,o,f Justice—quite the 
of the Chief Justice,—,-,quite the face of th
quite the face of th,e,o, chief—I don’t recol
he face of the chief,—,-,I don’t recollect hi
e of the chief—I don,’,',t recollect him orde
the chief—I don’t re,c,e,ollect him ordering 
dering his first wig,—,-,that was a little be
 little before my ti,m,n,e; but I hope to liv
e; but I hope to liv,e,a," to see you chief, s"
 I hope to live to s,e,c,"e you chief, sir. Qu"
Quite within your re,a,n,"ch, if you choose to"
"your reach, if you c",h,l,oose to apply. Sure 
"ply. Sure of it, sir",—,-,quite sure.”@ Or you
"Sure of it, sir—quit",e,o, sure.”@ Or you may 
pils in conveyancers,’,', chambers; for those
 conveyancers’ chamb,e,c,rs; for those are th
"g clerks, barristers",’,'," clerks, engrossing "
 friends. Mr. Trigge,’,',s shop is none of yo
Trigge’s shop is non,e,o, of your spruce West
spruce West End hair,-,1,@cu@@@@@@@@@@@@@@@@@
ante-room full of be,a,n,"rs’-grease, oils, cr"
e-room full of bears,’,',"-grease, oils, cream"
 it is a real barber,’,',s and hairdresser’s 
er’s and hairdresser,’,',"s shop, of the good "
"ed for a shilling, a",n,u,d shaved for half th
"e, the floor is not ",c,e,overed with a carpet
iumphs of Mr. Trigge,’,',s art; and@ above th
of pom@ade and bears,’,',"-grease, and the iro"
" by the barber, are ",o,v,"ther bustos, done to"
miably into the room,.,",", On the block is a j
the block is a judge,’,',"s wig, which M@r. Tr"
unsel. On either sid,e,a, of the fireplace ar
On either side of th,e,a, fireplace are portr
replace are portrait,s,e, of Lord Eldon and L
and Lord Lyndhurst. ,S,f,ome other portraits 
t the counter rests ,a,n," board, displaying t"
g the playbill of th,e,o, evening; and near i
the playbill of the ,e,o,vening; and near it 
ndicating that bears,’,',-grease may be had o
. Amongst Mr. Trigge,’,',s live-stock may be 
"ts master avouches, ",“,`,@as well as a Christ
well as a Christian.,”,',@ @@@A@n@@@@@@@d now
r. Tuffnell @Trigge ,h,b,imself. He is very t
lf so upright that h,e,a, loses not an inch o
 an inch of his stat,u,n,re. His head is larg
f his stature. His h,e,c,ad is large and his 
d is large and his f,a,u,"ce long, with marked"
", charged, it must b",e,o," admitted, with a ve"
", with a very self-s",a,u,tisfied expression. 
ression. One cannot ,e,c,arn the appellation 
ellation of the Barb,e,c,r of London without 
rber of London witho,u,n,t talent; and it is 
talent; and it is th,e,o, consciousness of th
lends to M@r. Trigge,’,',s features their app
Trigge’s features th,e,c,ir apparently concei
istly hair is brushe,d,l," back, so as to exhi"
y hair is brushed ba,c,e,"k, so as to exhibit "
he prodigious expans,e,c, of his forehead. H@
 expanse of his fore,h,l,ead. H@is eyebrows a
se of his forehead. ,H,I,@is eyebrows are @el
is forehead. H@is ey,e,c,"brows are @elevated,"
", consists of a blac",k,l," velvet waistcoat, a"
a black velvet waist,c,e,"oat, and tight black"
are protected by a w,h,l,ite apron tied round
"d combs; over all, h",e,o, wears a short nanke
e constantly thrust ,w,v,hen not otherwise em
t otherwise employed,.,",", A black satin stock
d. A black satin sto,c,e,k@ with a large bow 
n stock@ with a larg,e,o, bow encircles his t
th a large bow encir,c,e,"les his throat, and "
"circles his throat, ",a,n,nd his shirt is fast
"rcles his throat, an",d,l, his shirt is fasten
"les his throat, and ",h,I,is shirt is fastened
", and his shirt is f",a,n,stened by black enam
ge had just advertis,e,c,"d for an assistant, "
" Rutherford Watts, b",e,c,ing about to leave h
"ord Watts, being abo",u,n,"t to leave him, and "
ury. It was@ about t,w,s,"o o’clock, and Mr. T"
 It was@ about two o,’,',"clock, and Mr. Trigg"
" two o’clock, and Mr",.,",", Trigge had just wit
"g, he found Watts oc",c,e,upied in cutting the
 the hair of a middl,e,c,"-aged, sour-looking "
"gentleman, who was s",e,c,ated before the fire
"an, who was seated b",e,o,fore the fire. M@r. 
was seated before th,e,o, fire. M@r. Trigge b
eated before the fir,e,o,. M@r. Trigge bowed 
fire. M@r. Trigge bo,w,r,ed to the@@@@@@@@@@@
"man, and appeared re",a,n,dy to enter into con
"th him, but no notic",e,o,@ being taken of his
 being taken of his ,a,n,"dvances, he went and"
"n of his advances, h",e,o, went and talked to 
"s, he went and talke",d,l, to his magpie. W@hi
 went and talked to ,h,l,is magpie. W@hile h@
to his magpie. W@hil,e,o, h@e was chattering 
"ttering to it, the s",a,n,gacious bird screame
"ering to it, the sag",a,n,cious bird screamed 
the sagacious bird s,c,e,reamed forth@: “@Pre
rd screamed forth@: ,“,:,@Pretty dear@!—prett
 screamed forth@: “@,P,T,retty dear@!—pretty 
ed forth@: “@Pretty ,d,l,ear@!—pretty dear!” 
ar@!—pretty dear!” “,A,Y,h@! what’s that? Who
!—pretty dear!” “Ah@,!,I, what’s that? Who is
t’s that? Who is it?,”,', cried Trigge. “Pr@e
s that? Who is it?” ,c,e,ried Trigge. “Pr@ett
? Who is it?” cried ,T,',rigge. “Pr@etty dear
d Trigge. “Pr@etty d,e,c,ar!—pretty dear!” re
r@etty dear!—pretty ,d,l,ear!” reiterated the
y dear!—pretty dear!,”,', reiterated the magp
reiterated the magpi,e,c,". Upon this, Trigge "
terated the magpie. ,U,I,"pon this, Trigge loo"
"n this, Trigge looke",d,l," around, and saw a v"
 Trigge looked aroun,d,l,", and saw a very sin"
"looked around, and s",a,n,w a very singular li
e had som@ewhat the ,a,n,ppearance of a groom
ed in a long grey co,a,n,"t, drab knees, and s"
"g grey coat, drab kn",e,c,"es, and small top-bo"
nd small top-boots. ,H,I,@e had a large and r
rkably projecting mo,u,n,"th, like that of a b"
"rojecting mouth, lik",e,o," that of a baboon, a"
"oon, and a great sho",c,e,k head of black hair
and a great shock he,a,n,d of black hair. “Pr
ead of black hair. “,P,I,retty dear@!—pretty 
d of black hair. “Pr,e,o,tty dear@!—pretty de
f black hair. “Prett,y,r, dear@!—pretty dear@
tty dear@!—pretty de,a,n,r@!”@ screamed the m
!—pretty dear@!”@ sc,r,e,eamed the magpie. “I
tty dear@!”@ screame,d,l, the magpie. “I see 
 dear@!”@ screamed t,h,l,e magpie. “I see not
"ng pretty about him,",”,',@ thought M@r. Trigg
hought M@r. Trigge. ,“,4,@@What a strange lit
 Trigge. “@@What a s,t,i,range little fellow!
What a strange littl,e,o, fellow! It would pu
trange little fellow,!,., It would puzzle the
ttle fellow! It woul,d,l, puzzle the Lord Cha
uzzle the Lord Chanc,e,c,llor himself to say 
.”@ The little man t,o,a,"o@k off his hat, and"
he little man too@k ,o,a,"ff his hat, and maki"
"his hat, and making ",a,n, profound bow to the
d making a profound ,b,h,"ow to the barber, un"
" bow to the barber, ",u,n,nfolded the Times ne
" barber, unfolded th",e,o," Times newspaper, wh"
"arber, unfolded the ",T,7,"imes newspaper, whic"
", and held it up to ",T,I,rigge. “What do you 
"o you want, my littl",e,o," friend, eh?”@ said "
"nd, eh?”@ said the b",a,n,rber. “High wages@!—
ages@!”@ screamed th,e,o, magpie. “Is this yo
@ screamed the magpi,e,c,". “Is this yours, si"
"yours, sir?”@ replie",d,l," the little man, poi"
”@ replied the littl,e,o," man, pointing to an"
"le man, pointing to ",a,n,n advertisement in t
"man, pointing to an ",a,n,dvertisement in the 
nting to an advertis,e,c,ment in the newspape
ement in the newspap,e,c,"r. “Yes, yes, that’s"
"e newspaper. “Yes, y",e,c,"s, that’s my adverti"
"spaper. “Yes, yes, t",h,l,at’s my advertisemen
"per. “Yes, yes, that",’,',"s my advertisement, "
"vertisement, friend,",”,',@ replied M@r. Trigg
ge. “But what of it?,”,e, Before the little m
But what of it?” Bef,o,a,re the little man co
 the little man coul,d,i," answer, a slight in"
While eyeing the new,-, ,"comer, Watts neglect"
"-irons, in consequen",c,e,e of which he burnt 
hich he burnt the so,u,n,r-looking gentleman’
ur-looking gentleman,’,',"s forehead, and sing"
" forehead, and singe",d,l, his hair. “Take car
he devil are you abo,u,n,t@?”@ “@Yes@! take c
evil are you about@?,”,',"@ “@Yes@! take care,"
l are you about@?”@ ,“,4,"@Yes@! take care, si"
you about@?”@ “@Yes@,!,I," take care, sir, as "
" to a saucy witness,",”,',@ cried @Trigge—”‘@@
"”‘@@@take care, or I",’,',ll commit you!’” “@D
 I’ll commit you!’” ,“,e,@D—n Judge Learmouth
ll commit you!’” “@D,—,-,n Judge Learmouth!” 
"If I were a judge, I",’,T,d hang such a carele
ng such a careless f,e,c,llow.”@ “Sarve him r
h a careless fellow.,”,',@ “Sarve him right@!
eless fellow.”@ “Sar,v,r,e him right@!”@ scre
"!” “Beg pardon, sir,",”,',@ cried Watts. “I’ll
ify you in a minute.,”,',"@ “Well, my little f"
ou in a minute.”@ “W,e,c,"ll, my little friend"
"“Well, my little fri",e,c,"nd,”@ observed Trigg"
"l, my little friend,",”,',"@ observed Trigge, “"
"”@ observed Trigge, ",“,',@and what may be you
" Trigge, “@and what ",m,n,ay be your object in
“@and what may be yo,u,n,r object in coming t
ject in coming to me,?,",", as the great convey
erves to his clients,—,-,what may be your obj
s clients—what may b,e,o, your object@?” “You
ients—what may be yo,u,n,r object@?” “You wan
hat may be your obje,c,e,t@?” “You want an as
"nt an assistant, don",’,',"t you, sir@?”@ rejoi"
 sir@?”@ rejoined th,e,a, little man@ humbly.
little man@ humbly. ,“,:,Do you apply on your
"@Trigge. “On my own,",”,',@ replied the little
fications@?”@ “I fan,c,e,y I understand somet
"ing of the business,",”,',@ replied the little
n than they are now.,”,',@ “@@@@@@@@@@@@@@@@@
han they are now.”@ ,“,I,@@@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@@@@@@@@Ha,!,1, indeed!”@ said Trig
@@@@@Ha! indeed!”@ s,a,n,"id Trigge, laughing."
"d!”@ said Trigge, la",u,n,ghing. “That must ha
 in the last century,—,-,in Queen Anne’s time
entury—in Queen Anne,’,',s time—eh@?”@ “@You 
in Queen Anne’s time,—,-,eh@?”@ “@You have hi
 Anne’s time—eh@?”@ ,“,e,@You have hit it exa
"hit it exactly, sir,",”,',@ replied the little
It was in Queen Anne,’,',s time.”@ “Perhaps y
n Queen Anne’s time.,”,',@ “Perhaps you recol
"@Trigge. “Perfectly,",”,',@ replied the little
n Charles the Second,’,',s time.”@ “You saw ’
s the Second’s time.,”,',"@ “You saw ’em, of c"
he Second’s time.”@ ,“,4,"You saw ’em, of cour"
’s time.”@ “You saw ,’,',"em, of course?”@ cri"
" saw ’em, of course?",”,',"@ cried the barber, "
"w ’em, of course?”@ ",c,e,"ried the barber, wit"
"rber, with a sneer. ",“,e,"@I did,”@ replied th"
"th a sneer. “@I did,",”,',@ replied the little
" be out of his mind,",”,',@ cried Trigge. “@We
" out of his mind,”@ ",c,e,ried Trigge. “@We sh
" of his mind,”@ crie",d,l, Trigge. “@We shall 
"nd,”@ cried Trigge. ",“,4,@We shall have a com
Rolls would observe.,”,',@ “I hope I may suit
"I may suit you, sir,",”,',@ said the little ma
e little man. “I don,’,',"t think you will, my"
"you will, my friend,",”,', replied Mr. Trigge;
replied Mr. Trigge; ,“,t,I don’t think you wi
d Mr. Trigge; “I don,’,',t think you will. Yo
nk you will. You don,’,',t seem to have a han
essing. Are you awar,e,o, of the talent the a
 it has cost me to e,a,n,rn the enviable titl
s cost me to earn th,e,o, enviable title of t
 Barber of London? I,’,',m as proud of that t
"ag. “Precisely, Mag,",”,',@ said M@r. Trigge; 
"y, Mag,”@ said M@r. ",T,I,rigge; “@@as if I we
@ said M@r. Trigge; ,“,`,@@as if I were Lord 
 if I were Lord Chan,c,e,"ellor.”@ “Well, I’m "
ere Lord Chancellor.,”,',"@ “Well, I’m sorry f"
"ancellor.”@ “Well, I",’,',"m sorry for it,”@ sa"
"l, I’m sorry for it,",”,',@ said the little ma
an@ disconsolately. ,“,e,@@Pretty dear@!”@ sc
lately. “@@Pretty de,a,n,r@!”@ screamed M@ag;
tty dear@!”@ screame,d,l, M@ag; “@@pretty dea
@!”@ screamed M@ag; ,“,`,@@pretty dear@!” “Wh
 a wonderful bird yo,u,n, have got@!”@ said t
paying Mr. @Trigge. ,“,e,I declare its answer
te appropriate@@@.” ,“,h,@@A@@@@@@@h@! Mag is
e@@@.” “@@A@@@@@@@h@,!,1, Mag is a clever cre
@.” “@@A@@@@@@@h@! M,a,s,g is a clever creatu
"clever creature, sir",—,-,"that she is,”@ repli"
"re, sir—that she is,",”,',@ replied the barber
"that she is,”@ repli",e,o,d the barber. “I gav
replied the barber. ,“,`,I gave a good deal f
a good deal for her.,”,',@ “@Little or nothin
ood deal for her.”@ ,“,`,@Little or nothing@!
ttle or nothing@!”@ ,“,e,"@What is your name, "
ngered in the shop. ,“,4,"@Why, sir, I’ve had "
"ny names in my time,",”,',@ he replied. “At on
"time,”@ he replied. ",“,`,At one time I was ca
as called Flapdragon,—,-,"at another, Old Parr"
"at another, Old Parr",—,-,"but my real name, I "
ld Parr—but my real ,n,u,"ame, I believe, is M"
" I believe, is Morse",—,-,Gregory Morse.”@ “An
Morse—Gregory Morse.,”,',@ “An Old Bailey ans
"n Old Bailey answer,",”,',"@ cried M@r. Trigge,"
"agon, alias Old Parr",—,-,alias Gregory Morse@
@!”@ screamed M@ag. ,“,`,@And you want a@ pla
"tleman, eyeing him n",a,u,"rrowly. “Sadly,”@ re"
"im narrowly. “Sadly,",”,',@ replied Morse. “We
"ll, then, follow me,",”,',@ said the gentleman
"me,”@ said the gentl",e,a,"man, “@and I’ll see "
"said the gentleman, ",“,',@and I’ll see what c
"e gentleman, “@and I",’,T,ll see what can be d
"ntleman, “@and I’ll ",s,z,ee what can be done 
"leman, “@and I’ll se",e,o, what can be done fo
t can be done for yo,u,n,.”@ And they left th
can be done for you.,”,',@ And they left the 
p together. Cha@pte@,r,I, @@@@@@@@@@@@@@@@@@9
@@@@@@@@@@@9@ @@@@Th,e,R, Moon in the First Q
@@@9@ @@@@The Moon i,n,I, the First Quarter I
 the First Quarter I,n,x, spite of his resolu
" contrary, Auriol fo",u,n,nd it impossible to 
 fascination of Ebba,’,',"s society, and becam"
a daily visitor at h,e,c,r father’s house. Mr
isitor at her father,’,',s house. Mr. Thorney
ish was to see his d,a,s,ughter united to the
 was to see his daug,h,l,ter united to the hu
to see his daughter ,u,n,nited to the husband
"smoothing the way, h",e,o, let Auriol understa
iol understand that ,h,l,e should give her a 
onsiderable marriage, ,-,portion. For the las
aken place in Auriol,’,',"s manner, and he see"
"d by the change, Ebb",a,s, indulged in the mos
"ogether, and almost ",u,n,nconsciously directe
eir steps towards th,e,o, river. Lingering on
 and over again thos,e,a, tender nothings so 
o eloquent in lovers,’,', ears. “Oh! how diff
in lovers’ ears. “Oh,!,1, how different you a
"ou were a@ week ago,",”,',@ said Ebba@ playful
hose gloomy fancies.,”,',@ “I will not indulg
"lp it, rest assured@",",",n,@@@@@@@@@@@@@@@@@@@@
"@@@@@@@@ sweet Ebba,",”,',@ he replied. “But m
ulness this evening.,”,',@ “I never felt so h
"never felt so happy,",”,',@ she replied; “@and
"ppy,”@ she replied; ",“,`,@and the whole scene
",”@ she replied; “@a",n,u,d the whole scene is
ison with my feeling,s,e,. How soothing is th
m river flowing at o,u,n,r feet!—how tender i
sun has set@!—And se,e,c,", yonder hangs the c"
 the crescent moon. ,S,B,he is in her first q
n her first quarter.,”,',@ “The moon in her f
. “All then is over.,”,',@ “What means this s
this sudden change@?,”,'," cried Ebba, frighte"
"is looks. “Oh, Ebba,",”,',"@ he replied, “@I mu"
"Ebba,”@ he replied, ",“,`,@I must leave you. I
"”@ he replied, “@I m",u,n,st leave you. I have
" replied, “@I must l",e,c,ave you. I have allo
oo late to save you.,”,',"@ “@Oh no, do not le"
late to save you.”@ ,“,e,"@Oh no, do not leave"
 me@!”@ cried Ebba. ,“,:,I have no fear while
ile you are with me.,”,',@ “@@But you do not 
 you are with me.”@ ,“,e,@@But you do not kno
now the terrible fat,e,o," I am linked to,” he"
"fate I am linked to,",”,', he said. “This is t
"ked to,” he said. “T",h,l,is is the night when
ill be accomplished.,”,',@ “Your moody fancie
" to do, dear Auriol,",”,',"@ she rejoined, “@@b"
"ol,”@ she rejoined, ",“,',@@because @I know th
ow them to be the fr,u,a,it of a diseased ima
"Come, let us continu",e,o," our walk,”@ she add"
"s continue our walk,",”,',"@ she added, taking "
"@ she added, taking ",h,l,is arm kindly. “Ebba
"s arm kindly. “Ebba,",”,',"@ he cried, “@I impl"
" “Ebba,”@ he cried, ",“,`,@I implore you to le
ore you to let me go,!,l, I have not the powe
o tear myself away u,n,u,less you aid me.”@ “
y unless you aid me.,”,',@ “@@@@@@@@@@@@@@@@@
nless you aid me.”@ ,“,L,@@@@@@@@@@@@@@@@@@@I
@@@@@@@@@@@@@@@@@@@I,’,N,@@@@@m@@@@@@@@@@@@@@
"@@@ glad to hear it,",”,',"@ she rejoined, “@@@"
"it,”@ she rejoined, ",“,',@@@for then I shall 
You know not what yo,u,n, do!”@ cried Auriol.
 Auriol. “Release me,!,1," oh, release me@!” “"
" fit will be passed,",”,',@ she rejoined. “Let
k towards the abbey.,”,',@ “It is in vain to 
"ruggle against fate,",”,',@ ejaculated Auriol@
"talk, but h@er disco",u,n,rse fell upon a deaf
"ll upon a deaf ear, ",a,n,nd at last she becam
rning off on the rig,h,l,"t, they found themse"
 partly-demolished b,u,n,ilding. By this time
"of the structure, oc",c,e,"asioned, no doubt, b"
"e, occasioned, no do",u,n,"bt, by a fire within"
esque effect to the ,b,h,roken outline of the
 wish to enter it. A,u,n,riol offered no oppo
there was a large ar,c,e,"h, partly bricked up"
hrough which opened ,a,s," narrow doorway, tho"
ugh which opened a n,a,u,"rrow doorway, though"
" narrow doorway, tho",u,n,gh at some height fr
"orway, though at som",e,o, height from the gro
 of the chamber was ,a,s, large square openin
op of a ladder proje,c,e,"ted, and near it sto"
"brazier, which had c",a,s,st forth the glare s
 now emerged from th,e,o," cloud, and shedding"
 a strange place!”@ ,c,e,"ried Ebba, gazing ar"
"ied Ebba, gazing aro",u,n,nd with some apprehe
"t beneath, no doubt,",”,',@ replied Auriol. “B
ar that sound@?” cri,e,o,d Auriol. “It was no
g but the echo of la,u,n,ghter from the stree
 of laughter from th,e,a," street,”@ she repli"
"ter from the street,",”,',@ she replied. “You 
"hout reason, Auriol.",”,'," “No, not without re"
"iol.” “No, not witho",u,n,"t reason,”@ he cried"
" not without reason,",”,',@ he cried. “@I am i
"reason,”@ he cried. ",“,`,@I am in the power o
"d. Listen to me, Ebb",a,s,", and however strang"
" appear, do not supp",o,a,se it the ravings of
red it is the truth.,”,',@ “Beware@!”@ cried 
"lt. “Some one spoke,",”,',@ cried Ebba. “@I be
"poke,”@ cried Ebba. ",“,`,@I begin to share yo
a. “@I begin to shar,e,s, your apprehensions.
 us quit this place.,”,',@ “@@@@@@@@@@@@@@@@@
 quit this place.”@ ,“,-,@@@@@@@@@@@@@@@@@@@@
"@@@@@@@@@Come, then,",”,',@ said Auriol. “@Not
"@@@@@@Come, then,”@ ",s,e,aid Auriol. “@Not s@
"hen,”@ said Auriol. ",“,t,"@Not s@o fa@st,”@ cr"
"ol. “@Not s@o fa@st,",”,',@ cried a deep voice
" “@Not s@o fa@st,”@ ",c,e,ried a deep voice. A
ous owner of the bla,c,e,k cloak barring thei
ring their passage o,u,n,"t. “@Ebba, you are m"
 their passage out. ,“,t,"@Ebba, you are mine,"
"@Ebba, you are mine,",”,',@ cried the stranger
"ba, you are mine,”@ ",c,e,ried the stranger. “
cried the stranger. ,“,`,@Auriol has brought 
stranger. “@Auriol h,a,s,s brought you to me.
s brought you to me.,”,',@ “It is false!” cri
lse!” cried Auriol. ,“,e,@@I never will yield
ll yield her to you.,”,',@ “@Remember your co
yield her to you.”@ ,“,e,@Remember your compa
"member your compact,",”,',@ rejoined the stran
" stranger, with a mo",c,e,"king laugh. “Oh, Aur"
"riol!”@ cried Ebba, ",“,',@I fear for your sou
ar for your soul. Yo,u,n, have not made a com
. You have not made ,a,s, compact with this f
t with this fiend?” ,“,.,"@@@He has,”@ replied"
" fiend?” “@@@He has,",”,',@ replied the strang
plied the stranger; ,“,`,@@and by that compac
 instantly stifled. ,“,.,@You shall not go!” 
tantly stifled. “@Yo,u,n, shall not go!” crie
@You shall not go!” ,c,o,"ried Auriol, seizing"
all not go!” cried A,u,n,"riol, seizing him. “"
"uriol, seizing him. ",“,:,"@Release her, or I r"
 seizing him. “@Rele,a,n,"se her, or I renounc"
"ase her, or I renoun",c,e,e you wholly.”@ “@Fo
renounce you wholly.,”,',@ “@Foo@l!” cried th
ounce you wholly.”@ ,“,4,@Foo@l!” cried the s
e you wholly.”@ “@Fo,o,l,@l!” cried the stran
"cried the stranger, ",“,`,@since you provoke m
"ath, take your doom.",”,',@ And he stamped on 
"rap-door, and Auriol",’,',s hand was seized wi
e his lovely burden ,s,a,w@iftly up the plank
ing smile to Auriol—,“, ,Behold! the moon is 
le to Auriol—“Behold,!,I, the moon is in her 
quarter. My words ar,e,o, fu@lfilled!@”@@ And
words are fu@lfilled,!,1,@”@@ And he disappea
rds are fu@lfilled!@,”,1,@@ And he disappeare
m in vain. Uttering ,e,c,jaculations of rage 
n vain. Uttering eja,c,e,ulations of rage and
"Cross One morning, t",w,r,o persons took their
ook their way along ,P,T,arliament Street and
along Parliament Str,e,c,"et and Whitehall, an"
ned into the entranc,e,o," of Spring Gardens, "
"dens, for the purpos",e,o, of looking at the s
ose of looking at th,e,o, statue at Charing C
looking at the statu,e,o, at Charing Cross. O
at Charing Cross. On,e,o, of them was remarka
e of them was remark,a,n,ble for his dwarfish
ithered features. Th,e,o, other was a man of 
 a man of middle siz,e,c,", thin, rather elder"
" size, thin, rather ",e,o,"lderly, and with a s"
g expression of bene,v,s,olence. H@e was clad
"ack tights, short dr",a,u,"b gaiters, and wore "
kcloth and spectacle,s,e,. Mr. Loftus (for so
spectacles. Mr. Loft,u,a,s (for so he was cal
Mr. Loftus (for so h,e,o, was called) was a r
n Abingdon Street. H,e,a," was a bachelor, and"
"tiquary, rambled abo",u,n,t all day long in se
", on the present occ",a,n,"sion, was taken with"
s taken with that vi,e,c,w. “By Jov@e! what a
that view. “By Jov@e,!,l, what a noble statue
"ftus, gazing at it. ",“,t,@@The horse is magni
horse is magnificent,—,-,positively magnifice
itively magnificent.,”,',@ “I recollect when 
hen the spot was occ,u,n,"pied by a gibbet, an"
"there,” replied Mors",e,:,. “That was in the t
“That was in the tim,e,o, of the Protectorate
he time of the Prote,c,e,torate.”@ “You canno
of the Protectorate.,”,',@ “You cannot get th
"of your head, Morse,",”,',"@ said Loftus, smili"
“Would you could hav,e,o, seen the ancient @c
"e ancient @cross, wh",i,l,"ch once stood there,"
erected by Edward th,e,o, First to his belove
ed by Edward the Fir,s,e,t to his beloved wif
"o his beloved wife, ",‘,',@Eleanor of Castile’
astile’!”@ said Mors,e,o,", heedless of the@ o"
edless of the@ other,’,',s remark. “It was mu
t; some of the pinna,c,e,"les wer@e broken, an"
"wer@e broken, and th",e,o," foliage defaced, bu"
"e foliage defaced, b",u,n,t the statues of the
nd altogether the ef,f,l,ect was beautiful.”@
" have been charming,",”,',"@ observed Loftus, r"
 rubbing his hands; ,“,',"@and, though I like "
tunate the former es,c,e,aped destruction in 
n in Oliver Cromwell,’,',s time!”@ “I can tel
me!”@ “I can tell yo,u,n, how that came to pa
ell you how that cam,e,o," to pass, sir,”@ rep"
"t came to pass, sir,",”,',"@ replied Morse, “@@"
"r,”@ replied Morse, ",“,`,@@for I was assistan
" brazier, to whom th",e,o, statue was sold.” “
tatue was sold.” “Ah,!,I, indeed@!”@ exclaime
d@!”@ exclaimed Loft,u,n,s. “I have heard som
@ exclaimed Loftus. ,“,%,I have heard somethi
"f the story, but sho",u,n,ld like to have full
"tory, but should lik",e,o, to have full partic
ve full particulars.,”,',@ “You shall hear th
ars.”@ “You shall he,a,n,"r them, then,”@ repl"
"all hear them, then,",”,',@ replied Morse. “Yo
"n,”@ replied Morse. ",“,:,"Yon statue, which, a"
" know, was cast by H",u,a,"bert le Sueur, in 16"
"33, was ordered by P",a,p,rliament to be sold 
"rs, being a sta@nch ",R,r,"oyalist, though he d"
